Ablesezeitpunkt;Zaehlerstand Gesamt - 1.8.0;Verbrauch Gesamt - 1.8.0;Status Gesamt - 1.8.0;Zaehlerstand Hochtarif - 1.8.1;Verbrauch Hochtarif - 1.8.1;Status Hochtarif - 1.8.1;Zaehlerstand Niedertarif - 1.8.2;Verbrauch Niedertarif - 1.8.2;Status Niedertarif - 1.8.2
2026-03-02T08:00:00.000+01:00;11452,984;0,033;VAL;;;;;;
2026-03-02T08:15:00.000+01:00;11453,021;0,037;VAL;;;;;;
2026-03-02T08:30:00.000+01:00;11453,04;0,019;VAL;;;;;;
2026-03-02T08:45:00.000+01:00;11453,07;0,03;VAL;;;;;;
2026-03-02T09:00:00.000+01:00;11453,096;0,026;VAL;;;;;;
2026-03-02T09:15:00.000+01:00;11453,116;0,02;VAL;;;;;;
2026-03-02T09:30:00.000+01:00;11453,143;0,027;VAL;;;;;;
2026-03-02T09:45:00.000+01:00;11453,169;0,026;VAL;;;;;;
2026-03-02T10:00:00.000+01:00;11453,19;0,021;VAL;;;;;;
2026-03-02T10:15:00.000+01:00;11453,209;0,019;VAL;;;;;;
2026-03-02T10:30:00.000+01:00;11453,218;0,009;VAL;;;;;;
2026-03-02T10:45:00.000+01:00;11453,237;0,019;VAL;;;;;;
2026-03-02T11:00:00.000+01:00;11453,245;0,008;VAL;;;;;;
2026-03-02T11:15:00.000+01:00;11453,266;0,021;VAL;;;;;;
2026-03-02T11:30:00.000+01:00;11453,269;0,003;VAL;;;;;;
2026-03-02T11:45:00.000+01:00;11453,275;0,006;VAL;;;;;;
2026-03-02T12:00:00.000+01:00;11453,275;;VAL;;;;;;
2026-03-02T12:15:00.000+01:00;11453,275;;VAL;;;;;;
2026-03-02T12:30:00.000+01:00;11453,279;0,004;VAL;;;;;;
2026-03-02T12:45:00.000+01:00;11453,287;0,008;VAL;;;;;;
2026-03-02T13:00:00.000+01:00;11453,294;0,007;VAL;;;;;;
2026-03-02T13:15:00.000+01:00;11453;0,006;VAL;;;;;;
2026-03-02T13:30:00.000+01:00;11453,315;0,015;VAL;;;;;;
2026-03-02T13:45:00.000+01:00;11453,33;0,015;VAL;;;;;;
2026-03-02T14:00:00.000+01:00;11453,349;0,019;VAL;;;;;;
2026-03-02T14:15:00.000+01:00;11453,363;0,014;VAL;;;;;;
2026-03-02T14:30:00.000+01:00;11453,378;0,015;VAL;;;;;;
2026-03-02T14:45:00.000+01:00;11453,406;0,028;VAL;;;;;;
2026-03-02T15:00:00.000+01:00;11453,416;0,01;VAL;;;;;;
2026-03-02T15:15:00.000+01:00;11453,446;0,03;VAL;;;;;;
2026-03-02T15:30:00.000+01:00;11453,465;0,019;VAL;;;;;;
2026-03-02T15:45:00.000+01:00;11453,487;0,022;VAL;;;;;;
2026-03-02T16:00:00.000+01:00;11453,511;0,024;VAL;;;;;;
2026-03-02T16:15:00.000+01:00;11453,53;0,019;VAL;;;;;;
2026-03-02T16:30:00.000+01:00;11453,558;0,028;VAL;;;;;;
2026-03-02T16:45:00.000+01:00;11453,58;0,022;VAL;;;;;;
2026-03-02T17:00:00.000+01:00;11453,613;0,033;VAL;;;;;;
2026-03-02T17:15:00.000+01:00;11453,638;0,025;VAL;;;;;;
2026-03-02T17:30:00.000+01:00;11453,667;0,029;VAL;;;;;;
2026-03-02T17:45:00.000+01:00;11453,703;0,036;VAL;;;;;;
2026-03-02T18:00:00.000+01:00;11453,724;0,021;VAL;;;;;;
2026-03-02T18:15:00.000+01:00;11453,763;0,039;VAL;;;;;;
2026-03-02T18:30:00.000+01:00;11453,784;0,021;VAL;;;;;;
2026-03-02T18:45:00.000+01:00;11453,817;0,033;VAL;;;;;;
2026-03-02T19:00:00.000+01:00;11453,845;0,028;VAL;;;;;;
2026-03-02T19:15:00.000+01:00;11453,893;0,048;VAL;;;;;;
2026-03-02T19:30:00.000+01:00;11453,925;0,032;VAL;;;;;;
2026-03-02T19:45:00.000+01:00;11453,962;0,037;VAL;;;;;;
2026-03-02T20:00:00.000+01:00;11453,999;0,037;VAL;;;;;;
2026-03-02T20:15:00.000+01:00;11454,044;0,045;VAL;;;;;;
2026-03-02T20:30:00.000+01:00;11454,097;0,053;VAL;;;;;;
2026-03-02T20:45:00.000+01:00;11454,155;0,058;VAL;;;;;;
2026-03-02T21:00:00.000+01:00;11454,214;0,059;VAL;;;;;;
2026-03-02T21:15:00.000+01:00;11454,266;0,052;VAL;;;;;;
2026-03-02T21:30:00.000+01:00;11454,325;0,059;VAL;;;;;;
2026-03-02T21:45:00.000+01:00;11454,381;0,056;VAL;;;;;;
2026-03-02T22:00:00.000+01:00;11454,433;0,052;VAL;;;;;;
2026-03-02T22:15:00.000+01:00;11454,494;0,061;VAL;;;;;;
2026-03-02T22:30:00.000+01:00;11454,551;0,057;VAL;;;;;;
2026-03-02T22:45:00.000+01:00;11454,609;0,058;VAL;;;;;;
2026-03-02T23:00:00.000+01:00;11454,667;0,058;VAL;;;;;;
2026-03-02T23:15:00.000+01:00;11454,72;0,053;VAL;;;;;;
2026-03-02T23:30:00.000+01:00;11454,776;0,056;VAL;;;;;;
2026-03-02T23:45:00.000+01:00;11454,833;0,057;VAL;;;;;;
2026-03-03T00:00:00.000+01:00;11454,897;0,064;VAL;;;;;;
2026-03-03T00:15:00.000+01:00;11454,944;0,047;VAL;;;;;;
2026-03-03T00:30:00.000+01:00;11455,006;0,062;VAL;;;;;;
2026-03-03T00:45:00.000+01:00;11455,051;0,045;VAL;;;;;;
2026-03-03T01:00:00.000+01:00;11455,074;0,023;VAL;;;;;;
2026-03-03T01:15:00.000+01:00;11455,109;0,035;VAL;;;;;;
2026-03-03T01:30:00.000+01:00;11455,128;0,019;VAL;;;;;;
2026-03-03T01:45:00.000+01:00;11455,161;0,033;VAL;;;;;;
2026-03-03T02:00:00.000+01:00;11455,185;0,024;VAL;;;;;;
2026-03-03T02:15:00.000+01:00;11455,218;0,033;VAL;;;;;;
2026-03-03T02:30:00.000+01:00;11455,238;0,02;VAL;;;;;;
2026-03-03T02:45:00.000+01:00;11455,266;0,028;VAL;;;;;;
2026-03-03T03:00:00.000+01:00;11455,295;0,029;VAL;;;;;;
2026-03-03T03:15:00.000+01:00;11455,314;0,019;VAL;;;;;;
2026-03-03T03:30:00.000+01:00;11455,353;0,039;VAL;;;;;;
2026-03-03T03:45:00.000+01:00;11455,371;0,018;VAL;;;;;;
2026-03-03T04:00:00.000+01:00;11455,402;0,031;VAL;;;;;;
2026-03-03T04:15:00.000+01:00;11455,431;0,029;VAL;;;;;;
2026-03-03T04:30:00.000+01:00;11455,457;0,026;VAL;;;;;;
2026-03-03T04:45:00.000+01:00;11455,485;0,028;VAL;;;;;;
2026-03-03T05:00:00.000+01:00;11455,509;0,024;VAL;;;;;;
2026-03-03T05:15:00.000+01:00;11455,546;0,037;VAL;;;;;;
2026-03-03T05:30:00.000+01:00;11455,562;0,016;VAL;;;;;;
2026-03-03T05:45:00.000+01:00;11455,591;0,029;VAL;;;;;;
2026-03-03T06:00:00.000+01:00;11455,619;0,028;VAL;;;;;;
2026-03-03T06:15:00.000+01:00;11455,643;0,024;VAL;;;;;;
2026-03-03T06:30:00.000+01:00;11455,678;0,035;VAL;;;;;;
2026-03-03T06:45:00.000+01:00;11455,699;0,021;VAL;;;;;;
2026-03-03T07:00:00.000+01:00;11455,73;0,031;VAL;;;;;;
2026-03-03T07:15:00.000+01:00;11455,748;0,018;VAL;;;;;;
2026-03-03T07:30:00.000+01:00;11455,786;0,038;VAL;;;;;;
2026-03-03T07:45:00.000+01:00;11455,812;0,026;VAL;;;;;;
2026-03-03T08:00:00.000+01:00;11455,84;0,028;VAL;;;;;;
2026-03-03T08:15:00.000+01:00;11455,856;0,016;VAL;;;;;;
2026-03-03T08:30:00.000+01:00;11455,862;0,006;VAL;;;;;;
2026-03-03T08:45:00.000+01:00;11455,869;0,007;VAL;;;;;;
2026-03-03T09:00:00.000+01:00;11455,872;0,003;VAL;;;;;;
2026-03-03T09:15:00.000+01:00;11455,874;0,002;VAL;;;;;;
2026-03-03T09:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T09:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T10:00:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T10:15:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T10:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T10:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T11:00:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T11:15:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T11:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T11:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T12:00:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T12:15:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T12:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T12:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T13:00:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T13:15:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T13:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T13:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T14:00:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T14:15:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T14:30:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T14:45:00.000+01:00;11455,874;;VAL;;;;;;
2026-03-03T15:00:00.000+01:00;11455,875;0,001;VAL;;;;;;
2026-03-03T15:15:00.000+01:00;11455,875;;VAL;;;;;;
2026-03-03T15:30:00.000+01:00;11455,878;0,003;VAL;;;;;;
2026-03-03T15:45:00.000+01:00;11455,885;0,007;VAL;;;;;;
2026-03-03T16:00:00.000+01:00;11455,885;;VAL;;;;;;
2026-03-03T16:15:00.000+01:00;11455,91;0,025;VAL;;;;;;
2026-03-03T16:30:00.000+01:00;11455,928;0,018;VAL;;;;;;
2026-03-03T16:45:00.000+01:00;11455,946;0,018;VAL;;;;;;
2026-03-03T17:00:00.000+01:00;11455,977;0,031;VAL;;;;;;
2026-03-03T17:15:00.000+01:00;11455,998;0,021;VAL;;;;;;
2026-03-03T17:30:00.000+01:00;11456,027;0,029;VAL;;;;;;
2026-03-03T17:45:00.000+01:00;11456,049;0,022;VAL;;;;;;
2026-03-03T18:00:00.000+01:00;11456,077;0,028;VAL;;;;;;
2026-03-03T18:15:00.000+01:00;11456,107;0,03;VAL;;;;;;
2026-03-03T18:30:00.000+01:00;11456,13;0,023;VAL;;;;;;
2026-03-03T18:45:00.000+01:00;11456,166;0,036;VAL;;;;;;
2026-03-03T19:00:00.000+01:00;11456,183;0,017;VAL;;;;;;
2026-03-03T19:15:00.000+01:00;11456,215;0,032;VAL;;;;;;
2026-03-03T19:30:00.000+01:00;11456,234;0,019;VAL;;;;;;
2026-03-03T19:45:00.000+01:00;11456,273;0,039;VAL;;;;;;
2026-03-03T20:00:00.000+01:00;11456,345;0,072;VAL;;;;;;
2026-03-03T20:15:00.000+01:00;11456,453;0,108;VAL;;;;;;
2026-03-03T20:30:00.000+01:00;11456,52;0,067;VAL;;;;;;
2026-03-03T20:45:00.000+01:00;11456,575;0,055;VAL;;;;;;
2026-03-03T21:00:00.000+01:00;11456,622;0,047;VAL;;;;;;
2026-03-03T21:15:00.000+01:00;11456,676;0,054;VAL;;;;;;
2026-03-03T21:30:00.000+01:00;11456,715;0,039;VAL;;;;;;
2026-03-03T21:45:00.000+01:00;11456,768;0,053;VAL;;;;;;
2026-03-03T22:00:00.000+01:00;11456,809;0,041;VAL;;;;;;
2026-03-03T22:15:00.000+01:00;11456,85;0,041;VAL;;;;;;
2026-03-03T22:30:00.000+01:00;11456,896;0,046;VAL;;;;;;
2026-03-03T22:45:00.000+01:00;11456,973;0,077;VAL;;;;;;
2026-03-03T23:00:00.000+01:00;11457,011;0,038;VAL;;;;;;
2026-03-03T23:15:00.000+01:00;11457,055;0,044;VAL;;;;;;
2026-03-03T23:30:00.000+01:00;11457,095;0,04;VAL;;;;;;
2026-03-03T23:45:00.000+01:00;11457,137;0,042;VAL;;;;;;
2026-03-04T00:00:00.000+01:00;11457,187;0,05;VAL;;;;;;
2026-03-04T00:15:00.000+01:00;11457,225;0,038;VAL;;;;;;
2026-03-04T00:30:00.000+01:00;11457,271;0,046;VAL;;;;;;
2026-03-04T00:45:00.000+01:00;11457,308;0,037;VAL;;;;;;
2026-03-04T01:00:00.000+01:00;11457,341;0,033;VAL;;;;;;
2026-03-04T01:15:00.000+01:00;11457,363;0,022;VAL;;;;;;
2026-03-04T01:30:00.000+01:00;11457,398;0,035;VAL;;;;;;
2026-03-04T01:45:00.000+01:00;11457,422;0,024;VAL;;;;;;
2026-03-04T02:00:00.000+01:00;11457,443;0,021;VAL;;;;;;
2026-03-04T02:15:00.000+01:00;11457,48;0,037;VAL;;;;;;
2026-03-04T02:30:00.000+01:00;11457,498;0,018;VAL;;;;;;
2026-03-04T02:45:00.000+01:00;11457,529;0,031;VAL;;;;;;
2026-03-04T03:00:00.000+01:00;11457,555;0,026;VAL;;;;;;
2026-03-04T03:15:00.000+01:00;11457,583;0,028;VAL;;;;;;
2026-03-04T03:30:00.000+01:00;11457,604;0,021;VAL;;;;;;
2026-03-04T03:45:00.000+01:00;11457,633;0,029;VAL;;;;;;
2026-03-04T04:00:00.000+01:00;11457,668;0,035;VAL;;;;;;
2026-03-04T04:15:00.000+01:00;11457,688;0,02;VAL;;;;;;
2026-03-04T04:30:00.000+01:00;11457,72;0,032;VAL;;;;;;
2026-03-04T04:45:00.000+01:00;11457,748;0,028;VAL;;;;;;
2026-03-04T05:00:00.000+01:00;11457,775;0,027;VAL;;;;;;
2026-03-04T05:15:00.000+01:00;11457,802;0,027;VAL;;;;;;
2026-03-04T05:30:00.000+01:00;11457,829;0,027;VAL;;;;;;
2026-03-04T05:45:00.000+01:00;11457,858;0,029;VAL;;;;;;
2026-03-04T06:00:00.000+01:00;11457,886;0,028;VAL;;;;;;
2026-03-04T06:15:00.000+01:00;11457,91;0,024;VAL;;;;;;
2026-03-04T06:30:00.000+01:00;11457,935;0,025;VAL;;;;;;
2026-03-04T06:45:00.000+01:00;11457,964;0,029;VAL;;;;;;
2026-03-04T07:00:00.000+01:00;11457,989;0,025;VAL;;;;;;
2026-03-04T07:15:00.000+01:00;11458,013;0,024;VAL;;;;;;
2026-03-04T07:30:00.000+01:00;11458,04;0,027;VAL;;;;;;
2026-03-04T07:45:00.000+01:00;11458,065;0,025;VAL;;;;;;
2026-03-04T08:00:00.000+01:00;11458,089;0,024;VAL;;;;;;
2026-03-04T08:15:00.000+01:00;11458,114;0,025;VAL;;;;;;
2026-03-04T08:30:00.000+01:00;11458,126;0,012;VAL;;;;;;
2026-03-04T08:45:00.000+01:00;11458,131;0,005;VAL;;;;;;
2026-03-04T09:00:00.000+01:00;11458,131;;VAL;;;;;;
2026-03-04T09:15:00.000+01:00;11458,135;0,004;VAL;;;;;;
2026-03-04T09:30:00.000+01:00;11458,135;;VAL;;;;;;
2026-03-04T09:45:00.000+01:00;11458,137;0,002;VAL;;;;;;
2026-03-04T10:00:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T10:15:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T10:30:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T10:45:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T11:00:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T11:15:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T11:30:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T11:45:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T12:00:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T12:15:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T12:30:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T12:45:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T13:00:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T13:15:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T13:30:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T13:45:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T14:00:00.000+01:00;11458,137;;VAL;;;;;;
2026-03-04T14:15:00.000+01:00;11458,146;0,009;VAL;;;;;;
2026-03-04T14:30:00.000+01:00;11458,172;0,026;VAL;;;;;;
2026-03-04T14:45:00.000+01:00;11458,187;0,015;VAL;;;;;;
2026-03-04T15:00:00.000+01:00;11458,199;0,012;VAL;;;;;;
2026-03-04T15:15:00.000+01:00;11458,216;0,017;VAL;;;;;;
2026-03-04T15:30:00.000+01:00;11458,229;0,013;VAL;;;;;;
2026-03-04T15:45:00.000+01:00;11458,247;0,018;VAL;;;;;;
2026-03-04T16:00:00.000+01:00;11458,266;0,019;VAL;;;;;;
2026-03-04T16:15:00.000+01:00;11458,287;0,021;VAL;;;;;;
2026-03-04T16:30:00.000+01:00;11458,302;0,015;VAL;;;;;;
2026-03-04T16:45:00.000+01:00;11458,331;0,029;VAL;;;;;;
2026-03-04T17:00:00.000+01:00;11458,354;0,023;VAL;;;;;;
2026-03-04T17:15:00.000+01:00;11458,38;0,026;VAL;;;;;;
2026-03-04T17:30:00.000+01:00;11458,406;0,026;VAL;;;;;;
2026-03-04T17:45:00.000+01:00;11458,426;0,02;VAL;;;;;;
2026-03-04T18:00:00.000+01:00;11458,455;0,029;VAL;;;;;;
2026-03-04T18:15:00.000+01:00;11458,719;0,264;VAL;;;;;;
2026-03-04T18:30:00.000+01:00;11460,423;1,704;VAL;;;;;;
