Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
02.05.2023 19:45:00;02.05.2023 19:59:59;0,157;;;
02.05.2023 20:00:00;02.05.2023 20:14:59;0,106;;;
02.05.2023 20:15:00;02.05.2023 20:29:59;0,111;;;
02.05.2023 20:30:00;02.05.2023 20:44:59;0,089;;;
02.05.2023 20:45:00;02.05.2023 20:59:59;0,092;;;
02.05.2023 21:00:00;02.05.2023 21:14:59;0,057;;;
02.05.2023 21:15:00;02.05.2023 21:29:59;0,048;;;
02.05.2023 21:30:00;02.05.2023 21:44:59;0,061;;;
02.05.2023 21:45:00;02.05.2023 21:59:59;0,07;;;
02.05.2023 22:00:00;02.05.2023 22:14:59;0,061;;;
02.05.2023 22:15:00;02.05.2023 22:29:59;0,07;;;
02.05.2023 22:30:00;02.05.2023 22:44:59;0,052;;;
02.05.2023 22:45:00;02.05.2023 22:59:59;0,047;;;
02.05.2023 23:00:00;02.05.2023 23:14:59;0,04;;;
02.05.2023 23:15:00;02.05.2023 23:29:59;0,052;;;
02.05.2023 23:30:00;02.05.2023 23:44:59;0,079;;;
02.05.2023 23:45:00;02.05.2023 23:59:59;0,035;;;
03.05.2023 00:00:00;03.05.2023 00:14:59;0,036;;;
03.05.2023 00:15:00;03.05.2023 00:29:59;0,035;;;
03.05.2023 00:30:00;03.05.2023 00:44:59;0,047;;;
03.05.2023 00:45:00;03.05.2023 00:59:59;0,044;;;
03.05.2023 01:00:00;03.05.2023 01:14:59;0,042;;;
03.05.2023 01:15:00;03.05.2023 01:29:59;0,04;;;
03.05.2023 01:30:00;03.05.2023 01:44:59;0,044;;;
03.05.2023 01:45:00;03.05.2023 01:59:59;0,041;;;
03.05.2023 02:00:00;03.05.2023 02:14:59;0,042;;;
03.05.2023 02:15:00;03.05.2023 02:29:59;0,045;;;
03.05.2023 02:30:00;03.05.2023 02:44:59;0,038;;;
03.05.2023 02:45:00;03.05.2023 02:59:59;0,031;;;
03.05.2023 03:00:00;03.05.2023 03:14:59;0,032;;;
03.05.2023 03:15:00;03.05.2023 03:29:59;0,111;;;
03.05.2023 03:30:00;03.05.2023 03:44:59;0,197;;;
03.05.2023 03:45:00;03.05.2023 03:59:59;0,104;;;
03.05.2023 04:00:00;03.05.2023 04:14:59;0,036;;;
03.05.2023 04:15:00;03.05.2023 04:29:59;0,049;;;
03.05.2023 04:30:00;03.05.2023 04:44:59;0,038;;;
03.05.2023 04:45:00;03.05.2023 04:59:59;0,04;;;
03.05.2023 05:00:00;03.05.2023 05:14:59;0,037;;;
03.05.2023 05:15:00;03.05.2023 05:29:59;0,045;;;
03.05.2023 05:30:00;03.05.2023 05:44:59;0,032;;;
03.05.2023 05:45:00;03.05.2023 05:59:59;0,04;;;
03.05.2023 06:00:00;03.05.2023 06:14:59;0,063;;;
03.05.2023 06:15:00;03.05.2023 06:29:59;0,054;;;
03.05.2023 06:30:00;03.05.2023 06:44:59;0,161;;;
03.05.2023 06:45:00;03.05.2023 06:59:59;0,05;;;
03.05.2023 07:00:00;03.05.2023 07:14:59;0,072;;;
03.05.2023 07:15:00;03.05.2023 07:29:59;0,082;;;
03.05.2023 07:30:00;03.05.2023 07:44:59;0,042;;;
03.05.2023 07:45:00;03.05.2023 07:59:59;0,03;;;
03.05.2023 08:00:00;03.05.2023 08:14:59;0,056;;;
03.05.2023 08:15:00;03.05.2023 08:29:59;0,054;;;
03.05.2023 08:30:00;03.05.2023 08:44:59;0,05;;;
03.05.2023 08:45:00;03.05.2023 08:59:59;0,033;;;
03.05.2023 09:00:00;03.05.2023 09:14:59;0,046;;;
03.05.2023 09:15:00;03.05.2023 09:29:59;0,122;;;
03.05.2023 09:30:00;03.05.2023 09:44:59;0,055;;;
03.05.2023 09:45:00;03.05.2023 09:59:59;0,067;;;
03.05.2023 10:00:00;03.05.2023 10:14:59;0,474;;;
03.05.2023 10:15:00;03.05.2023 10:29:59;0,24;;;
03.05.2023 10:30:00;03.05.2023 10:44:59;0,136;;;
03.05.2023 10:45:00;03.05.2023 10:59:59;0,053;;;
03.05.2023 11:00:00;03.05.2023 11:14:59;0,02;;;
03.05.2023 11:15:00;03.05.2023 11:29:59;0,052;;;
03.05.2023 11:30:00;03.05.2023 11:44:59;0,011;;;
03.05.2023 11:45:00;03.05.2023 11:59:59;0,027;;;
03.05.2023 12:00:00;03.05.2023 12:14:59;0,028;;;
03.05.2023 12:15:00;03.05.2023 12:29:59;0,002;;;
03.05.2023 12:30:00;03.05.2023 12:44:59;0,048;;;
03.05.2023 12:45:00;03.05.2023 12:59:59;0,025;;;
03.05.2023 13:00:00;03.05.2023 13:14:59;0,317;;;
03.05.2023 13:15:00;03.05.2023 13:29:59;0,535;;;
03.05.2023 13:30:00;03.05.2023 13:44:59;0,004;;;
03.05.2023 13:45:00;03.05.2023 13:59:59;0,004;;;
03.05.2023 14:00:00;03.05.2023 14:14:59;0,002;;;
03.05.2023 14:15:00;03.05.2023 14:29:59;0,294;;;
03.05.2023 14:30:00;03.05.2023 14:44:59;0,217;;;
03.05.2023 14:45:00;03.05.2023 14:59:59;0,05;;;
03.05.2023 15:00:00;03.05.2023 15:14:59;0,047;;;
03.05.2023 15:15:00;03.05.2023 15:29:59;0,038;;;
03.05.2023 15:30:00;03.05.2023 15:44:59;0,05;;;
03.05.2023 15:45:00;03.05.2023 15:59:59;0,074;;;
03.05.2023 16:00:00;03.05.2023 16:14:59;0,259;;;
03.05.2023 16:15:00;03.05.2023 16:29:59;0,002;;;
03.05.2023 16:30:00;03.05.2023 16:44:59;0,002;;;
03.05.2023 16:45:00;03.05.2023 16:59:59;0,002;;;
03.05.2023 17:00:00;03.05.2023 17:14:59;0,003;;;
03.05.2023 17:15:00;03.05.2023 17:29:59;0,512;;;
03.05.2023 17:30:00;03.05.2023 17:44:59;0,613;;;
03.05.2023 17:45:00;03.05.2023 17:59:59;0,539;;;
03.05.2023 18:00:00;03.05.2023 18:14:59;0,509;;;
03.05.2023 18:15:00;03.05.2023 18:29:59;0,274;;;
03.05.2023 18:30:00;03.05.2023 18:44:59;0,069;;;
03.05.2023 18:45:00;03.05.2023 18:59:59;0,009;;;
03.05.2023 19:00:00;03.05.2023 19:14:59;0,005;;;
03.05.2023 19:15:00;03.05.2023 19:29:59;0,016;;;
03.05.2023 19:30:00;03.05.2023 19:44:59;0,007;;;
03.05.2023 19:45:00;03.05.2023 19:59:59;0,005;;;
03.05.2023 20:00:00;03.05.2023 20:14:59;0,014;;;
03.05.2023 20:15:00;03.05.2023 20:29:59;0,022;;;
03.05.2023 20:30:00;03.05.2023 20:44:59;0,005;;;
03.05.2023 20:45:00;03.05.2023 20:59:59;0,007;;;
03.05.2023 21:00:00;03.05.2023 21:14:59;0,013;;;
03.05.2023 21:15:00;03.05.2023 21:29:59;0,016;;;
03.05.2023 21:30:00;03.05.2023 21:44:59;0,018;;;
03.05.2023 21:45:00;03.05.2023 21:59:59;0,025;;;
03.05.2023 22:00:00;03.05.2023 22:14:59;0,043;;;
03.05.2023 22:15:00;03.05.2023 22:29:59;0,015;;;
03.05.2023 22:30:00;03.05.2023 22:44:59;0,002;;;
03.05.2023 22:45:00;03.05.2023 22:59:59;0,002;;;
03.05.2023 23:00:00;03.05.2023 23:14:59;0,006;;;
03.05.2023 23:15:00;03.05.2023 23:29:59;0,032;;;
03.05.2023 23:30:00;03.05.2023 23:44:59;0,01;;;
03.05.2023 23:45:00;03.05.2023 23:59:59;0,001;;;
04.05.2023 00:00:00;04.05.2023 00:14:59;0,146;;;
04.05.2023 00:15:00;04.05.2023 00:29:59;0,188;;;
04.05.2023 00:30:00;04.05.2023 00:44:59;0,13;;;
04.05.2023 00:45:00;04.05.2023 00:59:59;0,138;;;
04.05.2023 01:00:00;04.05.2023 01:14:59;0,143;;;
04.05.2023 01:15:00;04.05.2023 01:29:59;0,127;;;
04.05.2023 01:30:00;04.05.2023 01:44:59;0,093;;;
04.05.2023 01:45:00;04.05.2023 01:59:59;0,084;;;
04.05.2023 02:00:00;04.05.2023 02:14:59;0,09;;;
04.05.2023 02:15:00;04.05.2023 02:29:59;0,084;;;
04.05.2023 02:30:00;04.05.2023 02:44:59;0,083;;;
04.05.2023 02:45:00;04.05.2023 02:59:59;0,095;;;
04.05.2023 03:00:00;04.05.2023 03:14:59;0,088;;;
04.05.2023 03:15:00;04.05.2023 03:29:59;0,085;;;
04.05.2023 03:30:00;04.05.2023 03:44:59;0,081;;;
04.05.2023 03:45:00;04.05.2023 03:59:59;0,091;;;
04.05.2023 04:00:00;04.05.2023 04:14:59;0,078;;;
04.05.2023 04:15:00;04.05.2023 04:29:59;0,082;;;
04.05.2023 04:30:00;04.05.2023 04:44:59;0,082;;;
04.05.2023 04:45:00;04.05.2023 04:59:59;0,05;;;
04.05.2023 05:00:00;04.05.2023 05:14:59;0,049;;;
04.05.2023 05:15:00;04.05.2023 05:29:59;0,047;;;
04.05.2023 05:30:00;04.05.2023 05:44:59;0,047;;;
04.05.2023 05:45:00;04.05.2023 05:59:59;0,047;;;
04.05.2023 06:00:00;04.05.2023 06:14:59;0,045;;;
04.05.2023 06:15:00;04.05.2023 06:29:59;0,06;;;
04.05.2023 06:30:00;04.05.2023 06:44:59;0,186;;;
04.05.2023 06:45:00;04.05.2023 06:59:59;0,046;;;
04.05.2023 07:00:00;04.05.2023 07:14:59;0,052;;;
04.05.2023 07:15:00;04.05.2023 07:29:59;0,082;;;
04.05.2023 07:30:00;04.05.2023 07:44:59;0,089;;;
04.05.2023 07:45:00;04.05.2023 07:59:59;0,043;;;
04.05.2023 08:00:00;04.05.2023 08:14:59;0,049;;;
04.05.2023 08:15:00;04.05.2023 08:29:59;0,059;;;
04.05.2023 08:30:00;04.05.2023 08:44:59;0,053;;;
04.05.2023 08:45:00;04.05.2023 08:59:59;0,024;;;
04.05.2023 09:00:00;04.05.2023 09:14:59;0,044;;;
04.05.2023 09:15:00;04.05.2023 09:29:59;0,048;;;
04.05.2023 09:30:00;04.05.2023 09:44:59;0,046;;;
04.05.2023 09:45:00;04.05.2023 09:59:59;0,043;;;
04.05.2023 10:00:00;04.05.2023 10:14:59;0,047;;;
04.05.2023 10:15:00;04.05.2023 10:29:59;0,045;;;
04.05.2023 10:30:00;04.05.2023 10:44:59;0,021;;;
04.05.2023 10:45:00;04.05.2023 10:59:59;0;;;
04.05.2023 11:00:00;04.05.2023 11:14:59;0;;;
04.05.2023 11:15:00;04.05.2023 11:29:59;0;;;
04.05.2023 11:30:00;04.05.2023 11:44:59;0,002;;;
04.05.2023 11:45:00;04.05.2023 11:59:59;0;;;
04.05.2023 12:00:00;04.05.2023 12:14:59;0,026;;;
04.05.2023 12:15:00;04.05.2023 12:29:59;0,013;;;
04.05.2023 12:30:00;04.05.2023 12:44:59;0,002;;;
04.05.2023 12:45:00;04.05.2023 12:59:59;0,001;;;
04.05.2023 13:00:00;04.05.2023 13:14:59;0,4;;;
04.05.2023 13:15:00;04.05.2023 13:29:59;0,631;;;
04.05.2023 13:30:00;04.05.2023 13:44:59;0;;;
04.05.2023 13:45:00;04.05.2023 13:59:59;0;;;
04.05.2023 14:00:00;04.05.2023 14:14:59;0,001;;;
04.05.2023 14:15:00;04.05.2023 14:29:59;0;;;
04.05.2023 14:30:00;04.05.2023 14:44:59;0;;;
04.05.2023 14:45:00;04.05.2023 14:59:59;0;;;
04.05.2023 15:00:00;04.05.2023 15:14:59;0;;;
04.05.2023 15:15:00;04.05.2023 15:29:59;0;;;
04.05.2023 15:30:00;04.05.2023 15:44:59;0;;;
04.05.2023 15:45:00;04.05.2023 15:59:59;0;;;
04.05.2023 16:00:00;04.05.2023 16:14:59;0;;;
04.05.2023 16:15:00;04.05.2023 16:29:59;0;;;
04.05.2023 16:30:00;04.05.2023 16:44:59;0,009;;;
04.05.2023 16:45:00;04.05.2023 16:59:59;0,241;;;
04.05.2023 17:00:00;04.05.2023 17:14:59;0,301;;;
04.05.2023 17:15:00;04.05.2023 17:29:59;0,312;;;
04.05.2023 17:30:00;04.05.2023 17:44:59;0,428;;;
04.05.2023 17:45:00;04.05.2023 17:59:59;0,142;;;
04.05.2023 18:00:00;04.05.2023 18:14:59;0,327;;;
04.05.2023 18:15:00;04.05.2023 18:29:59;0,444;;;
04.05.2023 18:30:00;04.05.2023 18:44:59;0,41;;;
04.05.2023 18:45:00;04.05.2023 18:59:59;0,009;;;
04.05.2023 19:00:00;04.05.2023 19:14:59;0,003;;;
04.05.2023 19:15:00;04.05.2023 19:29:59;0,205;;;
04.05.2023 19:30:00;04.05.2023 19:44:59;0,129;;;
04.05.2023 19:45:00;04.05.2023 19:59:59;0,227;;;
04.05.2023 20:00:00;04.05.2023 20:14:59;0,268;;;
04.05.2023 20:15:00;04.05.2023 20:29:59;0,081;;;
04.05.2023 20:30:00;04.05.2023 20:44:59;0,024;;;
04.05.2023 20:45:00;04.05.2023 20:59:59;0,019;;;
04.05.2023 21:00:00;04.05.2023 21:14:59;0,297;;;
04.05.2023 21:15:00;04.05.2023 21:29:59;0,02;;;
04.05.2023 21:30:00;04.05.2023 21:44:59;0,021;;;
04.05.2023 21:45:00;04.05.2023 21:59:59;0,004;;;
04.05.2023 22:00:00;04.05.2023 22:14:59;0,013;;;
04.05.2023 22:15:00;04.05.2023 22:29:59;0,013;;;
04.05.2023 22:30:00;04.05.2023 22:44:59;0,006;;;
04.05.2023 22:45:00;04.05.2023 22:59:59;0;;;
04.05.2023 23:00:00;04.05.2023 23:14:59;0;;;
04.05.2023 23:15:00;04.05.2023 23:29:59;0;;;
04.05.2023 23:30:00;04.05.2023 23:44:59;0;;;
04.05.2023 23:45:00;04.05.2023 23:59:59;0;;;
05.05.2023 00:00:00;05.05.2023 00:14:59;0;;;
05.05.2023 00:15:00;05.05.2023 00:29:59;0,025;;;
05.05.2023 00:30:00;05.05.2023 00:44:59;0,007;;;
05.05.2023 00:45:00;05.05.2023 00:59:59;0;;;
05.05.2023 01:00:00;05.05.2023 01:14:59;0;;;
05.05.2023 01:15:00;05.05.2023 01:29:59;0;;;
05.05.2023 01:30:00;05.05.2023 01:44:59;0;;;
05.05.2023 01:45:00;05.05.2023 01:59:59;0;;;
05.05.2023 02:00:00;05.05.2023 02:14:59;0,138;;;
05.05.2023 02:15:00;05.05.2023 02:29:59;0,195;;;
05.05.2023 02:30:00;05.05.2023 02:44:59;0,112;;;
05.05.2023 02:45:00;05.05.2023 02:59:59;0,089;;;
05.05.2023 03:00:00;05.05.2023 03:14:59;0,108;;;
05.05.2023 03:15:00;05.05.2023 03:29:59;0,106;;;
05.05.2023 03:30:00;05.05.2023 03:44:59;0,1;;;
05.05.2023 03:45:00;05.05.2023 03:59:59;0,058;;;
05.05.2023 04:00:00;05.05.2023 04:14:59;0,05;;;
05.05.2023 04:15:00;05.05.2023 04:29:59;0,035;;;
05.05.2023 04:30:00;05.05.2023 04:44:59;0,04;;;
05.05.2023 04:45:00;05.05.2023 04:59:59;0,047;;;
05.05.2023 05:00:00;05.05.2023 05:14:59;0,051;;;
05.05.2023 05:15:00;05.05.2023 05:29:59;0,031;;;
05.05.2023 05:30:00;05.05.2023 05:44:59;0,026;;;
05.05.2023 05:45:00;05.05.2023 05:59:59;0,047;;;
05.05.2023 06:00:00;05.05.2023 06:14:59;0,046;;;
05.05.2023 06:15:00;05.05.2023 06:29:59;0,035;;;
05.05.2023 06:30:00;05.05.2023 06:44:59;0,204;;;
05.05.2023 06:45:00;05.05.2023 06:59:59;0,123;;;
05.05.2023 07:00:00;05.05.2023 07:14:59;0,081;;;
05.05.2023 07:15:00;05.05.2023 07:29:59;0,083;;;
05.05.2023 07:30:00;05.05.2023 07:44:59;0,056;;;
05.05.2023 07:45:00;05.05.2023 07:59:59;0,071;;;
05.05.2023 08:00:00;05.05.2023 08:14:59;0,062;;;
05.05.2023 08:15:00;05.05.2023 08:29:59;0,07;;;
05.05.2023 08:30:00;05.05.2023 08:44:59;0,079;;;
05.05.2023 08:45:00;05.05.2023 08:59:59;0,081;;;
05.05.2023 09:00:00;05.05.2023 09:14:59;0,065;;;
05.05.2023 09:15:00;05.05.2023 09:29:59;0,063;;;
05.05.2023 09:30:00;05.05.2023 09:44:59;0,075;;;
05.05.2023 09:45:00;05.05.2023 09:59:59;0,038;;;
05.05.2023 10:00:00;05.05.2023 10:14:59;0,002;;;
05.05.2023 10:15:00;05.05.2023 10:29:59;0,014;;;
05.05.2023 10:30:00;05.05.2023 10:44:59;0,042;;;
05.05.2023 10:45:00;05.05.2023 10:59:59;0,011;;;
05.05.2023 11:00:00;05.05.2023 11:14:59;0,021;;;
05.05.2023 11:15:00;05.05.2023 11:29:59;0,033;;;
05.05.2023 11:30:00;05.05.2023 11:44:59;0,034;;;
05.05.2023 11:45:00;05.05.2023 11:59:59;0,014;;;
05.05.2023 12:00:00;05.05.2023 12:14:59;0,02;;;
05.05.2023 12:15:00;05.05.2023 12:29:59;0,032;;;
05.05.2023 12:30:00;05.05.2023 12:44:59;0,029;;;
05.05.2023 12:45:00;05.05.2023 12:59:59;0,022;;;
05.05.2023 13:00:00;05.05.2023 13:14:59;0,43;;;
05.05.2023 13:15:00;05.05.2023 13:29:59;0,57;;;
05.05.2023 13:30:00;05.05.2023 13:44:59;0,018;;;
05.05.2023 13:45:00;05.05.2023 13:59:59;0;;;
05.05.2023 14:00:00;05.05.2023 14:14:59;0,002;;;
05.05.2023 14:15:00;05.05.2023 14:29:59;0,012;;;
05.05.2023 14:30:00;05.05.2023 14:44:59;0,23;;;
05.05.2023 14:45:00;05.05.2023 14:59:59;0,451;;;
05.05.2023 15:00:00;05.05.2023 15:14:59;0,211;;;
05.05.2023 15:15:00;05.05.2023 15:29:59;0,007;;;
05.05.2023 15:30:00;05.05.2023 15:44:59;0,013;;;
05.05.2023 15:45:00;05.05.2023 15:59:59;0,013;;;
05.05.2023 16:00:00;05.05.2023 16:14:59;0,019;;;
05.05.2023 16:15:00;05.05.2023 16:29:59;0,007;;;
05.05.2023 16:30:00;05.05.2023 16:44:59;0,007;;;
05.05.2023 16:45:00;05.05.2023 16:59:59;0,018;;;
05.05.2023 17:00:00;05.05.2023 17:14:59;0,007;;;
05.05.2023 17:15:00;05.05.2023 17:29:59;0,019;;;
05.05.2023 17:30:00;05.05.2023 17:44:59;0,045;;;
05.05.2023 17:45:00;05.05.2023 17:59:59;0,013;;;
05.05.2023 18:00:00;05.05.2023 18:14:59;0,143;;;
05.05.2023 18:15:00;05.05.2023 18:29:59;0,092;;;
05.05.2023 18:30:00;05.05.2023 18:44:59;0,086;;;
05.05.2023 18:45:00;05.05.2023 18:59:59;0,015;;;
05.05.2023 19:00:00;05.05.2023 19:14:59;0,124;;;
05.05.2023 19:15:00;05.05.2023 19:29:59;0,137;;;
05.05.2023 19:30:00;05.05.2023 19:44:59;0,011;;;
05.05.2023 19:45:00;05.05.2023 19:59:59;0,021;;;
05.05.2023 20:00:00;05.05.2023 20:14:59;0,026;;;
05.05.2023 20:15:00;05.05.2023 20:29:59;0,02;;;
05.05.2023 20:30:00;05.05.2023 20:44:59;0,017;;;
05.05.2023 20:45:00;05.05.2023 20:59:59;0,015;;;
05.05.2023 21:00:00;05.05.2023 21:14:59;0,01;;;
05.05.2023 21:15:00;05.05.2023 21:29:59;0,013;;;
05.05.2023 21:30:00;05.05.2023 21:44:59;0,005;;;
05.05.2023 21:45:00;05.05.2023 21:59:59;0,016;;;
05.05.2023 22:00:00;05.05.2023 22:14:59;0,01;;;
05.05.2023 22:15:00;05.05.2023 22:29:59;0,01;;;
05.05.2023 22:30:00;05.05.2023 22:44:59;0,015;;;
05.05.2023 22:45:00;05.05.2023 22:59:59;0,012;;;
05.05.2023 23:00:00;05.05.2023 23:14:59;0,01;;;
05.05.2023 23:15:00;05.05.2023 23:29:59;0,003;;;
05.05.2023 23:30:00;05.05.2023 23:44:59;0,015;;;
05.05.2023 23:45:00;05.05.2023 23:59:59;0,005;;;
06.05.2023 00:00:00;06.05.2023 00:14:59;0,003;;;
06.05.2023 00:15:00;06.05.2023 00:29:59;0,003;;;
06.05.2023 00:30:00;06.05.2023 00:44:59;0,008;;;
06.05.2023 00:45:00;06.05.2023 00:59:59;0,004;;;
06.05.2023 01:00:00;06.05.2023 01:14:59;0,003;;;
06.05.2023 01:15:00;06.05.2023 01:29:59;0,001;;;
06.05.2023 01:30:00;06.05.2023 01:44:59;0,005;;;
06.05.2023 01:45:00;06.05.2023 01:59:59;0;;;
06.05.2023 02:00:00;06.05.2023 02:14:59;0;;;
06.05.2023 02:15:00;06.05.2023 02:29:59;0,003;;;
06.05.2023 02:30:00;06.05.2023 02:44:59;0,003;;;
06.05.2023 02:45:00;06.05.2023 02:59:59;0;;;
06.05.2023 03:00:00;06.05.2023 03:14:59;0,003;;;
06.05.2023 03:15:00;06.05.2023 03:29:59;0,001;;;
06.05.2023 03:30:00;06.05.2023 03:44:59;0,001;;;
06.05.2023 03:45:00;06.05.2023 03:59:59;0,002;;;
06.05.2023 04:00:00;06.05.2023 04:14:59;0,037;;;
06.05.2023 04:15:00;06.05.2023 04:29:59;0,204;;;
06.05.2023 04:30:00;06.05.2023 04:44:59;0,058;;;
06.05.2023 04:45:00;06.05.2023 04:59:59;0,152;;;
06.05.2023 05:00:00;06.05.2023 05:14:59;0,157;;;
06.05.2023 05:15:00;06.05.2023 05:29:59;0,168;;;
06.05.2023 05:30:00;06.05.2023 05:44:59;0,127;;;
06.05.2023 05:45:00;06.05.2023 05:59:59;0,1;;;
06.05.2023 06:00:00;06.05.2023 06:14:59;0,108;;;
06.05.2023 06:15:00;06.05.2023 06:29:59;0,11;;;
06.05.2023 06:30:00;06.05.2023 06:44:59;0,096;;;
06.05.2023 06:45:00;06.05.2023 06:59:59;0,239;;;
06.05.2023 07:00:00;06.05.2023 07:14:59;0,119;;;
06.05.2023 07:15:00;06.05.2023 07:29:59;0,096;;;
06.05.2023 07:30:00;06.05.2023 07:44:59;0,09;;;
06.05.2023 07:45:00;06.05.2023 07:59:59;0,103;;;
06.05.2023 08:00:00;06.05.2023 08:14:59;0,126;;;
06.05.2023 08:15:00;06.05.2023 08:29:59;0,148;;;
06.05.2023 08:30:00;06.05.2023 08:44:59;0,084;;;
06.05.2023 08:45:00;06.05.2023 08:59:59;0,154;;;
06.05.2023 09:00:00;06.05.2023 09:14:59;0,144;;;
06.05.2023 09:15:00;06.05.2023 09:29:59;0,147;;;
06.05.2023 09:30:00;06.05.2023 09:44:59;0,109;;;
06.05.2023 09:45:00;06.05.2023 09:59:59;0,105;;;
06.05.2023 10:00:00;06.05.2023 10:14:59;0,065;;;
06.05.2023 10:15:00;06.05.2023 10:29:59;0,071;;;
06.05.2023 10:30:00;06.05.2023 10:44:59;0,069;;;
06.05.2023 10:45:00;06.05.2023 10:59:59;0,08;;;
06.05.2023 11:00:00;06.05.2023 11:14:59;0,072;;;
06.05.2023 11:15:00;06.05.2023 11:29:59;0,061;;;
06.05.2023 11:30:00;06.05.2023 11:44:59;0,058;;;
06.05.2023 11:45:00;06.05.2023 11:59:59;0,069;;;
06.05.2023 12:00:00;06.05.2023 12:14:59;0,063;;;
06.05.2023 12:15:00;06.05.2023 12:29:59;0,06;;;
06.05.2023 12:30:00;06.05.2023 12:44:59;0,068;;;
06.05.2023 12:45:00;06.05.2023 12:59:59;0,065;;;
06.05.2023 13:00:00;06.05.2023 13:14:59;0,493;;;
06.05.2023 13:15:00;06.05.2023 13:29:59;0,061;;;
06.05.2023 13:30:00;06.05.2023 13:44:59;0,074;;;
06.05.2023 13:45:00;06.05.2023 13:59:59;0,065;;;
06.05.2023 14:00:00;06.05.2023 14:14:59;0,056;;;
06.05.2023 14:15:00;06.05.2023 14:29:59;0,055;;;
06.05.2023 14:30:00;06.05.2023 14:44:59;0,071;;;
06.05.2023 14:45:00;06.05.2023 14:59:59;0,062;;;
06.05.2023 15:00:00;06.05.2023 15:14:59;0,081;;;
06.05.2023 15:15:00;06.05.2023 15:29:59;0,171;;;
06.05.2023 15:30:00;06.05.2023 15:44:59;0,121;;;
06.05.2023 15:45:00;06.05.2023 15:59:59;0,477;;;
06.05.2023 16:00:00;06.05.2023 16:14:59;0,218;;;
06.05.2023 16:15:00;06.05.2023 16:29:59;0,096;;;
06.05.2023 16:30:00;06.05.2023 16:44:59;0,025;;;
06.05.2023 16:45:00;06.05.2023 16:59:59;0,014;;;
06.05.2023 17:00:00;06.05.2023 17:14:59;0,01;;;
06.05.2023 17:15:00;06.05.2023 17:29:59;0,061;;;
06.05.2023 17:30:00;06.05.2023 17:44:59;0,174;;;
06.05.2023 17:45:00;06.05.2023 17:59:59;0,044;;;
06.05.2023 18:00:00;06.05.2023 18:14:59;0,325;;;
06.05.2023 18:15:00;06.05.2023 18:29:59;0,576;;;
06.05.2023 18:30:00;06.05.2023 18:44:59;0,327;;;
06.05.2023 18:45:00;06.05.2023 18:59:59;0,079;;;
06.05.2023 19:00:00;06.05.2023 19:14:59;0,029;;;
06.05.2023 19:15:00;06.05.2023 19:29:59;0,016;;;
06.05.2023 19:30:00;06.05.2023 19:44:59;0;;;
06.05.2023 19:45:00;06.05.2023 19:59:59;0;;;
06.05.2023 20:00:00;06.05.2023 20:14:59;0,103;;;
06.05.2023 20:15:00;06.05.2023 20:29:59;0,138;;;
06.05.2023 20:30:00;06.05.2023 20:44:59;0;;;
06.05.2023 20:45:00;06.05.2023 20:59:59;0;;;
06.05.2023 21:00:00;06.05.2023 21:14:59;0,004;;;
06.05.2023 21:15:00;06.05.2023 21:29:59;0,001;;;
06.05.2023 21:30:00;06.05.2023 21:44:59;0;;;
06.05.2023 21:45:00;06.05.2023 21:59:59;0,002;;;
06.05.2023 22:00:00;06.05.2023 22:14:59;0,002;;;
06.05.2023 22:15:00;06.05.2023 22:29:59;0,004;;;
06.05.2023 22:30:00;06.05.2023 22:44:59;0,01;;;
06.05.2023 22:45:00;06.05.2023 22:59:59;0,024;;;
06.05.2023 23:00:00;06.05.2023 23:14:59;0,024;;;
06.05.2023 23:15:00;06.05.2023 23:29:59;0;;;
06.05.2023 23:30:00;06.05.2023 23:44:59;0;;;
06.05.2023 23:45:00;06.05.2023 23:59:59;0;;;
07.05.2023 00:00:00;07.05.2023 00:14:59;0;;;
07.05.2023 00:15:00;07.05.2023 00:29:59;0;;;
07.05.2023 00:30:00;07.05.2023 00:44:59;0;;;
07.05.2023 00:45:00;07.05.2023 00:59:59;0;;;
07.05.2023 01:00:00;07.05.2023 01:14:59;0;;;
07.05.2023 01:15:00;07.05.2023 01:29:59;0;;;
07.05.2023 01:30:00;07.05.2023 01:44:59;0;;;
07.05.2023 01:45:00;07.05.2023 01:59:59;0;;;
07.05.2023 02:00:00;07.05.2023 02:14:59;0;;;
07.05.2023 02:15:00;07.05.2023 02:29:59;0;;;
07.05.2023 02:30:00;07.05.2023 02:44:59;0;;;
07.05.2023 02:45:00;07.05.2023 02:59:59;0;;;
07.05.2023 03:00:00;07.05.2023 03:14:59;0;;;
07.05.2023 03:15:00;07.05.2023 03:29:59;0;;;
07.05.2023 03:30:00;07.05.2023 03:44:59;0;;;
07.05.2023 03:45:00;07.05.2023 03:59:59;0;;;
07.05.2023 04:00:00;07.05.2023 04:14:59;0;;;
07.05.2023 04:15:00;07.05.2023 04:29:59;0;;;
07.05.2023 04:30:00;07.05.2023 04:44:59;0;;;
07.05.2023 04:45:00;07.05.2023 04:59:59;0;;;
07.05.2023 05:00:00;07.05.2023 05:14:59;0;;;
07.05.2023 05:15:00;07.05.2023 05:29:59;0;;;
