"Datum";"Restverbrauch (kWh)";"Status"
"26.05.2024 12:45:00";0,043;"Wert ist gültig(L1)"
"26.05.2024 13:00:00";0,037;"Wert ist gültig(L1)"
"26.05.2024 13:15:00";0,04;"Wert ist gültig(L1)"
"26.05.2024 13:30:00";0,06;"Wert ist gültig(L1)"
"26.05.2024 13:45:00";0,059;"Wert ist gültig(L1)"
"26.05.2024 14:00:00";0,05;"Wert ist gültig(L1)"
"26.05.2024 14:15:00";0,037;"Wert ist gültig(L1)"
"26.05.2024 14:30:00";0,042;"Wert ist gültig(L1)"
"26.05.2024 14:45:00";0,042;"Wert ist gültig(L1)"
"26.05.2024 15:00:00";0,037;"Wert ist gültig(L1)"
"26.05.2024 15:15:00";0,048;"Wert ist gültig(L1)"
"26.05.2024 15:30:00";0,499;"Wert ist gültig(L1)"
"26.05.2024 15:45:00";0,13;"Wert ist gültig(L1)"
"26.05.2024 16:00:00";0,062;"Wert ist gültig(L1)"
"26.05.2024 16:15:00";0,041;"Wert ist gültig(L1)"
"26.05.2024 16:30:00";0,042;"Wert ist gültig(L1)"
"26.05.2024 16:45:00";0,049;"Wert ist gültig(L1)"
"26.05.2024 17:00:00";0,423;"Wert ist gültig(L1)"
"26.05.2024 17:15:00";0,589;"Wert ist gültig(L1)"
"26.05.2024 17:30:00";0,358;"Wert ist gültig(L1)"
"26.05.2024 17:45:00";0,175;"Wert ist gültig(L1)"
"26.05.2024 18:00:00";0,168;"Wert ist gültig(L1)"
"26.05.2024 18:15:00";0,17;"Wert ist gültig(L1)"
"26.05.2024 18:30:00";0,144;"Wert ist gültig(L1)"
"26.05.2024 18:45:00";0,142;"Wert ist gültig(L1)"
"26.05.2024 19:00:00";0,137;"Wert ist gültig(L1)"
"26.05.2024 19:15:00";0,136;"Wert ist gültig(L1)"
"26.05.2024 19:30:00";0,198;"Wert ist gültig(L1)"
"26.05.2024 19:45:00";0,279;"Wert ist gültig(L1)"
"26.05.2024 20:00:00";0,32;"Wert ist gültig(L1)"
"26.05.2024 20:15:00";0,352;"Wert ist gültig(L1)"
"26.05.2024 20:30:00";0,275;"Wert ist gültig(L1)"
"26.05.2024 20:45:00";0,275;"Wert ist gültig(L1)"
"26.05.2024 21:00:00";0,205;"Wert ist gültig(L1)"
"26.05.2024 21:15:00";0,052;"Wert ist gültig(L1)"
"26.05.2024 21:30:00";0,049;"Wert ist gültig(L1)"
"26.05.2024 21:45:00";0,039;"Wert ist gültig(L1)"
"26.05.2024 22:00:00";0,036;"Wert ist gültig(L1)"
"26.05.2024 22:15:00";0,04;"Wert ist gültig(L1)"
"26.05.2024 22:30:00";0,043;"Wert ist gültig(L1)"
"26.05.2024 22:45:00";0,039;"Wert ist gültig(L1)"
"26.05.2024 23:00:00";0,036;"Wert ist gültig(L1)"
"26.05.2024 23:15:00";0,039;"Wert ist gültig(L1)"
"26.05.2024 23:30:00";0,043;"Wert ist gültig(L1)"
"26.05.2024 23:45:00";0,039;"Wert ist gültig(L1)"
"27.05.2024 00:00:00";0,039;"Wert ist gültig(L1)"
"27.05.2024 00:15:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 00:30:00";0,046;"Wert ist gültig(L1)"
"27.05.2024 00:45:00";0,041;"Wert ist gültig(L1)"
"27.05.2024 01:00:00";0,04;"Wert ist gültig(L1)"
"27.05.2024 01:15:00";0,044;"Wert ist gültig(L1)"
"27.05.2024 01:30:00";0,046;"Wert ist gültig(L1)"
"27.05.2024 01:45:00";0,04;"Wert ist gültig(L1)"
"27.05.2024 02:00:00";0,039;"Wert ist gültig(L1)"
"27.05.2024 02:15:00";0,043;"Wert ist gültig(L1)"
"27.05.2024 02:30:00";0,046;"Wert ist gültig(L1)"
"27.05.2024 02:45:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 03:00:00";0,04;"Wert ist gültig(L1)"
"27.05.2024 03:15:00";0,043;"Wert ist gültig(L1)"
"27.05.2024 03:30:00";0,047;"Wert ist gültig(L1)"
"27.05.2024 03:45:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 04:00:00";0,038;"Wert ist gültig(L1)"
"27.05.2024 04:15:00";0,041;"Wert ist gültig(L1)"
"27.05.2024 04:30:00";0,044;"Wert ist gültig(L1)"
"27.05.2024 04:45:00";0,039;"Wert ist gültig(L1)"
"27.05.2024 05:00:00";0,035;"Wert ist gültig(L1)"
"27.05.2024 05:15:00";0,038;"Wert ist gültig(L1)"
"27.05.2024 05:30:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 05:45:00";0,038;"Wert ist gültig(L1)"
"27.05.2024 06:00:00";0,034;"Wert ist gültig(L1)"
"27.05.2024 06:15:00";0,036;"Wert ist gültig(L1)"
"27.05.2024 06:30:00";0,047;"Wert ist gültig(L1)"
"27.05.2024 06:45:00";0,053;"Wert ist gültig(L1)"
"27.05.2024 07:00:00";0,143;"Wert ist gültig(L1)"
"27.05.2024 07:15:00";0,186;"Wert ist gültig(L1)"
"27.05.2024 07:30:00";0,229;"Wert ist gültig(L1)"
"27.05.2024 07:45:00";0,211;"Wert ist gültig(L1)"
"27.05.2024 08:00:00";0,188;"Wert ist gültig(L1)"
"27.05.2024 08:15:00";0,181;"Wert ist gültig(L1)"
"27.05.2024 08:30:00";0,18;"Wert ist gültig(L1)"
"27.05.2024 08:45:00";0,185;"Wert ist gültig(L1)"
"27.05.2024 09:00:00";0,171;"Wert ist gültig(L1)"
"27.05.2024 09:15:00";0,164;"Wert ist gültig(L1)"
"27.05.2024 09:30:00";0,085;"Wert ist gültig(L1)"
"27.05.2024 09:45:00";0,075;"Wert ist gültig(L1)"
"27.05.2024 10:00:00";0,069;"Wert ist gültig(L1)"
"27.05.2024 10:15:00";0,077;"Wert ist gültig(L1)"
"27.05.2024 10:30:00";0,073;"Wert ist gültig(L1)"
"27.05.2024 10:45:00";0,077;"Wert ist gültig(L1)"
"27.05.2024 11:00:00";0,076;"Wert ist gültig(L1)"
"27.05.2024 11:15:00";0,063;"Wert ist gültig(L1)"
"27.05.2024 11:30:00";0,079;"Wert ist gültig(L1)"
"27.05.2024 11:45:00";0,084;"Wert ist gültig(L1)"
"27.05.2024 12:00:00";0,167;"Wert ist gültig(L1)"
"27.05.2024 12:15:00";0,175;"Wert ist gültig(L1)"
"27.05.2024 12:30:00";0,173;"Wert ist gültig(L1)"
"27.05.2024 12:45:00";0,175;"Wert ist gültig(L1)"
"27.05.2024 13:00:00";0,174;"Wert ist gültig(L1)"
"27.05.2024 13:15:00";0,162;"Wert ist gültig(L1)"
"27.05.2024 13:30:00";0,182;"Wert ist gültig(L1)"
"27.05.2024 13:45:00";0,165;"Wert ist gültig(L1)"
"27.05.2024 14:00:00";0,073;"Wert ist gültig(L1)"
"27.05.2024 14:15:00";0,075;"Wert ist gültig(L1)"
"27.05.2024 14:30:00";0,068;"Wert ist gültig(L1)"
"27.05.2024 14:45:00";0,08;"Wert ist gültig(L1)"
"27.05.2024 15:00:00";0,065;"Wert ist gültig(L1)"
"27.05.2024 15:15:00";0,068;"Wert ist gültig(L1)"
"27.05.2024 15:30:00";0,079;"Wert ist gültig(L1)"
"27.05.2024 15:45:00";0,064;"Wert ist gültig(L1)"
"27.05.2024 16:00:00";0,075;"Wert ist gültig(L1)"
"27.05.2024 16:15:00";0,068;"Wert ist gültig(L1)"
"27.05.2024 16:30:00";0,073;"Wert ist gültig(L1)"
"27.05.2024 16:45:00";0,079;"Wert ist gültig(L1)"
"27.05.2024 17:00:00";0,068;"Wert ist gültig(L1)"
"27.05.2024 17:15:00";0,066;"Wert ist gültig(L1)"
"27.05.2024 17:30:00";0,079;"Wert ist gültig(L1)"
"27.05.2024 17:45:00";0,077;"Wert ist gültig(L1)"
"27.05.2024 18:00:00";0,185;"Wert ist gültig(L1)"
"27.05.2024 18:15:00";0,165;"Wert ist gültig(L1)"
"27.05.2024 18:30:00";0,161;"Wert ist gültig(L1)"
"27.05.2024 18:45:00";0,143;"Wert ist gültig(L1)"
"27.05.2024 19:00:00";0,137;"Wert ist gültig(L1)"
"27.05.2024 19:15:00";0,138;"Wert ist gültig(L1)"
"27.05.2024 19:30:00";0,143;"Wert ist gültig(L1)"
"27.05.2024 19:45:00";0,14;"Wert ist gültig(L1)"
"27.05.2024 20:00:00";0,187;"Wert ist gültig(L1)"
"27.05.2024 20:15:00";0,18;"Wert ist gültig(L1)"
"27.05.2024 20:30:00";0,09;"Wert ist gültig(L1)"
"27.05.2024 20:45:00";0,068;"Wert ist gültig(L1)"
"27.05.2024 21:00:00";0,075;"Wert ist gültig(L1)"
"27.05.2024 21:15:00";0,076;"Wert ist gültig(L1)"
"27.05.2024 21:30:00";0,069;"Wert ist gültig(L1)"
"27.05.2024 21:45:00";0,079;"Wert ist gültig(L1)"
"27.05.2024 22:00:00";0,069;"Wert ist gültig(L1)"
"27.05.2024 22:15:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 22:30:00";0,043;"Wert ist gültig(L1)"
"27.05.2024 22:45:00";0,037;"Wert ist gültig(L1)"
"27.05.2024 23:00:00";0,036;"Wert ist gültig(L1)"
"27.05.2024 23:15:00";0,042;"Wert ist gültig(L1)"
"27.05.2024 23:30:00";0,043;"Wert ist gültig(L1)"
"27.05.2024 23:45:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 00:00:00";0,039;"Wert ist gültig(L1)"
"28.05.2024 00:15:00";0,044;"Wert ist gültig(L1)"
"28.05.2024 00:30:00";0,044;"Wert ist gültig(L1)"
"28.05.2024 00:45:00";0,04;"Wert ist gültig(L1)"
"28.05.2024 01:00:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 01:15:00";0,047;"Wert ist gültig(L1)"
"28.05.2024 01:30:00";0,045;"Wert ist gültig(L1)"
"28.05.2024 01:45:00";0,038;"Wert ist gültig(L1)"
"28.05.2024 02:00:00";0,04;"Wert ist gültig(L1)"
"28.05.2024 02:15:00";0,045;"Wert ist gültig(L1)"
"28.05.2024 02:30:00";0,043;"Wert ist gültig(L1)"
"28.05.2024 02:45:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 03:00:00";0,042;"Wert ist gültig(L1)"
"28.05.2024 03:15:00";0,047;"Wert ist gültig(L1)"
"28.05.2024 03:30:00";0,043;"Wert ist gültig(L1)"
"28.05.2024 03:45:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 04:00:00";0,044;"Wert ist gültig(L1)"
"28.05.2024 04:15:00";0,046;"Wert ist gültig(L1)"
"28.05.2024 04:30:00";0,042;"Wert ist gültig(L1)"
"28.05.2024 04:45:00";0,04;"Wert ist gültig(L1)"
"28.05.2024 05:00:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 05:15:00";0,043;"Wert ist gültig(L1)"
"28.05.2024 05:30:00";0,038;"Wert ist gültig(L1)"
"28.05.2024 05:45:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 06:00:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 06:15:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 06:30:00";0,036;"Wert ist gültig(L1)"
"28.05.2024 06:45:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 07:00:00";0,216;"Wert ist gültig(L1)"
"28.05.2024 07:15:00";0,219;"Wert ist gültig(L1)"
"28.05.2024 07:30:00";0,208;"Wert ist gültig(L1)"
"28.05.2024 07:45:00";0,184;"Wert ist gültig(L1)"
"28.05.2024 08:00:00";0,14;"Wert ist gültig(L1)"
"28.05.2024 08:15:00";0,136;"Wert ist gültig(L1)"
"28.05.2024 08:30:00";0,132;"Wert ist gültig(L1)"
"28.05.2024 08:45:00";0,131;"Wert ist gültig(L1)"
"28.05.2024 09:00:00";0,137;"Wert ist gültig(L1)"
"28.05.2024 09:15:00";0,129;"Wert ist gültig(L1)"
"28.05.2024 09:30:00";0,031;"Wert ist gültig(L1)"
"28.05.2024 09:45:00";0,032;"Wert ist gültig(L1)"
"28.05.2024 10:00:00";0,038;"Wert ist gültig(L1)"
"28.05.2024 10:15:00";0,035;"Wert ist gültig(L1)"
"28.05.2024 10:30:00";0,032;"Wert ist gültig(L1)"
"28.05.2024 10:45:00";0,033;"Wert ist gültig(L1)"
"28.05.2024 11:00:00";0,038;"Wert ist gültig(L1)"
"28.05.2024 11:15:00";0,035;"Wert ist gültig(L1)"
"28.05.2024 11:30:00";0,031;"Wert ist gültig(L1)"
"28.05.2024 11:45:00";0,041;"Wert ist gültig(L1)"
"28.05.2024 12:00:00";0,139;"Wert ist gültig(L1)"
"28.05.2024 12:15:00";0,134;"Wert ist gültig(L1)"
"28.05.2024 12:30:00";0,132;"Wert ist gültig(L1)"
"28.05.2024 12:45:00";0,134;"Wert ist gültig(L1)"
"28.05.2024 13:00:00";0,138;"Wert ist gültig(L1)"
"28.05.2024 13:15:00";0,135;"Wert ist gültig(L1)"
"28.05.2024 13:30:00";0,134;"Wert ist gültig(L1)"
"28.05.2024 13:45:00";0,129;"Wert ist gültig(L1)"
"28.05.2024 14:00:00";0,039;"Wert ist gültig(L1)"
"28.05.2024 14:15:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 14:30:00";0,032;"Wert ist gültig(L1)"
"28.05.2024 14:45:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 15:00:00";0,039;"Wert ist gültig(L1)"
"28.05.2024 15:15:00";0,035;"Wert ist gültig(L1)"
"28.05.2024 15:30:00";0,032;"Wert ist gültig(L1)"
"28.05.2024 15:45:00";0,058;"Wert ist gültig(L1)"
"28.05.2024 16:00:00";0,086;"Wert ist gültig(L1)"
"28.05.2024 16:15:00";0,034;"Wert ist gültig(L1)"
"28.05.2024 16:30:00";0,047;"Wert ist gültig(L1)"
"28.05.2024 16:45:00";0,048;"Wert ist gültig(L1)"
"28.05.2024 17:00:00";0,047;"Wert ist gültig(L1)"
"28.05.2024 17:15:00";0,043;"Wert ist gültig(L1)"
"28.05.2024 17:30:00";0,035;"Wert ist gültig(L1)"
"28.05.2024 17:45:00";0,045;"Wert ist gültig(L1)"
"28.05.2024 18:00:00";0,144;"Wert ist gültig(L1)"
"28.05.2024 18:15:00";0,14;"Wert ist gültig(L1)"
"28.05.2024 18:30:00";0,134;"Wert ist gültig(L1)"
"28.05.2024 18:45:00";0,137;"Wert ist gültig(L1)"
"28.05.2024 19:00:00";0,138;"Wert ist gültig(L1)"
"28.05.2024 19:15:00";0,135;"Wert ist gültig(L1)"
"28.05.2024 19:30:00";0,132;"Wert ist gültig(L1)"
"28.05.2024 19:45:00";0,133;"Wert ist gültig(L1)"
"28.05.2024 20:00:00";0,139;"Wert ist gültig(L1)"
"28.05.2024 20:15:00";0,133;"Wert ist gültig(L1)"
"28.05.2024 20:30:00";0,034;"Wert ist gültig(L1)"
"28.05.2024 20:45:00";0,036;"Wert ist gültig(L1)"
"28.05.2024 21:00:00";0,069;"Wert ist gültig(L1)"
"28.05.2024 21:15:00";0,111;"Wert ist gültig(L1)"
"28.05.2024 21:30:00";0,104;"Wert ist gültig(L1)"
"28.05.2024 21:45:00";0,111;"Wert ist gültig(L1)"
"28.05.2024 22:00:00";0,094;"Wert ist gültig(L1)"
"28.05.2024 22:15:00";0,053;"Wert ist gültig(L1)"
"28.05.2024 22:30:00";0,036;"Wert ist gültig(L1)"
"28.05.2024 22:45:00";0,04;"Wert ist gültig(L1)"
"28.05.2024 23:00:00";0,043;"Wert ist gültig(L1)"
"28.05.2024 23:15:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 23:30:00";0,037;"Wert ist gültig(L1)"
"28.05.2024 23:45:00";0,042;"Wert ist gültig(L1)"
"29.05.2024 00:00:00";0,044;"Wert ist gültig(L1)"
"29.05.2024 00:15:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 00:30:00";0,038;"Wert ist gültig(L1)"
"29.05.2024 00:45:00";0,045;"Wert ist gültig(L1)"
"29.05.2024 01:00:00";0,046;"Wert ist gültig(L1)"
"29.05.2024 01:15:00";0,041;"Wert ist gültig(L1)"
"29.05.2024 01:30:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 01:45:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 02:00:00";0,046;"Wert ist gültig(L1)"
"29.05.2024 02:15:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 02:30:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 02:45:00";0,045;"Wert ist gültig(L1)"
"29.05.2024 03:00:00";0,048;"Wert ist gültig(L1)"
"29.05.2024 03:15:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 03:30:00";0,038;"Wert ist gültig(L1)"
"29.05.2024 03:45:00";0,044;"Wert ist gültig(L1)"
"29.05.2024 04:00:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 04:15:00";0,036;"Wert ist gültig(L1)"
"29.05.2024 04:30:00";0,036;"Wert ist gültig(L1)"
"29.05.2024 04:45:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 05:00:00";0,041;"Wert ist gültig(L1)"
"29.05.2024 05:15:00";0,035;"Wert ist gültig(L1)"
"29.05.2024 05:30:00";0,034;"Wert ist gültig(L1)"
"29.05.2024 05:45:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 06:00:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 06:15:00";0,033;"Wert ist gültig(L1)"
"29.05.2024 06:30:00";0,033;"Wert ist gültig(L1)"
"29.05.2024 06:45:00";0,044;"Wert ist gültig(L1)"
"29.05.2024 07:00:00";0,159;"Wert ist gültig(L1)"
"29.05.2024 07:15:00";0,209;"Wert ist gültig(L1)"
"29.05.2024 07:30:00";0,22;"Wert ist gültig(L1)"
"29.05.2024 07:45:00";0,456;"Wert ist gültig(L1)"
"29.05.2024 08:00:00";0,494;"Wert ist gültig(L1)"
"29.05.2024 08:15:00";0,342;"Wert ist gültig(L1)"
"29.05.2024 08:30:00";0,603;"Wert ist gültig(L1)"
"29.05.2024 08:45:00";0,591;"Wert ist gültig(L1)"
"29.05.2024 09:00:00";0,475;"Wert ist gültig(L1)"
"29.05.2024 09:15:00";0,347;"Wert ist gültig(L1)"
"29.05.2024 09:30:00";0,063;"Wert ist gültig(L1)"
"29.05.2024 09:45:00";0,072;"Wert ist gültig(L1)"
"29.05.2024 10:00:00";0,076;"Wert ist gültig(L1)"
"29.05.2024 10:15:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 10:30:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 10:45:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 11:00:00";0,041;"Wert ist gültig(L1)"
"29.05.2024 11:15:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 11:30:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 11:45:00";0,05;"Wert ist gültig(L1)"
"29.05.2024 12:00:00";0,141;"Wert ist gültig(L1)"
"29.05.2024 12:15:00";0,137;"Wert ist gültig(L1)"
"29.05.2024 12:30:00";0,141;"Wert ist gültig(L1)"
"29.05.2024 12:45:00";0,144;"Wert ist gültig(L1)"
"29.05.2024 13:00:00";0,138;"Wert ist gültig(L1)"
"29.05.2024 13:15:00";0,136;"Wert ist gültig(L1)"
"29.05.2024 13:30:00";0,141;"Wert ist gültig(L1)"
"29.05.2024 13:45:00";0,138;"Wert ist gültig(L1)"
"29.05.2024 14:00:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 14:15:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 14:30:00";0,041;"Wert ist gültig(L1)"
"29.05.2024 14:45:00";0,044;"Wert ist gültig(L1)"
"29.05.2024 15:00:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 15:15:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 15:30:00";0,114;"Wert ist gültig(L1)"
"29.05.2024 15:45:00";0,216;"Wert ist gültig(L1)"
"29.05.2024 16:00:00";0,249;"Wert ist gültig(L1)"
"29.05.2024 16:15:00";0,269;"Wert ist gültig(L1)"
"29.05.2024 16:30:00";0,247;"Wert ist gültig(L1)"
"29.05.2024 16:45:00";0,058;"Wert ist gültig(L1)"
"29.05.2024 17:00:00";0,044;"Wert ist gültig(L1)"
"29.05.2024 17:15:00";0,042;"Wert ist gültig(L1)"
"29.05.2024 17:30:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 17:45:00";0,051;"Wert ist gültig(L1)"
"29.05.2024 18:00:00";0,141;"Wert ist gültig(L1)"
"29.05.2024 18:15:00";0,138;"Wert ist gültig(L1)"
"29.05.2024 18:30:00";0,142;"Wert ist gültig(L1)"
"29.05.2024 18:45:00";0,143;"Wert ist gültig(L1)"
"29.05.2024 19:00:00";0,136;"Wert ist gültig(L1)"
"29.05.2024 19:15:00";0,135;"Wert ist gültig(L1)"
"29.05.2024 19:30:00";0,14;"Wert ist gültig(L1)"
"29.05.2024 19:45:00";0,14;"Wert ist gültig(L1)"
"29.05.2024 20:00:00";0,132;"Wert ist gültig(L1)"
"29.05.2024 20:15:00";0,126;"Wert ist gültig(L1)"
"29.05.2024 20:30:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 20:45:00";0,041;"Wert ist gültig(L1)"
"29.05.2024 21:00:00";0,035;"Wert ist gültig(L1)"
"29.05.2024 21:15:00";0,032;"Wert ist gültig(L1)"
"29.05.2024 21:30:00";0,039;"Wert ist gültig(L1)"
"29.05.2024 21:45:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 22:00:00";0,037;"Wert ist gültig(L1)"
"29.05.2024 22:15:00";0,038;"Wert ist gültig(L1)"
"29.05.2024 22:30:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 22:45:00";0,04;"Wert ist gültig(L1)"
"29.05.2024 23:00:00";0,036;"Wert ist gültig(L1)"
"29.05.2024 23:15:00";0,038;"Wert ist gültig(L1)"
"29.05.2024 23:30:00";0,043;"Wert ist gültig(L1)"
"29.05.2024 23:45:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 00:00:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 00:15:00";0,04;"Wert ist gültig(L1)"
"30.05.2024 00:30:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 00:45:00";0,043;"Wert ist gültig(L1)"
"30.05.2024 01:00:00";0,04;"Wert ist gültig(L1)"
"30.05.2024 01:15:00";0,043;"Wert ist gültig(L1)"
"30.05.2024 01:30:00";0,047;"Wert ist gültig(L1)"
"30.05.2024 01:45:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 02:00:00";0,038;"Wert ist gültig(L1)"
"30.05.2024 02:15:00";0,042;"Wert ist gültig(L1)"
"30.05.2024 02:30:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 02:45:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 03:00:00";0,04;"Wert ist gültig(L1)"
"30.05.2024 03:15:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 03:30:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 03:45:00";0,04;"Wert ist gültig(L1)"
"30.05.2024 04:00:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 04:15:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 04:30:00";0,044;"Wert ist gültig(L1)"
"30.05.2024 04:45:00";0,038;"Wert ist gültig(L1)"
"30.05.2024 05:00:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 05:15:00";0,043;"Wert ist gültig(L1)"
"30.05.2024 05:30:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 05:45:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 06:00:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 06:15:00";0,042;"Wert ist gültig(L1)"
"30.05.2024 06:30:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 06:45:00";0,042;"Wert ist gültig(L1)"
"30.05.2024 07:00:00";0,14;"Wert ist gültig(L1)"
"30.05.2024 07:15:00";0,142;"Wert ist gültig(L1)"
"30.05.2024 07:30:00";0,136;"Wert ist gültig(L1)"
"30.05.2024 07:45:00";0,144;"Wert ist gültig(L1)"
"30.05.2024 08:00:00";0,139;"Wert ist gültig(L1)"
"30.05.2024 08:15:00";0,138;"Wert ist gültig(L1)"
"30.05.2024 08:30:00";0,133;"Wert ist gültig(L1)"
"30.05.2024 08:45:00";0,132;"Wert ist gültig(L1)"
"30.05.2024 09:00:00";0,136;"Wert ist gültig(L1)"
"30.05.2024 09:15:00";0,131;"Wert ist gültig(L1)"
"30.05.2024 09:30:00";0,032;"Wert ist gültig(L1)"
"30.05.2024 09:45:00";0,031;"Wert ist gültig(L1)"
"30.05.2024 10:00:00";0,054;"Wert ist gültig(L1)"
"30.05.2024 10:15:00";0,048;"Wert ist gültig(L1)"
"30.05.2024 10:30:00";0,048;"Wert ist gültig(L1)"
"30.05.2024 10:45:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 11:00:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 11:15:00";0,12;"Wert ist gültig(L1)"
"30.05.2024 11:30:00";0,114;"Wert ist gültig(L1)"
"30.05.2024 11:45:00";0,119;"Wert ist gültig(L1)"
"30.05.2024 12:00:00";0,188;"Wert ist gültig(L1)"
"30.05.2024 12:15:00";0,195;"Wert ist gültig(L1)"
"30.05.2024 12:30:00";0,175;"Wert ist gültig(L1)"
"30.05.2024 12:45:00";0,18;"Wert ist gültig(L1)"
"30.05.2024 13:00:00";0,187;"Wert ist gültig(L1)"
"30.05.2024 13:15:00";0,173;"Wert ist gültig(L1)"
"30.05.2024 13:30:00";0,178;"Wert ist gültig(L1)"
"30.05.2024 13:45:00";0,171;"Wert ist gültig(L1)"
"30.05.2024 14:00:00";0,048;"Wert ist gültig(L1)"
"30.05.2024 14:15:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 14:30:00";0,038;"Wert ist gültig(L1)"
"30.05.2024 14:45:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 15:00:00";0,046;"Wert ist gültig(L1)"
"30.05.2024 15:15:00";0,041;"Wert ist gültig(L1)"
"30.05.2024 15:30:00";0,037;"Wert ist gültig(L1)"
"30.05.2024 15:45:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 16:00:00";0,043;"Wert ist gültig(L1)"
"30.05.2024 16:15:00";0,043;"Wert ist gültig(L1)"
"30.05.2024 16:30:00";0,036;"Wert ist gültig(L1)"
"30.05.2024 16:45:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 17:00:00";0,045;"Wert ist gültig(L1)"
"30.05.2024 17:15:00";0,049;"Wert ist gültig(L1)"
"30.05.2024 17:30:00";0,055;"Wert ist gültig(L1)"
"30.05.2024 17:45:00";0,108;"Wert ist gültig(L1)"
"30.05.2024 18:00:00";0,204;"Wert ist gültig(L1)"
"30.05.2024 18:15:00";0,172;"Wert ist gültig(L1)"
"30.05.2024 18:30:00";0,174;"Wert ist gültig(L1)"
"30.05.2024 18:45:00";0,171;"Wert ist gültig(L1)"
"30.05.2024 19:00:00";0,161;"Wert ist gültig(L1)"
"30.05.2024 19:15:00";0,138;"Wert ist gültig(L1)"
"30.05.2024 19:30:00";0,134;"Wert ist gültig(L1)"
"30.05.2024 19:45:00";0,131;"Wert ist gültig(L1)"
"30.05.2024 20:00:00";0,137;"Wert ist gültig(L1)"
"30.05.2024 20:15:00";0,13;"Wert ist gültig(L1)"
"30.05.2024 20:30:00";0,033;"Wert ist gültig(L1)"
"30.05.2024 20:45:00";0,032;"Wert ist gültig(L1)"
"30.05.2024 21:00:00";0,038;"Wert ist gültig(L1)"
"30.05.2024 21:15:00";0,039;"Wert ist gültig(L1)"
"30.05.2024 21:30:00";0,032;"Wert ist gültig(L1)"
"30.05.2024 21:45:00";0,035;"Wert ist gültig(L1)"
"30.05.2024 22:00:00";0,042;"Wert ist gültig(L1)"
"30.05.2024 22:15:00";0,041;"Wert ist gültig(L1)"
