Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
01.07.2023 09:30:00;01.07.2023 09:44:59;0,028;08.08.2023 00:00:00;08.08.2023 23:59:59;1,531
01.07.2023 09:45:00;01.07.2023 09:59:59;0,141;09.08.2023 00:00:00;09.08.2023 23:59:59;4,261
01.07.2023 10:00:00;01.07.2023 10:14:59;0,072;10.08.2023 00:00:00;10.08.2023 23:59:59;4,17
01.07.2023 10:15:00;01.07.2023 10:29:59;0,034;11.08.2023 00:00:00;11.08.2023 23:59:59;1,521
01.07.2023 10:30:00;01.07.2023 10:44:59;0,37;12.08.2023 00:00:00;12.08.2023 23:59:59;5,452
01.07.2023 10:45:00;01.07.2023 10:59:59;0,182;13.08.2023 00:00:00;13.08.2023 23:59:59;7,94
01.07.2023 11:00:00;01.07.2023 11:14:59;0,002;14.08.2023 00:00:00;14.08.2023 23:59:59;3,828
01.07.2023 11:15:00;01.07.2023 11:29:59;0,018;15.08.2023 00:00:00;15.08.2023 23:59:59;3,601
01.07.2023 11:30:00;01.07.2023 11:44:59;0,012;16.08.2023 00:00:00;16.08.2023 23:59:59;3,418
01.07.2023 11:45:00;01.07.2023 11:59:59;0;17.08.2023 00:00:00;17.08.2023 23:59:59;2,002
01.07.2023 12:00:00;01.07.2023 12:14:59;0;18.08.2023 00:00:00;18.08.2023 23:59:59;4,682
01.07.2023 12:15:00;01.07.2023 12:29:59;0,092;19.08.2023 00:00:00;19.08.2023 23:59:59;2,297
01.07.2023 12:30:00;01.07.2023 12:44:59;0,067;20.08.2023 00:00:00;20.08.2023 23:59:59;1,001
01.07.2023 12:45:00;01.07.2023 12:59:59;0;21.08.2023 00:00:00;21.08.2023 23:59:59;0,654
01.07.2023 13:00:00;01.07.2023 13:14:59;0,102;22.08.2023 00:00:00;22.08.2023 23:59:59;0,778
01.07.2023 13:15:00;01.07.2023 13:29:59;0,507;23.08.2023 00:00:00;23.08.2023 23:59:59;2,917
01.07.2023 13:30:00;01.07.2023 13:44:59;0,173;24.08.2023 00:00:00;24.08.2023 23:59:59;5,412
01.07.2023 13:45:00;01.07.2023 13:59:59;0,084;25.08.2023 00:00:00;25.08.2023 23:59:59;8,705
01.07.2023 14:00:00;01.07.2023 14:14:59;0,042;26.08.2023 00:00:00;26.08.2023 23:59:59;2,232
01.07.2023 14:15:00;01.07.2023 14:29:59;0,028;27.08.2023 00:00:00;27.08.2023 23:59:59;0,388
01.07.2023 14:30:00;01.07.2023 14:44:59;0,029;28.08.2023 00:00:00;28.08.2023 23:59:59;2,052
01.07.2023 14:45:00;01.07.2023 14:59:59;0,041;29.08.2023 00:00:00;29.08.2023 23:59:59;1,834
01.07.2023 15:00:00;01.07.2023 15:14:59;0,014;30.08.2023 00:00:00;30.08.2023 23:59:59;1,752
01.07.2023 15:15:00;01.07.2023 15:29:59;0,345;31.08.2023 00:00:00;31.08.2023 23:59:59;0,349
01.07.2023 15:30:00;01.07.2023 15:44:59;0,172;01.09.2023 00:00:00;01.09.2023 23:59:59;0,304
01.07.2023 15:45:00;01.07.2023 15:59:59;0,011;02.09.2023 00:00:00;02.09.2023 23:59:59;0,384
01.07.2023 16:00:00;01.07.2023 16:14:59;0;03.09.2023 00:00:00;03.09.2023 23:59:59;3,603
01.07.2023 16:15:00;01.07.2023 16:29:59;0;04.09.2023 00:00:00;04.09.2023 23:59:59;6,281
01.07.2023 16:30:00;01.07.2023 16:44:59;0;05.09.2023 00:00:00;05.09.2023 23:59:59;10,501
01.07.2023 16:45:00;01.07.2023 16:59:59;0;06.09.2023 00:00:00;06.09.2023 23:59:59;13,106
01.07.2023 17:00:00;01.07.2023 17:14:59;0,006;07.09.2023 00:00:00;07.09.2023 23:59:59;4,028
01.07.2023 17:15:00;01.07.2023 17:29:59;0,231;08.09.2023 00:00:00;08.09.2023 23:59:59;7,234
01.07.2023 17:30:00;01.07.2023 17:44:59;0,134;09.09.2023 00:00:00;09.09.2023 23:59:59;5,001
01.07.2023 17:45:00;01.07.2023 17:59:59;0,044;10.09.2023 00:00:00;10.09.2023 23:59:59;2,9
01.07.2023 18:00:00;01.07.2023 18:14:59;0,001;11.09.2023 00:00:00;11.09.2023 23:59:59;1,907
01.07.2023 18:15:00;01.07.2023 18:29:59;0,101;12.09.2023 00:00:00;12.09.2023 23:59:59;8,861
01.07.2023 18:30:00;01.07.2023 18:44:59;0,201;13.09.2023 00:00:00;13.09.2023 23:59:59;4,742
01.07.2023 18:45:00;01.07.2023 18:59:59;0,129;14.09.2023 00:00:00;14.09.2023 23:59:59;6,278
01.07.2023 19:00:00;01.07.2023 19:14:59;0,002;15.09.2023 00:00:00;15.09.2023 23:59:59;5,703
01.07.2023 19:15:00;01.07.2023 19:29:59;0,005;16.09.2023 00:00:00;16.09.2023 23:59:59;2,956
01.07.2023 19:30:00;01.07.2023 19:44:59;0;17.09.2023 00:00:00;17.09.2023 23:59:59;1,764
01.07.2023 19:45:00;01.07.2023 19:59:59;0;18.09.2023 00:00:00;18.09.2023 23:59:59;5,65
01.07.2023 20:00:00;01.07.2023 20:14:59;0,007;19.09.2023 00:00:00;19.09.2023 23:59:59;4,088
01.07.2023 20:15:00;01.07.2023 20:29:59;0;20.09.2023 00:00:00;20.09.2023 23:59:59;3,073
01.07.2023 20:30:00;01.07.2023 20:44:59;0;21.09.2023 00:00:00;21.09.2023 23:59:59;4,106
01.07.2023 20:45:00;01.07.2023 20:59:59;0;22.09.2023 00:00:00;22.09.2023 23:59:59;13,753
01.07.2023 21:00:00;01.07.2023 21:14:59;0,048;23.09.2023 00:00:00;23.09.2023 23:59:59;12,068
01.07.2023 21:15:00;01.07.2023 21:29:59;0,091;24.09.2023 00:00:00;24.09.2023 23:59:59;8,021
01.07.2023 21:30:00;01.07.2023 21:44:59;0,401;25.09.2023 00:00:00;25.09.2023 23:59:59;4,838
01.07.2023 21:45:00;01.07.2023 21:59:59;0,365;26.09.2023 00:00:00;26.09.2023 23:59:59;4,034
01.07.2023 22:00:00;01.07.2023 22:14:59;0,195;27.09.2023 00:00:00;27.09.2023 23:59:59;5,948
01.07.2023 22:15:00;01.07.2023 22:29:59;0,193;28.09.2023 00:00:00;28.09.2023 23:59:59;8,447
01.07.2023 22:30:00;01.07.2023 22:44:59;0,27;29.09.2023 00:00:00;29.09.2023 23:59:59;4,887
01.07.2023 22:45:00;01.07.2023 22:59:59;0,701;30.09.2023 00:00:00;30.09.2023 23:59:59;13,112
01.07.2023 23:00:00;01.07.2023 23:14:59;0,258;;;
01.07.2023 23:15:00;01.07.2023 23:29:59;0,272;;;
01.07.2023 23:30:00;01.07.2023 23:44:59;0,075;;;
01.07.2023 23:45:00;01.07.2023 23:59:59;0,062;;;
02.07.2023 00:00:00;02.07.2023 00:14:59;0,062;;;
02.07.2023 00:15:00;02.07.2023 00:29:59;0,072;;;
02.07.2023 00:30:00;02.07.2023 00:44:59;0,239;;;
02.07.2023 00:45:00;02.07.2023 00:59:59;0,051;;;
02.07.2023 01:00:00;02.07.2023 01:14:59;0,051;;;
02.07.2023 01:15:00;02.07.2023 01:29:59;0,064;;;
02.07.2023 01:30:00;02.07.2023 01:44:59;0,044;;;
02.07.2023 01:45:00;02.07.2023 01:59:59;0,043;;;
02.07.2023 02:00:00;02.07.2023 02:14:59;0,048;;;
02.07.2023 02:15:00;02.07.2023 02:29:59;0,058;;;
02.07.2023 02:30:00;02.07.2023 02:44:59;0,046;;;
02.07.2023 02:45:00;02.07.2023 02:59:59;0,043;;;
02.07.2023 03:00:00;02.07.2023 03:14:59;0,044;;;
02.07.2023 03:15:00;02.07.2023 03:29:59;0,056;;;
02.07.2023 03:30:00;02.07.2023 03:44:59;0,038;;;
02.07.2023 03:45:00;02.07.2023 03:59:59;0,063;;;
02.07.2023 04:00:00;02.07.2023 04:14:59;0,044;;;
02.07.2023 04:15:00;02.07.2023 04:29:59;0,058;;;
02.07.2023 04:30:00;02.07.2023 04:44:59;0,046;;;
02.07.2023 04:45:00;02.07.2023 04:59:59;0,044;;;
02.07.2023 05:00:00;02.07.2023 05:14:59;0,04;;;
02.07.2023 05:15:00;02.07.2023 05:29:59;0,05;;;
02.07.2023 05:30:00;02.07.2023 05:44:59;0,045;;;
02.07.2023 05:45:00;02.07.2023 05:59:59;0,042;;;
02.07.2023 06:00:00;02.07.2023 06:14:59;0,045;;;
02.07.2023 06:15:00;02.07.2023 06:29:59;0,058;;;
02.07.2023 06:30:00;02.07.2023 06:44:59;0,039;;;
02.07.2023 06:45:00;02.07.2023 06:59:59;0,03;;;
02.07.2023 07:00:00;02.07.2023 07:14:59;0,029;;;
02.07.2023 07:15:00;02.07.2023 07:29:59;0,046;;;
02.07.2023 07:30:00;02.07.2023 07:44:59;0,026;;;
02.07.2023 07:45:00;02.07.2023 07:59:59;0,021;;;
02.07.2023 08:00:00;02.07.2023 08:14:59;0,038;;;
02.07.2023 08:15:00;02.07.2023 08:29:59;0,018;;;
02.07.2023 08:30:00;02.07.2023 08:44:59;0,022;;;
02.07.2023 08:45:00;02.07.2023 08:59:59;0,01;;;
02.07.2023 09:00:00;02.07.2023 09:14:59;0,006;;;
02.07.2023 09:15:00;02.07.2023 09:29:59;0,165;;;
02.07.2023 09:30:00;02.07.2023 09:44:59;0,022;;;
02.07.2023 09:45:00;02.07.2023 09:59:59;0,008;;;
02.07.2023 10:00:00;02.07.2023 10:14:59;0,017;;;
02.07.2023 10:15:00;02.07.2023 10:29:59;0,002;;;
02.07.2023 10:30:00;02.07.2023 10:44:59;0,002;;;
02.07.2023 10:45:00;02.07.2023 10:59:59;0,017;;;
02.07.2023 11:00:00;02.07.2023 11:14:59;0,002;;;
02.07.2023 11:15:00;02.07.2023 11:29:59;0,002;;;
02.07.2023 11:30:00;02.07.2023 11:44:59;0,004;;;
02.07.2023 11:45:00;02.07.2023 11:59:59;0;;;
02.07.2023 12:00:00;02.07.2023 12:14:59;0,001;;;
02.07.2023 12:15:00;02.07.2023 12:29:59;0,052;;;
02.07.2023 12:30:00;02.07.2023 12:44:59;0,377;;;
02.07.2023 12:45:00;02.07.2023 12:59:59;0,094;;;
02.07.2023 13:00:00;02.07.2023 13:14:59;0,066;;;
02.07.2023 13:15:00;02.07.2023 13:29:59;0,489;;;
02.07.2023 13:30:00;02.07.2023 13:44:59;0,062;;;
02.07.2023 13:45:00;02.07.2023 13:59:59;0;;;
02.07.2023 14:00:00;02.07.2023 14:14:59;0;;;
02.07.2023 14:15:00;02.07.2023 14:29:59;0;;;
02.07.2023 14:30:00;02.07.2023 14:44:59;0;;;
02.07.2023 14:45:00;02.07.2023 14:59:59;0;;;
02.07.2023 15:00:00;02.07.2023 15:14:59;0;;;
02.07.2023 15:15:00;02.07.2023 15:29:59;0,001;;;
02.07.2023 15:30:00;02.07.2023 15:44:59;0;;;
02.07.2023 15:45:00;02.07.2023 15:59:59;0,003;;;
02.07.2023 16:00:00;02.07.2023 16:14:59;0;;;
02.07.2023 16:15:00;02.07.2023 16:29:59;0;;;
02.07.2023 16:30:00;02.07.2023 16:44:59;0;;;
02.07.2023 16:45:00;02.07.2023 16:59:59;0,001;;;
02.07.2023 17:00:00;02.07.2023 17:14:59;0,001;;;
02.07.2023 17:15:00;02.07.2023 17:29:59;0;;;
02.07.2023 17:30:00;02.07.2023 17:44:59;0;;;
02.07.2023 17:45:00;02.07.2023 17:59:59;0;;;
02.07.2023 18:00:00;02.07.2023 18:14:59;0;;;
02.07.2023 18:15:00;02.07.2023 18:29:59;0;;;
02.07.2023 18:30:00;02.07.2023 18:44:59;0;;;
02.07.2023 18:45:00;02.07.2023 18:59:59;0,136;;;
02.07.2023 19:00:00;02.07.2023 19:14:59;0,233;;;
02.07.2023 19:15:00;02.07.2023 19:29:59;0,022;;;
02.07.2023 19:30:00;02.07.2023 19:44:59;0,003;;;
02.07.2023 19:45:00;02.07.2023 19:59:59;0;;;
02.07.2023 20:00:00;02.07.2023 20:14:59;0;;;
02.07.2023 20:15:00;02.07.2023 20:29:59;0,001;;;
02.07.2023 20:30:00;02.07.2023 20:44:59;0;;;
02.07.2023 20:45:00;02.07.2023 20:59:59;0;;;
02.07.2023 21:00:00;02.07.2023 21:14:59;0;;;
02.07.2023 21:15:00;02.07.2023 21:29:59;0;;;
02.07.2023 21:30:00;02.07.2023 21:44:59;0,001;;;
02.07.2023 21:45:00;02.07.2023 21:59:59;0;;;
02.07.2023 22:00:00;02.07.2023 22:14:59;0;;;
02.07.2023 22:15:00;02.07.2023 22:29:59;0,002;;;
02.07.2023 22:30:00;02.07.2023 22:44:59;0;;;
02.07.2023 22:45:00;02.07.2023 22:59:59;0,003;;;
02.07.2023 23:00:00;02.07.2023 23:14:59;0,003;;;
02.07.2023 23:15:00;02.07.2023 23:29:59;0;;;
02.07.2023 23:30:00;02.07.2023 23:44:59;0,001;;;
02.07.2023 23:45:00;02.07.2023 23:59:59;0;;;
03.07.2023 00:00:00;03.07.2023 00:14:59;0,003;;;
03.07.2023 00:15:00;03.07.2023 00:29:59;0,001;;;
03.07.2023 00:30:00;03.07.2023 00:44:59;0,001;;;
03.07.2023 00:45:00;03.07.2023 00:59:59;0,001;;;
03.07.2023 01:00:00;03.07.2023 01:14:59;0,002;;;
03.07.2023 01:15:00;03.07.2023 01:29:59;0,001;;;
03.07.2023 01:30:00;03.07.2023 01:44:59;0,001;;;
03.07.2023 01:45:00;03.07.2023 01:59:59;0,003;;;
03.07.2023 02:00:00;03.07.2023 02:14:59;0,001;;;
03.07.2023 02:15:00;03.07.2023 02:29:59;0,001;;;
03.07.2023 02:30:00;03.07.2023 02:44:59;0,002;;;
03.07.2023 02:45:00;03.07.2023 02:59:59;0,002;;;
03.07.2023 03:00:00;03.07.2023 03:14:59;0,001;;;
03.07.2023 03:15:00;03.07.2023 03:29:59;0,003;;;
03.07.2023 03:30:00;03.07.2023 03:44:59;0,002;;;
03.07.2023 03:45:00;03.07.2023 03:59:59;0,003;;;
03.07.2023 04:00:00;03.07.2023 04:14:59;0,001;;;
03.07.2023 04:15:00;03.07.2023 04:29:59;0,005;;;
03.07.2023 04:30:00;03.07.2023 04:44:59;0,002;;;
03.07.2023 04:45:00;03.07.2023 04:59:59;0;;;
03.07.2023 05:00:00;03.07.2023 05:14:59;0,002;;;
03.07.2023 05:15:00;03.07.2023 05:29:59;0,003;;;
03.07.2023 05:30:00;03.07.2023 05:44:59;0,003;;;
03.07.2023 05:45:00;03.07.2023 05:59:59;0,003;;;
03.07.2023 06:00:00;03.07.2023 06:14:59;0,004;;;
03.07.2023 06:15:00;03.07.2023 06:29:59;0;;;
03.07.2023 06:30:00;03.07.2023 06:44:59;0;;;
03.07.2023 06:45:00;03.07.2023 06:59:59;0,044;;;
03.07.2023 07:00:00;03.07.2023 07:14:59;0,09;;;
03.07.2023 07:15:00;03.07.2023 07:29:59;0,062;;;
03.07.2023 07:30:00;03.07.2023 07:44:59;0,058;;;
03.07.2023 07:45:00;03.07.2023 07:59:59;0,002;;;
03.07.2023 08:00:00;03.07.2023 08:14:59;0;;;
03.07.2023 08:15:00;03.07.2023 08:29:59;0;;;
03.07.2023 08:30:00;03.07.2023 08:44:59;0,001;;;
03.07.2023 08:45:00;03.07.2023 08:59:59;0,002;;;
03.07.2023 09:00:00;03.07.2023 09:14:59;0;;;
03.07.2023 09:15:00;03.07.2023 09:29:59;0,002;;;
03.07.2023 09:30:00;03.07.2023 09:44:59;0;;;
03.07.2023 09:45:00;03.07.2023 09:59:59;0;;;
03.07.2023 10:00:00;03.07.2023 10:14:59;0;;;
03.07.2023 10:15:00;03.07.2023 10:29:59;0;;;
03.07.2023 10:30:00;03.07.2023 10:44:59;0,223;;;
03.07.2023 10:45:00;03.07.2023 10:59:59;0,211;;;
03.07.2023 11:00:00;03.07.2023 11:14:59;0;;;
03.07.2023 11:15:00;03.07.2023 11:29:59;0,001;;;
03.07.2023 11:30:00;03.07.2023 11:44:59;0;;;
03.07.2023 11:45:00;03.07.2023 11:59:59;0,003;;;
03.07.2023 12:00:00;03.07.2023 12:14:59;0,001;;;
03.07.2023 12:15:00;03.07.2023 12:29:59;0,133;;;
03.07.2023 12:30:00;03.07.2023 12:44:59;0;;;
03.07.2023 12:45:00;03.07.2023 12:59:59;0;;;
03.07.2023 13:00:00;03.07.2023 13:14:59;0,183;;;
03.07.2023 13:15:00;03.07.2023 13:29:59;0,505;;;
03.07.2023 13:30:00;03.07.2023 13:44:59;0,545;;;
03.07.2023 13:45:00;03.07.2023 13:59:59;0;;;
03.07.2023 14:00:00;03.07.2023 14:14:59;0;;;
03.07.2023 14:15:00;03.07.2023 14:29:59;0;;;
03.07.2023 14:30:00;03.07.2023 14:44:59;0,003;;;
03.07.2023 14:45:00;03.07.2023 14:59:59;0;;;
03.07.2023 15:00:00;03.07.2023 15:14:59;0;;;
03.07.2023 15:15:00;03.07.2023 15:29:59;0;;;
03.07.2023 15:30:00;03.07.2023 15:44:59;0;;;
03.07.2023 15:45:00;03.07.2023 15:59:59;0;;;
03.07.2023 16:00:00;03.07.2023 16:14:59;0;;;
03.07.2023 16:15:00;03.07.2023 16:29:59;0,001;;;
03.07.2023 16:30:00;03.07.2023 16:44:59;0;;;
03.07.2023 16:45:00;03.07.2023 16:59:59;0;;;
03.07.2023 17:00:00;03.07.2023 17:14:59;0;;;
03.07.2023 17:15:00;03.07.2023 17:29:59;0,119;;;
03.07.2023 17:30:00;03.07.2023 17:44:59;0,228;;;
03.07.2023 17:45:00;03.07.2023 17:59:59;0,134;;;
03.07.2023 18:00:00;03.07.2023 18:14:59;0,121;;;
03.07.2023 18:15:00;03.07.2023 18:29:59;0;;;
03.07.2023 18:30:00;03.07.2023 18:44:59;0;;;
03.07.2023 18:45:00;03.07.2023 18:59:59;0;;;
03.07.2023 19:00:00;03.07.2023 19:14:59;0,001;;;
03.07.2023 19:15:00;03.07.2023 19:29:59;0;;;
03.07.2023 19:30:00;03.07.2023 19:44:59;0;;;
03.07.2023 19:45:00;03.07.2023 19:59:59;0,004;;;
03.07.2023 20:00:00;03.07.2023 20:14:59;0,001;;;
03.07.2023 20:15:00;03.07.2023 20:29:59;0,001;;;
03.07.2023 20:30:00;03.07.2023 20:44:59;0;;;
03.07.2023 20:45:00;03.07.2023 20:59:59;0,001;;;
03.07.2023 21:00:00;03.07.2023 21:14:59;0;;;
03.07.2023 21:15:00;03.07.2023 21:29:59;0,001;;;
03.07.2023 21:30:00;03.07.2023 21:44:59;0,007;;;
03.07.2023 21:45:00;03.07.2023 21:59:59;0,001;;;
03.07.2023 22:00:00;03.07.2023 22:14:59;0;;;
03.07.2023 22:15:00;03.07.2023 22:29:59;0,015;;;
03.07.2023 22:30:00;03.07.2023 22:44:59;0;;;
03.07.2023 22:45:00;03.07.2023 22:59:59;0,001;;;
03.07.2023 23:00:00;03.07.2023 23:14:59;0;;;
03.07.2023 23:15:00;03.07.2023 23:29:59;0,004;;;
03.07.2023 23:30:00;03.07.2023 23:44:59;0,003;;;
03.07.2023 23:45:00;03.07.2023 23:59:59;0,001;;;
04.07.2023 00:00:00;04.07.2023 00:14:59;0,002;;;
04.07.2023 00:15:00;04.07.2023 00:29:59;0,002;;;
04.07.2023 00:30:00;04.07.2023 00:44:59;0,002;;;
04.07.2023 00:45:00;04.07.2023 00:59:59;0,001;;;
04.07.2023 01:00:00;04.07.2023 01:14:59;0,003;;;
04.07.2023 01:15:00;04.07.2023 01:29:59;0,002;;;
04.07.2023 01:30:00;04.07.2023 01:44:59;0;;;
04.07.2023 01:45:00;04.07.2023 01:59:59;0;;;
04.07.2023 02:00:00;04.07.2023 02:14:59;0;;;
04.07.2023 02:15:00;04.07.2023 02:29:59;0;;;
04.07.2023 02:30:00;04.07.2023 02:44:59;0,001;;;
04.07.2023 02:45:00;04.07.2023 02:59:59;0,003;;;
04.07.2023 03:00:00;04.07.2023 03:14:59;0,001;;;
04.07.2023 03:15:00;04.07.2023 03:29:59;0,002;;;
04.07.2023 03:30:00;04.07.2023 03:44:59;0;;;
04.07.2023 03:45:00;04.07.2023 03:59:59;0,003;;;
04.07.2023 04:00:00;04.07.2023 04:14:59;0;;;
04.07.2023 04:15:00;04.07.2023 04:29:59;0,003;;;
04.07.2023 04:30:00;04.07.2023 04:44:59;0,001;;;
04.07.2023 04:45:00;04.07.2023 04:59:59;0,001;;;
04.07.2023 05:00:00;04.07.2023 05:14:59;0,001;;;
04.07.2023 05:15:00;04.07.2023 05:29:59;0;;;
04.07.2023 05:30:00;04.07.2023 05:44:59;0;;;
04.07.2023 05:45:00;04.07.2023 05:59:59;0,001;;;
04.07.2023 06:00:00;04.07.2023 06:14:59;0,003;;;
04.07.2023 06:15:00;04.07.2023 06:29:59;0,002;;;
04.07.2023 06:30:00;04.07.2023 06:44:59;0,078;;;
04.07.2023 06:45:00;04.07.2023 06:59:59;0,002;;;
04.07.2023 07:00:00;04.07.2023 07:14:59;0,032;;;
04.07.2023 07:15:00;04.07.2023 07:29:59;0,001;;;
04.07.2023 07:30:00;04.07.2023 07:44:59;0;;;
04.07.2023 07:45:00;04.07.2023 07:59:59;0;;;
04.07.2023 08:00:00;04.07.2023 08:14:59;0,001;;;
04.07.2023 08:15:00;04.07.2023 08:29:59;0;;;
04.07.2023 08:30:00;04.07.2023 08:44:59;0,002;;;
04.07.2023 08:45:00;04.07.2023 08:59:59;0;;;
04.07.2023 09:00:00;04.07.2023 09:14:59;0;;;
04.07.2023 09:15:00;04.07.2023 09:29:59;0;;;
04.07.2023 09:30:00;04.07.2023 09:44:59;0;;;
04.07.2023 09:45:00;04.07.2023 09:59:59;0,001;;;
04.07.2023 10:00:00;04.07.2023 10:14:59;0,021;;;
04.07.2023 10:15:00;04.07.2023 10:29:59;0;;;
04.07.2023 10:30:00;04.07.2023 10:44:59;0,001;;;
04.07.2023 10:45:00;04.07.2023 10:59:59;0;;;
04.07.2023 11:00:00;04.07.2023 11:14:59;0;;;
04.07.2023 11:15:00;04.07.2023 11:29:59;0;;;
04.07.2023 11:30:00;04.07.2023 11:44:59;0;;;
04.07.2023 11:45:00;04.07.2023 11:59:59;0;;;
04.07.2023 12:00:00;04.07.2023 12:14:59;0;;;
04.07.2023 12:15:00;04.07.2023 12:29:59;0,048;;;
04.07.2023 12:30:00;04.07.2023 12:44:59;0,003;;;
04.07.2023 12:45:00;04.07.2023 12:59:59;0,016;;;
04.07.2023 13:00:00;04.07.2023 13:14:59;0;;;
04.07.2023 13:15:00;04.07.2023 13:29:59;0;;;
04.07.2023 13:30:00;04.07.2023 13:44:59;0;;;
04.07.2023 13:45:00;04.07.2023 13:59:59;0;;;
04.07.2023 14:00:00;04.07.2023 14:14:59;0;;;
04.07.2023 14:15:00;04.07.2023 14:29:59;0,004;;;
04.07.2023 14:30:00;04.07.2023 14:44:59;0,002;;;
04.07.2023 14:45:00;04.07.2023 14:59:59;0,001;;;
04.07.2023 15:00:00;04.07.2023 15:14:59;0;;;
