Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
14.07.2023 14:00:00;14.07.2023 14:14:59;0,155;;;
14.07.2023 14:15:00;14.07.2023 14:29:59;0,229;;;
14.07.2023 14:30:00;14.07.2023 14:44:59;0,004;;;
14.07.2023 14:45:00;14.07.2023 14:59:59;0,021;;;
14.07.2023 15:00:00;14.07.2023 15:14:59;0,037;;;
14.07.2023 15:15:00;14.07.2023 15:29:59;0,015;;;
14.07.2023 15:30:00;14.07.2023 15:44:59;0;;;
14.07.2023 15:45:00;14.07.2023 15:59:59;0,16;;;
14.07.2023 16:00:00;14.07.2023 16:14:59;0,038;;;
14.07.2023 16:15:00;14.07.2023 16:29:59;0;;;
14.07.2023 16:30:00;14.07.2023 16:44:59;0;;;
14.07.2023 16:45:00;14.07.2023 16:59:59;0;;;
14.07.2023 17:00:00;14.07.2023 17:14:59;0,004;;;
14.07.2023 17:15:00;14.07.2023 17:29:59;0;;;
14.07.2023 17:30:00;14.07.2023 17:44:59;0;;;
14.07.2023 17:45:00;14.07.2023 17:59:59;0,002;;;
14.07.2023 18:00:00;14.07.2023 18:14:59;0,001;;;
14.07.2023 18:15:00;14.07.2023 18:29:59;0;;;
14.07.2023 18:30:00;14.07.2023 18:44:59;0,002;;;
14.07.2023 18:45:00;14.07.2023 18:59:59;0,284;;;
14.07.2023 19:00:00;14.07.2023 19:14:59;0,153;;;
14.07.2023 19:15:00;14.07.2023 19:29:59;0,004;;;
14.07.2023 19:30:00;14.07.2023 19:44:59;0;;;
14.07.2023 19:45:00;14.07.2023 19:59:59;0;;;
14.07.2023 20:00:00;14.07.2023 20:14:59;0;;;
14.07.2023 20:15:00;14.07.2023 20:29:59;0,049;;;
14.07.2023 20:30:00;14.07.2023 20:44:59;0,005;;;
14.07.2023 20:45:00;14.07.2023 20:59:59;0;;;
14.07.2023 21:00:00;14.07.2023 21:14:59;0,195;;;
14.07.2023 21:15:00;14.07.2023 21:29:59;0,108;;;
14.07.2023 21:30:00;14.07.2023 21:44:59;0,086;;;
14.07.2023 21:45:00;14.07.2023 21:59:59;0;;;
14.07.2023 22:00:00;14.07.2023 22:14:59;0;;;
14.07.2023 22:15:00;14.07.2023 22:29:59;0,001;;;
14.07.2023 22:30:00;14.07.2023 22:44:59;0,005;;;
14.07.2023 22:45:00;14.07.2023 22:59:59;0;;;
14.07.2023 23:00:00;14.07.2023 23:14:59;0;;;
14.07.2023 23:15:00;14.07.2023 23:29:59;0,003;;;
14.07.2023 23:30:00;14.07.2023 23:44:59;0,001;;;
14.07.2023 23:45:00;14.07.2023 23:59:59;0,002;;;
15.07.2023 00:00:00;15.07.2023 00:14:59;0,003;;;
15.07.2023 00:15:00;15.07.2023 00:29:59;0,003;;;
15.07.2023 00:30:00;15.07.2023 00:44:59;0,002;;;
15.07.2023 00:45:00;15.07.2023 00:59:59;0;;;
15.07.2023 01:00:00;15.07.2023 01:14:59;0,002;;;
15.07.2023 01:15:00;15.07.2023 01:29:59;0,003;;;
15.07.2023 01:30:00;15.07.2023 01:44:59;0,002;;;
15.07.2023 01:45:00;15.07.2023 01:59:59;0,002;;;
15.07.2023 02:00:00;15.07.2023 02:14:59;0,003;;;
15.07.2023 02:15:00;15.07.2023 02:29:59;0,003;;;
15.07.2023 02:30:00;15.07.2023 02:44:59;0,003;;;
15.07.2023 02:45:00;15.07.2023 02:59:59;0,002;;;
15.07.2023 03:00:00;15.07.2023 03:14:59;0,004;;;
15.07.2023 03:15:00;15.07.2023 03:29:59;0,003;;;
15.07.2023 03:30:00;15.07.2023 03:44:59;0,004;;;
15.07.2023 03:45:00;15.07.2023 03:59:59;0,006;;;
15.07.2023 04:00:00;15.07.2023 04:14:59;0,002;;;
15.07.2023 04:15:00;15.07.2023 04:29:59;0,003;;;
15.07.2023 04:30:00;15.07.2023 04:44:59;0,003;;;
15.07.2023 04:45:00;15.07.2023 04:59:59;0,001;;;
15.07.2023 05:00:00;15.07.2023 05:14:59;0,003;;;
15.07.2023 05:15:00;15.07.2023 05:29:59;0,002;;;
15.07.2023 05:30:00;15.07.2023 05:44:59;0,002;;;
15.07.2023 05:45:00;15.07.2023 05:59:59;0,002;;;
15.07.2023 06:00:00;15.07.2023 06:14:59;0,002;;;
15.07.2023 06:15:00;15.07.2023 06:29:59;0,005;;;
15.07.2023 06:30:00;15.07.2023 06:44:59;0,001;;;
15.07.2023 06:45:00;15.07.2023 06:59:59;0;;;
15.07.2023 07:00:00;15.07.2023 07:14:59;0,002;;;
15.07.2023 07:15:00;15.07.2023 07:29:59;0,082;;;
15.07.2023 07:30:00;15.07.2023 07:44:59;0,027;;;
15.07.2023 07:45:00;15.07.2023 07:59:59;0;;;
15.07.2023 08:00:00;15.07.2023 08:14:59;0,029;;;
15.07.2023 08:15:00;15.07.2023 08:29:59;0;;;
15.07.2023 08:30:00;15.07.2023 08:44:59;0;;;
15.07.2023 08:45:00;15.07.2023 08:59:59;0;;;
15.07.2023 09:00:00;15.07.2023 09:14:59;0,001;;;
15.07.2023 09:15:00;15.07.2023 09:29:59;0;;;
15.07.2023 09:30:00;15.07.2023 09:44:59;0,001;;;
15.07.2023 09:45:00;15.07.2023 09:59:59;0,002;;;
15.07.2023 10:00:00;15.07.2023 10:14:59;0,001;;;
15.07.2023 10:15:00;15.07.2023 10:29:59;0,003;;;
15.07.2023 10:30:00;15.07.2023 10:44:59;0;;;
15.07.2023 10:45:00;15.07.2023 10:59:59;0,004;;;
15.07.2023 11:00:00;15.07.2023 11:14:59;0;;;
15.07.2023 11:15:00;15.07.2023 11:29:59;0;;;
15.07.2023 11:30:00;15.07.2023 11:44:59;0,002;;;
15.07.2023 11:45:00;15.07.2023 11:59:59;0;;;
15.07.2023 12:00:00;15.07.2023 12:14:59;0;;;
15.07.2023 12:15:00;15.07.2023 12:29:59;0;;;
15.07.2023 12:30:00;15.07.2023 12:44:59;0,001;;;
15.07.2023 12:45:00;15.07.2023 12:59:59;0,004;;;
15.07.2023 13:00:00;15.07.2023 13:14:59;0,221;;;
15.07.2023 13:15:00;15.07.2023 13:29:59;0,32;;;
15.07.2023 13:30:00;15.07.2023 13:44:59;0,002;;;
15.07.2023 13:45:00;15.07.2023 13:59:59;0,002;;;
15.07.2023 14:00:00;15.07.2023 14:14:59;0,001;;;
15.07.2023 14:15:00;15.07.2023 14:29:59;0;;;
15.07.2023 14:30:00;15.07.2023 14:44:59;0;;;
15.07.2023 14:45:00;15.07.2023 14:59:59;0;;;
15.07.2023 15:00:00;15.07.2023 15:14:59;0;;;
15.07.2023 15:15:00;15.07.2023 15:29:59;0;;;
15.07.2023 15:30:00;15.07.2023 15:44:59;0,005;;;
15.07.2023 15:45:00;15.07.2023 15:59:59;0,004;;;
15.07.2023 16:00:00;15.07.2023 16:14:59;0;;;
15.07.2023 16:15:00;15.07.2023 16:29:59;0;;;
15.07.2023 16:30:00;15.07.2023 16:44:59;0;;;
15.07.2023 16:45:00;15.07.2023 16:59:59;0;;;
15.07.2023 17:00:00;15.07.2023 17:14:59;0,008;;;
15.07.2023 17:15:00;15.07.2023 17:29:59;0;;;
15.07.2023 17:30:00;15.07.2023 17:44:59;0,001;;;
15.07.2023 17:45:00;15.07.2023 17:59:59;0;;;
15.07.2023 18:00:00;15.07.2023 18:14:59;0;;;
15.07.2023 18:15:00;15.07.2023 18:29:59;0,002;;;
15.07.2023 18:30:00;15.07.2023 18:44:59;0;;;
15.07.2023 18:45:00;15.07.2023 18:59:59;0;;;
15.07.2023 19:00:00;15.07.2023 19:14:59;0;;;
15.07.2023 19:15:00;15.07.2023 19:29:59;0;;;
15.07.2023 19:30:00;15.07.2023 19:44:59;0,001;;;
15.07.2023 19:45:00;15.07.2023 19:59:59;0;;;
15.07.2023 20:00:00;15.07.2023 20:14:59;0;;;
15.07.2023 20:15:00;15.07.2023 20:29:59;0;;;
15.07.2023 20:30:00;15.07.2023 20:44:59;0,001;;;
15.07.2023 20:45:00;15.07.2023 20:59:59;0,006;;;
15.07.2023 21:00:00;15.07.2023 21:14:59;0;;;
15.07.2023 21:15:00;15.07.2023 21:29:59;0;;;
15.07.2023 21:30:00;15.07.2023 21:44:59;0;;;
15.07.2023 21:45:00;15.07.2023 21:59:59;0;;;
15.07.2023 22:00:00;15.07.2023 22:14:59;0,001;;;
15.07.2023 22:15:00;15.07.2023 22:29:59;0;;;
15.07.2023 22:30:00;15.07.2023 22:44:59;0,003;;;
15.07.2023 22:45:00;15.07.2023 22:59:59;0;;;
15.07.2023 23:00:00;15.07.2023 23:14:59;0;;;
15.07.2023 23:15:00;15.07.2023 23:29:59;0,003;;;
15.07.2023 23:30:00;15.07.2023 23:44:59;0;;;
15.07.2023 23:45:00;15.07.2023 23:59:59;0,002;;;
16.07.2023 00:00:00;16.07.2023 00:14:59;0,003;;;
16.07.2023 00:15:00;16.07.2023 00:29:59;0,003;;;
16.07.2023 00:30:00;16.07.2023 00:44:59;0,004;;;
16.07.2023 00:45:00;16.07.2023 00:59:59;0,003;;;
16.07.2023 01:00:00;16.07.2023 01:14:59;0,003;;;
16.07.2023 01:15:00;16.07.2023 01:29:59;0,003;;;
16.07.2023 01:30:00;16.07.2023 01:44:59;0,004;;;
16.07.2023 01:45:00;16.07.2023 01:59:59;0,003;;;
16.07.2023 02:00:00;16.07.2023 02:14:59;0,002;;;
16.07.2023 02:15:00;16.07.2023 02:29:59;0;;;
16.07.2023 02:30:00;16.07.2023 02:44:59;0,004;;;
16.07.2023 02:45:00;16.07.2023 02:59:59;0,004;;;
16.07.2023 03:00:00;16.07.2023 03:14:59;0,003;;;
16.07.2023 03:15:00;16.07.2023 03:29:59;0;;;
16.07.2023 03:30:00;16.07.2023 03:44:59;0,001;;;
16.07.2023 03:45:00;16.07.2023 03:59:59;0,007;;;
16.07.2023 04:00:00;16.07.2023 04:14:59;0,002;;;
16.07.2023 04:15:00;16.07.2023 04:29:59;0;;;
16.07.2023 04:30:00;16.07.2023 04:44:59;0,004;;;
16.07.2023 04:45:00;16.07.2023 04:59:59;0,005;;;
16.07.2023 05:00:00;16.07.2023 05:14:59;0,003;;;
16.07.2023 05:15:00;16.07.2023 05:29:59;0;;;
16.07.2023 05:30:00;16.07.2023 05:44:59;0,001;;;
16.07.2023 05:45:00;16.07.2023 05:59:59;0,004;;;
16.07.2023 06:00:00;16.07.2023 06:14:59;0,004;;;
16.07.2023 06:15:00;16.07.2023 06:29:59;0;;;
16.07.2023 06:30:00;16.07.2023 06:44:59;0,002;;;
16.07.2023 06:45:00;16.07.2023 06:59:59;0,004;;;
16.07.2023 07:00:00;16.07.2023 07:14:59;0,002;;;
16.07.2023 07:15:00;16.07.2023 07:29:59;0;;;
16.07.2023 07:30:00;16.07.2023 07:44:59;0,001;;;
16.07.2023 07:45:00;16.07.2023 07:59:59;0,004;;;
16.07.2023 08:00:00;16.07.2023 08:14:59;0,001;;;
16.07.2023 08:15:00;16.07.2023 08:29:59;0,005;;;
16.07.2023 08:30:00;16.07.2023 08:44:59;0;;;
16.07.2023 08:45:00;16.07.2023 08:59:59;0;;;
16.07.2023 09:00:00;16.07.2023 09:14:59;0;;;
16.07.2023 09:15:00;16.07.2023 09:29:59;0,001;;;
16.07.2023 09:30:00;16.07.2023 09:44:59;0,001;;;
16.07.2023 09:45:00;16.07.2023 09:59:59;0,095;;;
16.07.2023 10:00:00;16.07.2023 10:14:59;0,056;;;
16.07.2023 10:15:00;16.07.2023 10:29:59;0,001;;;
16.07.2023 10:30:00;16.07.2023 10:44:59;0,001;;;
16.07.2023 10:45:00;16.07.2023 10:59:59;0;;;
16.07.2023 11:00:00;16.07.2023 11:14:59;0;;;
16.07.2023 11:15:00;16.07.2023 11:29:59;0,023;;;
16.07.2023 11:30:00;16.07.2023 11:44:59;0,203;;;
16.07.2023 11:45:00;16.07.2023 11:59:59;0,104;;;
16.07.2023 12:00:00;16.07.2023 12:14:59;0,022;;;
16.07.2023 12:15:00;16.07.2023 12:29:59;0,003;;;
16.07.2023 12:30:00;16.07.2023 12:44:59;0,001;;;
16.07.2023 12:45:00;16.07.2023 12:59:59;0,049;;;
16.07.2023 13:00:00;16.07.2023 13:14:59;0,245;;;
16.07.2023 13:15:00;16.07.2023 13:29:59;0,357;;;
16.07.2023 13:30:00;16.07.2023 13:44:59;0,002;;;
16.07.2023 13:45:00;16.07.2023 13:59:59;0,001;;;
16.07.2023 14:00:00;16.07.2023 14:14:59;0,041;;;
16.07.2023 14:15:00;16.07.2023 14:29:59;0,105;;;
16.07.2023 14:30:00;16.07.2023 14:44:59;0,021;;;
16.07.2023 14:45:00;16.07.2023 14:59:59;0,006;;;
16.07.2023 15:00:00;16.07.2023 15:14:59;0,003;;;
16.07.2023 15:15:00;16.07.2023 15:29:59;0,003;;;
16.07.2023 15:30:00;16.07.2023 15:44:59;0,266;;;
16.07.2023 15:45:00;16.07.2023 15:59:59;0,222;;;
16.07.2023 16:00:00;16.07.2023 16:14:59;0,009;;;
16.07.2023 16:15:00;16.07.2023 16:29:59;0,002;;;
16.07.2023 16:30:00;16.07.2023 16:44:59;0,01;;;
16.07.2023 16:45:00;16.07.2023 16:59:59;0,012;;;
16.07.2023 17:00:00;16.07.2023 17:14:59;0,005;;;
16.07.2023 17:15:00;16.07.2023 17:29:59;0,143;;;
16.07.2023 17:30:00;16.07.2023 17:44:59;0,008;;;
16.07.2023 17:45:00;16.07.2023 17:59:59;0,101;;;
16.07.2023 18:00:00;16.07.2023 18:14:59;0,126;;;
16.07.2023 18:15:00;16.07.2023 18:29:59;0,461;;;
16.07.2023 18:30:00;16.07.2023 18:44:59;0,321;;;
16.07.2023 18:45:00;16.07.2023 18:59:59;0,058;;;
16.07.2023 19:00:00;16.07.2023 19:14:59;0;;;
16.07.2023 19:15:00;16.07.2023 19:29:59;0,001;;;
16.07.2023 19:30:00;16.07.2023 19:44:59;0;;;
16.07.2023 19:45:00;16.07.2023 19:59:59;0;;;
16.07.2023 20:00:00;16.07.2023 20:14:59;0,002;;;
16.07.2023 20:15:00;16.07.2023 20:29:59;0;;;
16.07.2023 20:30:00;16.07.2023 20:44:59;0;;;
16.07.2023 20:45:00;16.07.2023 20:59:59;0;;;
16.07.2023 21:00:00;16.07.2023 21:14:59;0,005;;;
16.07.2023 21:15:00;16.07.2023 21:29:59;0;;;
16.07.2023 21:30:00;16.07.2023 21:44:59;0;;;
16.07.2023 21:45:00;16.07.2023 21:59:59;0;;;
16.07.2023 22:00:00;16.07.2023 22:14:59;0,004;;;
16.07.2023 22:15:00;16.07.2023 22:29:59;0,001;;;
16.07.2023 22:30:00;16.07.2023 22:44:59;0;;;
16.07.2023 22:45:00;16.07.2023 22:59:59;0,024;;;
16.07.2023 23:00:00;16.07.2023 23:14:59;0;;;
16.07.2023 23:15:00;16.07.2023 23:29:59;0,005;;;
16.07.2023 23:30:00;16.07.2023 23:44:59;0;;;
16.07.2023 23:45:00;16.07.2023 23:59:59;0,003;;;
17.07.2023 00:00:00;17.07.2023 00:14:59;0,002;;;
17.07.2023 00:15:00;17.07.2023 00:29:59;0,005;;;
17.07.2023 00:30:00;17.07.2023 00:44:59;0;;;
17.07.2023 00:45:00;17.07.2023 00:59:59;0,002;;;
17.07.2023 01:00:00;17.07.2023 01:14:59;0,002;;;
17.07.2023 01:15:00;17.07.2023 01:29:59;0,002;;;
17.07.2023 01:30:00;17.07.2023 01:44:59;0,004;;;
17.07.2023 01:45:00;17.07.2023 01:59:59;0,001;;;
17.07.2023 02:00:00;17.07.2023 02:14:59;0,001;;;
17.07.2023 02:15:00;17.07.2023 02:29:59;0,004;;;
17.07.2023 02:30:00;17.07.2023 02:44:59;0,006;;;
17.07.2023 02:45:00;17.07.2023 02:59:59;0,002;;;
17.07.2023 03:00:00;17.07.2023 03:14:59;0,003;;;
17.07.2023 03:15:00;17.07.2023 03:29:59;0,004;;;
17.07.2023 03:30:00;17.07.2023 03:44:59;0,001;;;
17.07.2023 03:45:00;17.07.2023 03:59:59;0,017;;;
17.07.2023 04:00:00;17.07.2023 04:14:59;0,003;;;
17.07.2023 04:15:00;17.07.2023 04:29:59;0,003;;;
17.07.2023 04:30:00;17.07.2023 04:44:59;0,002;;;
17.07.2023 04:45:00;17.07.2023 04:59:59;0,003;;;
17.07.2023 05:00:00;17.07.2023 05:14:59;0;;;
17.07.2023 05:15:00;17.07.2023 05:29:59;0;;;
17.07.2023 05:30:00;17.07.2023 05:44:59;0,006;;;
17.07.2023 05:45:00;17.07.2023 05:59:59;0;;;
17.07.2023 06:00:00;17.07.2023 06:14:59;0,002;;;
17.07.2023 06:15:00;17.07.2023 06:29:59;0,057;;;
17.07.2023 06:30:00;17.07.2023 06:44:59;0,191;;;
17.07.2023 06:45:00;17.07.2023 06:59:59;0,269;;;
17.07.2023 07:00:00;17.07.2023 07:14:59;0,302;;;
17.07.2023 07:15:00;17.07.2023 07:29:59;0,233;;;
17.07.2023 07:30:00;17.07.2023 07:44:59;0,265;;;
17.07.2023 07:45:00;17.07.2023 07:59:59;0,227;;;
17.07.2023 08:00:00;17.07.2023 08:14:59;0,153;;;
17.07.2023 08:15:00;17.07.2023 08:29:59;0,231;;;
17.07.2023 08:30:00;17.07.2023 08:44:59;0,235;;;
17.07.2023 08:45:00;17.07.2023 08:59:59;0,22;;;
17.07.2023 09:00:00;17.07.2023 09:14:59;0,131;;;
17.07.2023 09:15:00;17.07.2023 09:29:59;0,04;;;
17.07.2023 09:30:00;17.07.2023 09:44:59;0,059;;;
17.07.2023 09:45:00;17.07.2023 09:59:59;0,071;;;
17.07.2023 10:00:00;17.07.2023 10:14:59;0,015;;;
17.07.2023 10:15:00;17.07.2023 10:29:59;0,049;;;
17.07.2023 10:30:00;17.07.2023 10:44:59;0,005;;;
17.07.2023 10:45:00;17.07.2023 10:59:59;0,004;;;
17.07.2023 11:00:00;17.07.2023 11:14:59;0,001;;;
17.07.2023 11:15:00;17.07.2023 11:29:59;0;;;
17.07.2023 11:30:00;17.07.2023 11:44:59;0;;;
17.07.2023 11:45:00;17.07.2023 11:59:59;0;;;
17.07.2023 12:00:00;17.07.2023 12:14:59;0;;;
17.07.2023 12:15:00;17.07.2023 12:29:59;0,189;;;
17.07.2023 12:30:00;17.07.2023 12:44:59;0,003;;;
17.07.2023 12:45:00;17.07.2023 12:59:59;0,013;;;
17.07.2023 13:00:00;17.07.2023 13:14:59;0,26;;;
17.07.2023 13:15:00;17.07.2023 13:29:59;0,306;;;
17.07.2023 13:30:00;17.07.2023 13:44:59;0;;;
17.07.2023 13:45:00;17.07.2023 13:59:59;0,002;;;
17.07.2023 14:00:00;17.07.2023 14:14:59;0,001;;;
17.07.2023 14:15:00;17.07.2023 14:29:59;0,003;;;
17.07.2023 14:30:00;17.07.2023 14:44:59;0,008;;;
17.07.2023 14:45:00;17.07.2023 14:59:59;0;;;
17.07.2023 15:00:00;17.07.2023 15:14:59;0,033;;;
17.07.2023 15:15:00;17.07.2023 15:29:59;0,001;;;
17.07.2023 15:30:00;17.07.2023 15:44:59;0,001;;;
17.07.2023 15:45:00;17.07.2023 15:59:59;0,039;;;
17.07.2023 16:00:00;17.07.2023 16:14:59;0;;;
17.07.2023 16:15:00;17.07.2023 16:29:59;0;;;
17.07.2023 16:30:00;17.07.2023 16:44:59;0;;;
17.07.2023 16:45:00;17.07.2023 16:59:59;0,001;;;
17.07.2023 17:00:00;17.07.2023 17:14:59;0,005;;;
17.07.2023 17:15:00;17.07.2023 17:29:59;0,001;;;
17.07.2023 17:30:00;17.07.2023 17:44:59;0,06;;;
17.07.2023 17:45:00;17.07.2023 17:59:59;0,519;;;
17.07.2023 18:00:00;17.07.2023 18:14:59;0,082;;;
17.07.2023 18:15:00;17.07.2023 18:29:59;0,25;;;
17.07.2023 18:30:00;17.07.2023 18:44:59;0,175;;;
17.07.2023 18:45:00;17.07.2023 18:59:59;0;;;
17.07.2023 19:00:00;17.07.2023 19:14:59;0;;;
17.07.2023 19:15:00;17.07.2023 19:29:59;0;;;
17.07.2023 19:30:00;17.07.2023 19:44:59;0,001;;;
17.07.2023 19:45:00;17.07.2023 19:59:59;0;;;
17.07.2023 20:00:00;17.07.2023 20:14:59;0,044;;;
17.07.2023 20:15:00;17.07.2023 20:29:59;0,12;;;
17.07.2023 20:30:00;17.07.2023 20:44:59;0;;;
17.07.2023 20:45:00;17.07.2023 20:59:59;0;;;
17.07.2023 21:00:00;17.07.2023 21:14:59;0;;;
17.07.2023 21:15:00;17.07.2023 21:29:59;0;;;
17.07.2023 21:30:00;17.07.2023 21:44:59;0;;;
17.07.2023 21:45:00;17.07.2023 21:59:59;0;;;
17.07.2023 22:00:00;17.07.2023 22:14:59;0,006;;;
17.07.2023 22:15:00;17.07.2023 22:29:59;0;;;
17.07.2023 22:30:00;17.07.2023 22:44:59;0;;;
17.07.2023 22:45:00;17.07.2023 22:59:59;0;;;
17.07.2023 23:00:00;17.07.2023 23:14:59;0,003;;;
17.07.2023 23:15:00;17.07.2023 23:29:59;0,003;;;
17.07.2023 23:30:00;17.07.2023 23:44:59;0;;;
17.07.2023 23:45:00;17.07.2023 23:59:59;0;;;
18.07.2023 00:00:00;18.07.2023 00:14:59;0,003;;;
18.07.2023 00:15:00;18.07.2023 00:29:59;0,005;;;
18.07.2023 00:30:00;18.07.2023 00:44:59;0,002;;;
18.07.2023 00:45:00;18.07.2023 00:59:59;0,003;;;
18.07.2023 01:00:00;18.07.2023 01:14:59;0;;;
18.07.2023 01:15:00;18.07.2023 01:29:59;0;;;
18.07.2023 01:30:00;18.07.2023 01:44:59;0,005;;;
18.07.2023 01:45:00;18.07.2023 01:59:59;0,003;;;
18.07.2023 02:00:00;18.07.2023 02:14:59;0,005;;;
18.07.2023 02:15:00;18.07.2023 02:29:59;0,003;;;
18.07.2023 02:30:00;18.07.2023 02:44:59;0,005;;;
18.07.2023 02:45:00;18.07.2023 02:59:59;0,002;;;
18.07.2023 03:00:00;18.07.2023 03:14:59;0,006;;;
18.07.2023 03:15:00;18.07.2023 03:29:59;0,004;;;
18.07.2023 03:30:00;18.07.2023 03:44:59;0,003;;;
18.07.2023 03:45:00;18.07.2023 03:59:59;0,014;;;
18.07.2023 04:00:00;18.07.2023 04:14:59;0,002;;;
18.07.2023 04:15:00;18.07.2023 04:29:59;0,004;;;
18.07.2023 04:30:00;18.07.2023 04:44:59;0,004;;;
18.07.2023 04:45:00;18.07.2023 04:59:59;0,006;;;
18.07.2023 05:00:00;18.07.2023 05:14:59;0,009;;;
18.07.2023 05:15:00;18.07.2023 05:29:59;0,13;;;
18.07.2023 05:30:00;18.07.2023 05:44:59;0,196;;;
18.07.2023 05:45:00;18.07.2023 05:59:59;0,185;;;
18.07.2023 06:00:00;18.07.2023 06:14:59;0,163;;;
18.07.2023 06:15:00;18.07.2023 06:29:59;0,196;;;
18.07.2023 06:30:00;18.07.2023 06:44:59;0,17;;;
18.07.2023 06:45:00;18.07.2023 06:59:59;0,287;;;
18.07.2023 07:00:00;18.07.2023 07:14:59;0,136;;;
18.07.2023 07:15:00;18.07.2023 07:29:59;0,181;;;
18.07.2023 07:30:00;18.07.2023 07:44:59;0,155;;;
18.07.2023 07:45:00;18.07.2023 07:59:59;0,151;;;
18.07.2023 08:00:00;18.07.2023 08:14:59;0,108;;;
18.07.2023 08:15:00;18.07.2023 08:29:59;0,132;;;
18.07.2023 08:30:00;18.07.2023 08:44:59;0,063;;;
18.07.2023 08:45:00;18.07.2023 08:59:59;0,052;;;
18.07.2023 09:00:00;18.07.2023 09:14:59;0,041;;;
18.07.2023 09:15:00;18.07.2023 09:29:59;0,01;;;
18.07.2023 09:30:00;18.07.2023 09:44:59;0,008;;;
18.07.2023 09:45:00;18.07.2023 09:59:59;0;;;
18.07.2023 10:00:00;18.07.2023 10:14:59;0;;;
18.07.2023 10:15:00;18.07.2023 10:29:59;0,01;;;
18.07.2023 10:30:00;18.07.2023 10:44:59;0,002;;;
18.07.2023 10:45:00;18.07.2023 10:59:59;0;;;
18.07.2023 11:00:00;18.07.2023 11:14:59;0;;;
18.07.2023 11:15:00;18.07.2023 11:29:59;0;;;
18.07.2023 11:30:00;18.07.2023 11:44:59;0,006;;;
18.07.2023 11:45:00;18.07.2023 11:59:59;0;;;
18.07.2023 12:00:00;18.07.2023 12:14:59;0,003;;;
18.07.2023 12:15:00;18.07.2023 12:29:59;0,002;;;
18.07.2023 12:30:00;18.07.2023 12:44:59;0;;;
18.07.2023 12:45:00;18.07.2023 12:59:59;0;;;
18.07.2023 13:00:00;18.07.2023 13:14:59;0,2;;;
18.07.2023 13:15:00;18.07.2023 13:29:59;0,426;;;
18.07.2023 13:30:00;18.07.2023 13:44:59;0,005;;;
18.07.2023 13:45:00;18.07.2023 13:59:59;0,002;;;
18.07.2023 14:00:00;18.07.2023 14:14:59;0,081;;;
18.07.2023 14:15:00;18.07.2023 14:29:59;0,173;;;
18.07.2023 14:30:00;18.07.2023 14:44:59;0,11;;;
18.07.2023 14:45:00;18.07.2023 14:59:59;0,077;;;
18.07.2023 15:00:00;18.07.2023 15:14:59;0,045;;;
18.07.2023 15:15:00;18.07.2023 15:29:59;0,007;;;
18.07.2023 15:30:00;18.07.2023 15:44:59;0,005;;;
18.07.2023 15:45:00;18.07.2023 15:59:59;0,021;;;
18.07.2023 16:00:00;18.07.2023 16:14:59;0,002;;;
18.07.2023 16:15:00;18.07.2023 16:29:59;0,008;;;
18.07.2023 16:30:00;18.07.2023 16:44:59;0;;;
18.07.2023 16:45:00;18.07.2023 16:59:59;0,187;;;
18.07.2023 17:00:00;18.07.2023 17:14:59;0,266;;;
18.07.2023 17:15:00;18.07.2023 17:29:59;0,321;;;
18.07.2023 17:30:00;18.07.2023 17:44:59;0,179;;;
18.07.2023 17:45:00;18.07.2023 17:59:59;0,129;;;
18.07.2023 18:00:00;18.07.2023 18:14:59;0,195;;;
18.07.2023 18:15:00;18.07.2023 18:29:59;0,067;;;
18.07.2023 18:30:00;18.07.2023 18:44:59;0,039;;;
18.07.2023 18:45:00;18.07.2023 18:59:59;0,047;;;
18.07.2023 19:00:00;18.07.2023 19:14:59;0,052;;;
18.07.2023 19:15:00;18.07.2023 19:29:59;0,101;;;
18.07.2023 19:30:00;18.07.2023 19:44:59;0,153;;;
18.07.2023 19:45:00;18.07.2023 19:59:59;0,152;;;
18.07.2023 20:00:00;18.07.2023 20:14:59;0,17;;;
18.07.2023 20:15:00;18.07.2023 20:29:59;0,175;;;
18.07.2023 20:30:00;18.07.2023 20:44:59;0,186;;;
18.07.2023 20:45:00;18.07.2023 20:59:59;0,227;;;
18.07.2023 21:00:00;18.07.2023 21:14:59;0,272;;;
18.07.2023 21:15:00;18.07.2023 21:29:59;0,098;;;
18.07.2023 21:30:00;18.07.2023 21:44:59;0,096;;;
18.07.2023 21:45:00;18.07.2023 21:59:59;0,088;;;
18.07.2023 22:00:00;18.07.2023 22:14:59;0,089;;;
18.07.2023 22:15:00;18.07.2023 22:29:59;0,094;;;
18.07.2023 22:30:00;18.07.2023 22:44:59;0,079;;;
18.07.2023 22:45:00;18.07.2023 22:59:59;0,115;;;
18.07.2023 23:00:00;18.07.2023 23:14:59;0,101;;;
18.07.2023 23:15:00;18.07.2023 23:29:59;0,068;;;
18.07.2023 23:30:00;18.07.2023 23:44:59;0,05;;;
18.07.2023 23:45:00;18.07.2023 23:59:59;0,054;;;
19.07.2023 00:00:00;19.07.2023 00:14:59;0,055;;;
19.07.2023 00:15:00;19.07.2023 00:29:59;0,057;;;
19.07.2023 00:30:00;19.07.2023 00:44:59;0,051;;;
19.07.2023 00:45:00;19.07.2023 00:59:59;0,047;;;
19.07.2023 01:00:00;19.07.2023 01:14:59;0,042;;;
19.07.2023 01:15:00;19.07.2023 01:29:59;0,038;;;
