"Datum","AT0051000602000000000000000000000 ab 21.02.2024 00:30"
"29.02.2024 12:00","0.361"
"29.02.2024 12:15","0.237"
"29.02.2024 12:30","0.05"
"29.02.2024 12:45","0.144"
"29.02.2024 13:00","0.629"
"29.02.2024 13:15","0.406"
"29.02.2024 13:30","0.47"
"29.02.2024 13:45","0.367"
"29.02.2024 14:00","1"
"29.02.2024 14:15","0.368"
"29.02.2024 14:30","0.153"
"29.02.2024 14:45","0.025"
"29.02.2024 15:00","0.016"
"29.02.2024 15:15","0.042"
"29.02.2024 15:30","0.033"
"29.02.2024 15:45","0.027"
"29.02.2024 16:00","0.031"
"29.02.2024 16:15","0.031"
"29.02.2024 16:30","0.064"
"29.02.2024 16:45","0.061"
"29.02.2024 17:00","0.056"
"29.02.2024 17:15","0.047"
"29.02.2024 17:30","0.415"
"29.02.2024 17:45","0.429"
"29.02.2024 18:00","0.049"
"29.02.2024 18:15","0.077"
"29.02.2024 18:30","0.085"
"29.02.2024 18:45","0.087"
"29.02.2024 19:00","0.088"
"29.02.2024 19:15","0.118"
"29.02.2024 19:30","0.116"
"29.02.2024 19:45","0.095"
"29.02.2024 20:00","0.188"
"29.02.2024 20:15","0.427"
"29.02.2024 20:30","0.327"
"29.02.2024 20:45","0.31"
"29.02.2024 21:00","0.301"
"29.02.2024 21:15","0.14"
"29.02.2024 21:30","0.046"
"29.02.2024 21:45","0.036"
"29.02.2024 22:00","0.047"
"29.02.2024 22:15","0.032"
"29.02.2024 22:30","0.033"
"29.02.2024 22:45","0.042"
"29.02.2024 23:00","0.03"
"29.02.2024 23:15","0.014"
"29.02.2024 23:30","0.011"
"29.02.2024 23:45","0.009"
