Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.08.2023;31.08.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh); Status
01.08.2023;00:00;01.08.2023;00:15;0,054;Wahrer Wert
01.08.2023;00:15;01.08.2023;00:30;0,069;Wahrer Wert
01.08.2023;00:30;01.08.2023;00:45;0,077;Wahrer Wert
01.08.2023;00:45;01.08.2023;01:00;0,069;Wahrer Wert
01.08.2023;01:00;01.08.2023;01:15;0,057;Wahrer Wert
01.08.2023;01:15;01.08.2023;01:30;0,065;Wahrer Wert
01.08.2023;01:30;01.08.2023;01:45;0,066;Wahrer Wert
01.08.2023;01:45;01.08.2023;02:00;0,078;Wahrer Wert
01.08.2023;02:00;01.08.2023;02:15;0,059;Wahrer Wert
01.08.2023;02:15;01.08.2023;02:30;0,059;Wahrer Wert
01.08.2023;02:30;01.08.2023;02:45;0,064;Wahrer Wert
01.08.2023;02:45;01.08.2023;03:00;0,085;Wahrer Wert
01.08.2023;03:00;01.08.2023;03:15;0,059;Wahrer Wert
01.08.2023;03:15;01.08.2023;03:30;0,064;Wahrer Wert
01.08.2023;03:30;01.08.2023;03:45;0,063;Wahrer Wert
01.08.2023;03:45;01.08.2023;04:00;0,079;Wahrer Wert
01.08.2023;04:00;01.08.2023;04:15;0,068;Wahrer Wert
01.08.2023;04:15;01.08.2023;04:30;0,058;Wahrer Wert
01.08.2023;04:30;01.08.2023;04:45;0,060;Wahrer Wert
01.08.2023;04:45;01.08.2023;05:00;0,073;Wahrer Wert
01.08.2023;05:00;01.08.2023;05:15;0,072;Wahrer Wert
01.08.2023;05:15;01.08.2023;05:30;0,057;Wahrer Wert
01.08.2023;05:30;01.08.2023;05:45;0,064;Wahrer Wert
01.08.2023;05:45;01.08.2023;06:00;0,054;Wahrer Wert
01.08.2023;06:00;01.08.2023;06:15;0,059;Wahrer Wert
01.08.2023;06:15;01.08.2023;06:30;0,022;Wahrer Wert
01.08.2023;06:30;01.08.2023;06:45;0,001;Wahrer Wert
01.08.2023;06:45;01.08.2023;07:00;0,000;Wahrer Wert
01.08.2023;07:00;01.08.2023;07:15;0,000;Wahrer Wert
01.08.2023;07:15;01.08.2023;07:30;0,000;Wahrer Wert
01.08.2023;07:30;01.08.2023;07:45;0,000;Wahrer Wert
01.08.2023;07:45;01.08.2023;08:00;0,000;Wahrer Wert
01.08.2023;08:00;01.08.2023;08:15;0,001;Wahrer Wert
01.08.2023;08:15;01.08.2023;08:30;0,000;Wahrer Wert
01.08.2023;08:30;01.08.2023;08:45;0,000;Wahrer Wert
01.08.2023;08:45;01.08.2023;09:00;0,002;Wahrer Wert
01.08.2023;09:00;01.08.2023;09:15;0,002;Wahrer Wert
01.08.2023;09:15;01.08.2023;09:30;0,000;Wahrer Wert
01.08.2023;09:30;01.08.2023;09:45;0,009;Wahrer Wert
01.08.2023;09:45;01.08.2023;10:00;0,025;Wahrer Wert
01.08.2023;10:00;01.08.2023;10:15;0,001;Wahrer Wert
01.08.2023;10:15;01.08.2023;10:30;0,006;Wahrer Wert
01.08.2023;10:30;01.08.2023;10:45;0,000;Wahrer Wert
01.08.2023;10:45;01.08.2023;11:00;0,000;Wahrer Wert
01.08.2023;11:00;01.08.2023;11:15;0,000;Wahrer Wert
01.08.2023;11:15;01.08.2023;11:30;0,000;Wahrer Wert
01.08.2023;11:30;01.08.2023;11:45;0,085;Wahrer Wert
01.08.2023;11:45;01.08.2023;12:00;0,447;Wahrer Wert
01.08.2023;12:00;01.08.2023;12:15;0,032;Wahrer Wert
01.08.2023;12:15;01.08.2023;12:30;0,004;Wahrer Wert
01.08.2023;12:30;01.08.2023;12:45;0,005;Wahrer Wert
01.08.2023;12:45;01.08.2023;13:00;0,000;Wahrer Wert
01.08.2023;13:00;01.08.2023;13:15;0,000;Wahrer Wert
01.08.2023;13:15;01.08.2023;13:30;0,001;Wahrer Wert
01.08.2023;13:30;01.08.2023;13:45;0,001;Wahrer Wert
01.08.2023;13:45;01.08.2023;14:00;0,008;Wahrer Wert
01.08.2023;14:00;01.08.2023;14:15;0,000;Wahrer Wert
01.08.2023;14:15;01.08.2023;14:30;0,001;Wahrer Wert
01.08.2023;14:30;01.08.2023;14:45;0,000;Wahrer Wert
01.08.2023;14:45;01.08.2023;15:00;0,016;Wahrer Wert
01.08.2023;15:00;01.08.2023;15:15;0,021;Wahrer Wert
01.08.2023;15:15;01.08.2023;15:30;0,022;Wahrer Wert
01.08.2023;15:30;01.08.2023;15:45;0,042;Wahrer Wert
01.08.2023;15:45;01.08.2023;16:00;0,097;Wahrer Wert
01.08.2023;16:00;01.08.2023;16:15;0,047;Wahrer Wert
01.08.2023;16:15;01.08.2023;16:30;0,062;Wahrer Wert
01.08.2023;16:30;01.08.2023;16:45;0,076;Wahrer Wert
01.08.2023;16:45;01.08.2023;17:00;0,091;Wahrer Wert
01.08.2023;17:00;01.08.2023;17:15;0,091;Wahrer Wert
01.08.2023;17:15;01.08.2023;17:30;0,063;Wahrer Wert
01.08.2023;17:30;01.08.2023;17:45;0,026;Wahrer Wert
01.08.2023;17:45;01.08.2023;18:00;0,155;Wahrer Wert
01.08.2023;18:00;01.08.2023;18:15;1,058;Wahrer Wert
01.08.2023;18:15;01.08.2023;18:30;0,065;Wahrer Wert
01.08.2023;18:30;01.08.2023;18:45;0,099;Wahrer Wert
01.08.2023;18:45;01.08.2023;19:00;0,077;Wahrer Wert
01.08.2023;19:00;01.08.2023;19:15;0,072;Wahrer Wert
01.08.2023;19:15;01.08.2023;19:30;0,082;Wahrer Wert
01.08.2023;19:30;01.08.2023;19:45;0,078;Wahrer Wert
01.08.2023;19:45;01.08.2023;20:00;0,072;Wahrer Wert
01.08.2023;20:00;01.08.2023;20:15;0,089;Wahrer Wert
01.08.2023;20:15;01.08.2023;20:30;0,097;Wahrer Wert
01.08.2023;20:30;01.08.2023;20:45;0,091;Wahrer Wert
01.08.2023;20:45;01.08.2023;21:00;0,081;Wahrer Wert
01.08.2023;21:00;01.08.2023;21:15;0,097;Wahrer Wert
01.08.2023;21:15;01.08.2023;21:30;0,102;Wahrer Wert
01.08.2023;21:30;01.08.2023;21:45;0,095;Wahrer Wert
01.08.2023;21:45;01.08.2023;22:00;0,078;Wahrer Wert
01.08.2023;22:00;01.08.2023;22:15;0,089;Wahrer Wert
01.08.2023;22:15;01.08.2023;22:30;0,099;Wahrer Wert
01.08.2023;22:30;01.08.2023;22:45;0,100;Wahrer Wert
01.08.2023;22:45;01.08.2023;23:00;0,073;Wahrer Wert
01.08.2023;23:00;01.08.2023;23:15;0,087;Wahrer Wert
01.08.2023;23:15;01.08.2023;23:30;0,089;Wahrer Wert
01.08.2023;23:30;01.08.2023;23:45;0,099;Wahrer Wert
01.08.2023;23:45;02.08.2023;00:00;0,074;Wahrer Wert
02.08.2023;00:00;02.08.2023;00:15;0,068;Wahrer Wert
02.08.2023;00:15;02.08.2023;00:30;0,065;Wahrer Wert
02.08.2023;00:30;02.08.2023;00:45;0,078;Wahrer Wert
02.08.2023;00:45;02.08.2023;01:00;0,061;Wahrer Wert
02.08.2023;01:00;02.08.2023;01:15;0,064;Wahrer Wert
02.08.2023;01:15;02.08.2023;01:30;0,055;Wahrer Wert
02.08.2023;01:30;02.08.2023;01:45;0,081;Wahrer Wert
02.08.2023;01:45;02.08.2023;02:00;0,068;Wahrer Wert
02.08.2023;02:00;02.08.2023;02:15;0,057;Wahrer Wert
02.08.2023;02:15;02.08.2023;02:30;0,060;Wahrer Wert
02.08.2023;02:30;02.08.2023;02:45;0,076;Wahrer Wert
02.08.2023;02:45;02.08.2023;03:00;0,070;Wahrer Wert
02.08.2023;03:00;02.08.2023;03:15;0,062;Wahrer Wert
02.08.2023;03:15;02.08.2023;03:30;0,064;Wahrer Wert
02.08.2023;03:30;02.08.2023;03:45;0,065;Wahrer Wert
02.08.2023;03:45;02.08.2023;04:00;0,083;Wahrer Wert
02.08.2023;04:00;02.08.2023;04:15;0,059;Wahrer Wert
02.08.2023;04:15;02.08.2023;04:30;0,059;Wahrer Wert
02.08.2023;04:30;02.08.2023;04:45;0,058;Wahrer Wert
02.08.2023;04:45;02.08.2023;05:00;0,085;Wahrer Wert
02.08.2023;05:00;02.08.2023;05:15;0,059;Wahrer Wert
02.08.2023;05:15;02.08.2023;05:30;0,064;Wahrer Wert
02.08.2023;05:30;02.08.2023;05:45;0,051;Wahrer Wert
02.08.2023;05:45;02.08.2023;06:00;0,069;Wahrer Wert
02.08.2023;06:00;02.08.2023;06:15;0,048;Wahrer Wert
02.08.2023;06:15;02.08.2023;06:30;0,031;Wahrer Wert
02.08.2023;06:30;02.08.2023;06:45;0,025;Wahrer Wert
02.08.2023;06:45;02.08.2023;07:00;0,018;Wahrer Wert
02.08.2023;07:00;02.08.2023;07:15;0,000;Wahrer Wert
02.08.2023;07:15;02.08.2023;07:30;0,000;Wahrer Wert
02.08.2023;07:30;02.08.2023;07:45;0,000;Wahrer Wert
02.08.2023;07:45;02.08.2023;08:00;0,000;Wahrer Wert
02.08.2023;08:00;02.08.2023;08:15;0,002;Wahrer Wert
02.08.2023;08:15;02.08.2023;08:30;0,000;Wahrer Wert
02.08.2023;08:30;02.08.2023;08:45;0,000;Wahrer Wert
02.08.2023;08:45;02.08.2023;09:00;0,000;Wahrer Wert
02.08.2023;09:00;02.08.2023;09:15;0,000;Wahrer Wert
02.08.2023;09:15;02.08.2023;09:30;0,000;Wahrer Wert
02.08.2023;09:30;02.08.2023;09:45;0,000;Wahrer Wert
02.08.2023;09:45;02.08.2023;10:00;0,000;Wahrer Wert
02.08.2023;10:00;02.08.2023;10:15;0,000;Wahrer Wert
02.08.2023;10:15;02.08.2023;10:30;0,000;Wahrer Wert
02.08.2023;10:30;02.08.2023;10:45;0,000;Wahrer Wert
02.08.2023;10:45;02.08.2023;11:00;0,000;Wahrer Wert
02.08.2023;11:00;02.08.2023;11:15;0,000;Wahrer Wert
02.08.2023;11:15;02.08.2023;11:30;0,000;Wahrer Wert
02.08.2023;11:30;02.08.2023;11:45;0,000;Wahrer Wert
02.08.2023;11:45;02.08.2023;12:00;0,000;Wahrer Wert
02.08.2023;12:00;02.08.2023;12:15;0,000;Wahrer Wert
02.08.2023;12:15;02.08.2023;12:30;0,000;Wahrer Wert
02.08.2023;12:30;02.08.2023;12:45;0,000;Wahrer Wert
02.08.2023;12:45;02.08.2023;13:00;0,235;Wahrer Wert
02.08.2023;13:00;02.08.2023;13:15;0,009;Wahrer Wert
02.08.2023;13:15;02.08.2023;13:30;0,000;Wahrer Wert
02.08.2023;13:30;02.08.2023;13:45;0,000;Wahrer Wert
02.08.2023;13:45;02.08.2023;14:00;0,000;Wahrer Wert
02.08.2023;14:00;02.08.2023;14:15;0,000;Wahrer Wert
02.08.2023;14:15;02.08.2023;14:30;0,000;Wahrer Wert
02.08.2023;14:30;02.08.2023;14:45;0,000;Wahrer Wert
02.08.2023;14:45;02.08.2023;15:00;0,000;Wahrer Wert
02.08.2023;15:00;02.08.2023;15:15;0,000;Wahrer Wert
02.08.2023;15:15;02.08.2023;15:30;0,128;Wahrer Wert
02.08.2023;15:30;02.08.2023;15:45;0,000;Wahrer Wert
02.08.2023;15:45;02.08.2023;16:00;0,000;Wahrer Wert
02.08.2023;16:00;02.08.2023;16:15;0,000;Wahrer Wert
02.08.2023;16:15;02.08.2023;16:30;0,000;Wahrer Wert
02.08.2023;16:30;02.08.2023;16:45;0,001;Wahrer Wert
02.08.2023;16:45;02.08.2023;17:00;0,003;Wahrer Wert
02.08.2023;17:00;02.08.2023;17:15;0,000;Wahrer Wert
02.08.2023;17:15;02.08.2023;17:30;0,000;Wahrer Wert
02.08.2023;17:30;02.08.2023;17:45;0,000;Wahrer Wert
02.08.2023;17:45;02.08.2023;18:00;0,000;Wahrer Wert
02.08.2023;18:00;02.08.2023;18:15;0,000;Wahrer Wert
02.08.2023;18:15;02.08.2023;18:30;0,001;Wahrer Wert
02.08.2023;18:30;02.08.2023;18:45;0,036;Wahrer Wert
02.08.2023;18:45;02.08.2023;19:00;0,000;Wahrer Wert
02.08.2023;19:00;02.08.2023;19:15;0,007;Wahrer Wert
02.08.2023;19:15;02.08.2023;19:30;0,012;Wahrer Wert
02.08.2023;19:30;02.08.2023;19:45;0,070;Wahrer Wert
02.08.2023;19:45;02.08.2023;20:00;0,075;Wahrer Wert
02.08.2023;20:00;02.08.2023;20:15;0,063;Wahrer Wert
02.08.2023;20:15;02.08.2023;20:30;0,079;Wahrer Wert
02.08.2023;20:30;02.08.2023;20:45;0,078;Wahrer Wert
02.08.2023;20:45;02.08.2023;21:00;0,120;Wahrer Wert
02.08.2023;21:00;02.08.2023;21:15;0,174;Wahrer Wert
02.08.2023;21:15;02.08.2023;21:30;0,164;Wahrer Wert
02.08.2023;21:30;02.08.2023;21:45;0,134;Wahrer Wert
02.08.2023;21:45;02.08.2023;22:00;0,092;Wahrer Wert
02.08.2023;22:00;02.08.2023;22:15;0,112;Wahrer Wert
02.08.2023;22:15;02.08.2023;22:30;0,080;Wahrer Wert
02.08.2023;22:30;02.08.2023;22:45;0,068;Wahrer Wert
02.08.2023;22:45;02.08.2023;23:00;0,063;Wahrer Wert
02.08.2023;23:00;02.08.2023;23:15;0,085;Wahrer Wert
02.08.2023;23:15;02.08.2023;23:30;0,076;Wahrer Wert
02.08.2023;23:30;02.08.2023;23:45;0,064;Wahrer Wert
02.08.2023;23:45;03.08.2023;00:00;0,068;Wahrer Wert
03.08.2023;00:00;03.08.2023;00:15;0,080;Wahrer Wert
03.08.2023;00:15;03.08.2023;00:30;0,072;Wahrer Wert
03.08.2023;00:30;03.08.2023;00:45;0,059;Wahrer Wert
03.08.2023;00:45;03.08.2023;01:00;0,072;Wahrer Wert
03.08.2023;01:00;03.08.2023;01:15;0,075;Wahrer Wert
03.08.2023;01:15;03.08.2023;01:30;0,067;Wahrer Wert
03.08.2023;01:30;03.08.2023;01:45;0,056;Wahrer Wert
03.08.2023;01:45;03.08.2023;02:00;0,076;Wahrer Wert
03.08.2023;02:00;03.08.2023;02:15;0,072;Wahrer Wert
03.08.2023;02:15;03.08.2023;02:30;0,064;Wahrer Wert
03.08.2023;02:30;03.08.2023;02:45;0,056;Wahrer Wert
03.08.2023;02:45;03.08.2023;03:00;0,087;Wahrer Wert
03.08.2023;03:00;03.08.2023;03:15;0,073;Wahrer Wert
03.08.2023;03:15;03.08.2023;03:30;0,068;Wahrer Wert
03.08.2023;03:30;03.08.2023;03:45;0,063;Wahrer Wert
03.08.2023;03:45;03.08.2023;04:00;0,083;Wahrer Wert
03.08.2023;04:00;03.08.2023;04:15;0,063;Wahrer Wert
03.08.2023;04:15;03.08.2023;04:30;0,065;Wahrer Wert
03.08.2023;04:30;03.08.2023;04:45;0,063;Wahrer Wert
03.08.2023;04:45;03.08.2023;05:00;0,077;Wahrer Wert
03.08.2023;05:00;03.08.2023;05:15;0,063;Wahrer Wert
03.08.2023;05:15;03.08.2023;05:30;0,061;Wahrer Wert
03.08.2023;05:30;03.08.2023;05:45;0,063;Wahrer Wert
03.08.2023;05:45;03.08.2023;06:00;0,065;Wahrer Wert
03.08.2023;06:00;03.08.2023;06:15;0,029;Wahrer Wert
03.08.2023;06:15;03.08.2023;06:30;0,035;Wahrer Wert
03.08.2023;06:30;03.08.2023;06:45;0,029;Wahrer Wert
03.08.2023;06:45;03.08.2023;07:00;0,012;Wahrer Wert
03.08.2023;07:00;03.08.2023;07:15;0,000;Wahrer Wert
03.08.2023;07:15;03.08.2023;07:30;0,019;Wahrer Wert
03.08.2023;07:30;03.08.2023;07:45;0,000;Wahrer Wert
03.08.2023;07:45;03.08.2023;08:00;0,056;Wahrer Wert
03.08.2023;08:00;03.08.2023;08:15;0,010;Wahrer Wert
03.08.2023;08:15;03.08.2023;08:30;0,000;Wahrer Wert
03.08.2023;08:30;03.08.2023;08:45;0,000;Wahrer Wert
03.08.2023;08:45;03.08.2023;09:00;0,050;Wahrer Wert
03.08.2023;09:00;03.08.2023;09:15;0,019;Wahrer Wert
03.08.2023;09:15;03.08.2023;09:30;0,029;Wahrer Wert
03.08.2023;09:30;03.08.2023;09:45;0,007;Wahrer Wert
03.08.2023;09:45;03.08.2023;10:00;0,003;Wahrer Wert
03.08.2023;10:00;03.08.2023;10:15;0,000;Wahrer Wert
03.08.2023;10:15;03.08.2023;10:30;0,013;Wahrer Wert
03.08.2023;10:30;03.08.2023;10:45;0,010;Wahrer Wert
03.08.2023;10:45;03.08.2023;11:00;0,356;Wahrer Wert
03.08.2023;11:00;03.08.2023;11:15;0,216;Wahrer Wert
03.08.2023;11:15;03.08.2023;11:30;0,207;Wahrer Wert
03.08.2023;11:30;03.08.2023;11:45;0,417;Wahrer Wert
03.08.2023;11:45;03.08.2023;12:00;0,209;Wahrer Wert
03.08.2023;12:00;03.08.2023;12:15;0,128;Wahrer Wert
03.08.2023;12:15;03.08.2023;12:30;0,569;Wahrer Wert
03.08.2023;12:30;03.08.2023;12:45;0,892;Wahrer Wert
03.08.2023;12:45;03.08.2023;13:00;0,089;Wahrer Wert
03.08.2023;13:00;03.08.2023;13:15;0,002;Wahrer Wert
03.08.2023;13:15;03.08.2023;13:30;0,000;Wahrer Wert
03.08.2023;13:30;03.08.2023;13:45;0,001;Wahrer Wert
03.08.2023;13:45;03.08.2023;14:00;0,010;Wahrer Wert
03.08.2023;14:00;03.08.2023;14:15;0,000;Wahrer Wert
03.08.2023;14:15;03.08.2023;14:30;0,000;Wahrer Wert
03.08.2023;14:30;03.08.2023;14:45;0,017;Wahrer Wert
03.08.2023;14:45;03.08.2023;15:00;0,002;Wahrer Wert
03.08.2023;15:00;03.08.2023;15:15;0,005;Wahrer Wert
03.08.2023;15:15;03.08.2023;15:30;0,003;Wahrer Wert
03.08.2023;15:30;03.08.2023;15:45;0,009;Wahrer Wert
03.08.2023;15:45;03.08.2023;16:00;0,000;Wahrer Wert
03.08.2023;16:00;03.08.2023;16:15;0,000;Wahrer Wert
03.08.2023;16:15;03.08.2023;16:30;0,001;Wahrer Wert
03.08.2023;16:30;03.08.2023;16:45;0,010;Wahrer Wert
03.08.2023;16:45;03.08.2023;17:00;0,010;Wahrer Wert
03.08.2023;17:00;03.08.2023;17:15;0,030;Wahrer Wert
03.08.2023;17:15;03.08.2023;17:30;0,224;Wahrer Wert
03.08.2023;17:30;03.08.2023;17:45;0,327;Wahrer Wert
03.08.2023;17:45;03.08.2023;18:00;0,385;Wahrer Wert
03.08.2023;18:00;03.08.2023;18:15;0,062;Wahrer Wert
03.08.2023;18:15;03.08.2023;18:30;0,030;Wahrer Wert
03.08.2023;18:30;03.08.2023;18:45;0,011;Wahrer Wert
03.08.2023;18:45;03.08.2023;19:00;0,045;Wahrer Wert
03.08.2023;19:00;03.08.2023;19:15;0,056;Wahrer Wert
03.08.2023;19:15;03.08.2023;19:30;0,056;Wahrer Wert
03.08.2023;19:30;03.08.2023;19:45;0,116;Wahrer Wert
03.08.2023;19:45;03.08.2023;20:00;0,137;Wahrer Wert
03.08.2023;20:00;03.08.2023;20:15;0,141;Wahrer Wert
03.08.2023;20:15;03.08.2023;20:30;0,129;Wahrer Wert
03.08.2023;20:30;03.08.2023;20:45;0,156;Wahrer Wert
03.08.2023;20:45;03.08.2023;21:00;0,130;Wahrer Wert
03.08.2023;21:00;03.08.2023;21:15;0,146;Wahrer Wert
03.08.2023;21:15;03.08.2023;21:30;0,155;Wahrer Wert
03.08.2023;21:30;03.08.2023;21:45;0,179;Wahrer Wert
03.08.2023;21:45;03.08.2023;22:00;0,148;Wahrer Wert
03.08.2023;22:00;03.08.2023;22:15;0,156;Wahrer Wert
03.08.2023;22:15;03.08.2023;22:30;0,143;Wahrer Wert
03.08.2023;22:30;03.08.2023;22:45;0,157;Wahrer Wert
03.08.2023;22:45;03.08.2023;23:00;0,094;Wahrer Wert
03.08.2023;23:00;03.08.2023;23:15;0,094;Wahrer Wert
03.08.2023;23:15;03.08.2023;23:30;0,087;Wahrer Wert
03.08.2023;23:30;03.08.2023;23:45;0,111;Wahrer Wert
03.08.2023;23:45;04.08.2023;00:00;0,076;Wahrer Wert
04.08.2023;00:00;04.08.2023;00:15;0,083;Wahrer Wert
04.08.2023;00:15;04.08.2023;00:30;0,087;Wahrer Wert
04.08.2023;00:30;04.08.2023;00:45;0,104;Wahrer Wert
04.08.2023;00:45;04.08.2023;01:00;0,079;Wahrer Wert
04.08.2023;01:00;04.08.2023;01:15;0,086;Wahrer Wert
04.08.2023;01:15;04.08.2023;01:30;0,081;Wahrer Wert
04.08.2023;01:30;04.08.2023;01:45;0,102;Wahrer Wert
04.08.2023;01:45;04.08.2023;02:00;0,087;Wahrer Wert
04.08.2023;02:00;04.08.2023;02:15;0,090;Wahrer Wert
04.08.2023;02:15;04.08.2023;02:30;0,094;Wahrer Wert
04.08.2023;02:30;04.08.2023;02:45;0,102;Wahrer Wert
04.08.2023;02:45;04.08.2023;03:00;0,065;Wahrer Wert
04.08.2023;03:00;04.08.2023;03:15;0,064;Wahrer Wert
04.08.2023;03:15;04.08.2023;03:30;0,064;Wahrer Wert
04.08.2023;03:30;04.08.2023;03:45;0,082;Wahrer Wert
04.08.2023;03:45;04.08.2023;04:00;0,068;Wahrer Wert
04.08.2023;04:00;04.08.2023;04:15;0,058;Wahrer Wert
04.08.2023;04:15;04.08.2023;04:30;0,064;Wahrer Wert
04.08.2023;04:30;04.08.2023;04:45;0,077;Wahrer Wert
04.08.2023;04:45;04.08.2023;05:00;0,070;Wahrer Wert
04.08.2023;05:00;04.08.2023;05:15;0,057;Wahrer Wert
04.08.2023;05:15;04.08.2023;05:30;0,064;Wahrer Wert
04.08.2023;05:30;04.08.2023;05:45;0,067;Wahrer Wert
04.08.2023;05:45;04.08.2023;06:00;0,075;Wahrer Wert
04.08.2023;06:00;04.08.2023;06:15;0,056;Wahrer Wert
04.08.2023;06:15;04.08.2023;06:30;0,061;Wahrer Wert
04.08.2023;06:30;04.08.2023;06:45;0,067;Wahrer Wert
04.08.2023;06:45;04.08.2023;07:00;0,076;Wahrer Wert
04.08.2023;07:00;04.08.2023;07:15;0,043;Wahrer Wert
04.08.2023;07:15;04.08.2023;07:30;0,043;Wahrer Wert
04.08.2023;07:30;04.08.2023;07:45;0,029;Wahrer Wert
04.08.2023;07:45;04.08.2023;08:00;0,018;Wahrer Wert
04.08.2023;08:00;04.08.2023;08:15;0,007;Wahrer Wert
04.08.2023;08:15;04.08.2023;08:30;0,004;Wahrer Wert
04.08.2023;08:30;04.08.2023;08:45;0,009;Wahrer Wert
04.08.2023;08:45;04.08.2023;09:00;0,015;Wahrer Wert
04.08.2023;09:00;04.08.2023;09:15;0,000;Wahrer Wert
04.08.2023;09:15;04.08.2023;09:30;0,000;Wahrer Wert
04.08.2023;09:30;04.08.2023;09:45;0,000;Wahrer Wert
04.08.2023;09:45;04.08.2023;10:00;0,122;Wahrer Wert
04.08.2023;10:00;04.08.2023;10:15;0,219;Wahrer Wert
04.08.2023;10:15;04.08.2023;10:30;0,116;Wahrer Wert
04.08.2023;10:30;04.08.2023;10:45;0,001;Wahrer Wert
04.08.2023;10:45;04.08.2023;11:00;0,012;Wahrer Wert
04.08.2023;11:00;04.08.2023;11:15;0,072;Wahrer Wert
04.08.2023;11:15;04.08.2023;11:30;0,000;Wahrer Wert
04.08.2023;11:30;04.08.2023;11:45;0,004;Wahrer Wert
04.08.2023;11:45;04.08.2023;12:00;0,000;Wahrer Wert
04.08.2023;12:00;04.08.2023;12:15;0,000;Wahrer Wert
04.08.2023;12:15;04.08.2023;12:30;0,018;Wahrer Wert
04.08.2023;12:30;04.08.2023;12:45;0,036;Wahrer Wert
04.08.2023;12:45;04.08.2023;13:00;0,000;Wahrer Wert
04.08.2023;13:00;04.08.2023;13:15;0,000;Wahrer Wert
04.08.2023;13:15;04.08.2023;13:30;0,000;Wahrer Wert
04.08.2023;13:30;04.08.2023;13:45;0,000;Wahrer Wert
04.08.2023;13:45;04.08.2023;14:00;0,000;Wahrer Wert
04.08.2023;14:00;04.08.2023;14:15;0,002;Wahrer Wert
04.08.2023;14:15;04.08.2023;14:30;0,034;Wahrer Wert
04.08.2023;14:30;04.08.2023;14:45;0,025;Wahrer Wert
04.08.2023;14:45;04.08.2023;15:00;0,112;Wahrer Wert
04.08.2023;15:00;04.08.2023;15:15;0,032;Wahrer Wert
04.08.2023;15:15;04.08.2023;15:30;0,004;Wahrer Wert
04.08.2023;15:30;04.08.2023;15:45;0,009;Wahrer Wert
04.08.2023;15:45;04.08.2023;16:00;0,082;Wahrer Wert
04.08.2023;16:00;04.08.2023;16:15;0,031;Wahrer Wert
04.08.2023;16:15;04.08.2023;16:30;0,000;Wahrer Wert
04.08.2023;16:30;04.08.2023;16:45;0,000;Wahrer Wert
04.08.2023;16:45;04.08.2023;17:00;0,001;Wahrer Wert
04.08.2023;17:00;04.08.2023;17:15;0,271;Wahrer Wert
04.08.2023;17:15;04.08.2023;17:30;0,812;Wahrer Wert
04.08.2023;17:30;04.08.2023;17:45;0,000;Wahrer Wert
04.08.2023;17:45;04.08.2023;18:00;0,000;Wahrer Wert
04.08.2023;18:00;04.08.2023;18:15;0,000;Wahrer Wert
04.08.2023;18:15;04.08.2023;18:30;0,000;Wahrer Wert
04.08.2023;18:30;04.08.2023;18:45;0,129;Wahrer Wert
04.08.2023;18:45;04.08.2023;19:00;0,067;Wahrer Wert
04.08.2023;19:00;04.08.2023;19:15;0,173;Wahrer Wert
04.08.2023;19:15;04.08.2023;19:30;0,131;Wahrer Wert
04.08.2023;19:30;04.08.2023;19:45;0,139;Wahrer Wert
04.08.2023;19:45;04.08.2023;20:00;0,140;Wahrer Wert
04.08.2023;20:00;04.08.2023;20:15;0,174;Wahrer Wert
04.08.2023;20:15;04.08.2023;20:30;0,172;Wahrer Wert
04.08.2023;20:30;04.08.2023;20:45;0,186;Wahrer Wert
04.08.2023;20:45;04.08.2023;21:00;0,181;Wahrer Wert
04.08.2023;21:00;04.08.2023;21:15;0,204;Wahrer Wert
04.08.2023;21:15;04.08.2023;21:30;0,167;Wahrer Wert
04.08.2023;21:30;04.08.2023;21:45;0,155;Wahrer Wert
04.08.2023;21:45;04.08.2023;22:00;0,146;Wahrer Wert
04.08.2023;22:00;04.08.2023;22:15;0,156;Wahrer Wert
04.08.2023;22:15;04.08.2023;22:30;0,097;Wahrer Wert
04.08.2023;22:30;04.08.2023;22:45;0,096;Wahrer Wert
04.08.2023;22:45;04.08.2023;23:00;0,081;Wahrer Wert
04.08.2023;23:00;04.08.2023;23:15;0,094;Wahrer Wert
04.08.2023;23:15;04.08.2023;23:30;0,072;Wahrer Wert
04.08.2023;23:30;04.08.2023;23:45;0,068;Wahrer Wert
04.08.2023;23:45;05.08.2023;00:00;0,058;Wahrer Wert
05.08.2023;00:00;05.08.2023;00:15;0,076;Wahrer Wert
05.08.2023;00:15;05.08.2023;00:30;0,073;Wahrer Wert
05.08.2023;00:30;05.08.2023;00:45;0,065;Wahrer Wert
05.08.2023;00:45;05.08.2023;01:00;0,060;Wahrer Wert
05.08.2023;01:00;05.08.2023;01:15;0,068;Wahrer Wert
05.08.2023;01:15;05.08.2023;01:30;0,078;Wahrer Wert
05.08.2023;01:30;05.08.2023;01:45;0,062;Wahrer Wert
05.08.2023;01:45;05.08.2023;02:00;0,058;Wahrer Wert
05.08.2023;02:00;05.08.2023;02:15;0,066;Wahrer Wert
05.08.2023;02:15;05.08.2023;02:30;0,081;Wahrer Wert
05.08.2023;02:30;05.08.2023;02:45;0,058;Wahrer Wert
