Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;21.05.2023 05:45:00;21.05.2023 05:59:59;0,003
;;;21.05.2023 06:00:00;21.05.2023 06:14:59;0,002
;;;21.05.2023 06:15:00;21.05.2023 06:29:59;0,002
;;;21.05.2023 06:30:00;21.05.2023 06:44:59;0,005
;;;21.05.2023 06:45:00;21.05.2023 06:59:59;0,003
;;;21.05.2023 07:00:00;21.05.2023 07:14:59;0,002
;;;21.05.2023 07:15:00;21.05.2023 07:29:59;0,002
;;;21.05.2023 07:30:00;21.05.2023 07:44:59;0,004
;;;21.05.2023 07:45:00;21.05.2023 07:59:59;0,002
;;;21.05.2023 08:00:00;21.05.2023 08:14:59;0,004
;;;21.05.2023 08:15:00;21.05.2023 08:29:59;0,002
;;;21.05.2023 08:30:00;21.05.2023 08:44:59;0,002
;;;21.05.2023 08:45:00;21.05.2023 08:59:59;0,003
;;;21.05.2023 09:00:00;21.05.2023 09:14:59;0,002
;;;21.05.2023 09:15:00;21.05.2023 09:29:59;0,002
;;;21.05.2023 09:30:00;21.05.2023 09:44:59;0,001
;;;21.05.2023 09:45:00;21.05.2023 09:59:59;0,002
;;;21.05.2023 10:00:00;21.05.2023 10:14:59;0,003
;;;21.05.2023 10:15:00;21.05.2023 10:29:59;0,004
;;;21.05.2023 10:30:00;21.05.2023 10:44:59;0,001
;;;21.05.2023 10:45:00;21.05.2023 10:59:59;0
;;;21.05.2023 11:00:00;21.05.2023 11:14:59;0,002
;;;21.05.2023 11:15:00;21.05.2023 11:29:59;0,003
;;;21.05.2023 11:30:00;21.05.2023 11:44:59;0
;;;21.05.2023 11:45:00;21.05.2023 11:59:59;0,001
;;;21.05.2023 12:00:00;21.05.2023 12:14:59;0
;;;21.05.2023 12:15:00;21.05.2023 12:29:59;0,003
;;;21.05.2023 12:30:00;21.05.2023 12:44:59;0
;;;21.05.2023 12:45:00;21.05.2023 12:59:59;0,003
;;;21.05.2023 13:00:00;21.05.2023 13:14:59;0
;;;21.05.2023 13:15:00;21.05.2023 13:29:59;0
;;;21.05.2023 13:30:00;21.05.2023 13:44:59;0
;;;21.05.2023 13:45:00;21.05.2023 13:59:59;0,005
;;;21.05.2023 14:00:00;21.05.2023 14:14:59;0,126
;;;21.05.2023 14:15:00;21.05.2023 14:29:59;0,457
;;;21.05.2023 14:30:00;21.05.2023 14:44:59;0,815
;;;21.05.2023 14:45:00;21.05.2023 14:59:59;0,321
;;;21.05.2023 15:00:00;21.05.2023 15:14:59;0
;;;21.05.2023 15:15:00;21.05.2023 15:29:59;0,004
;;;21.05.2023 15:30:00;21.05.2023 15:44:59;0,31
;;;21.05.2023 15:45:00;21.05.2023 15:59:59;0,521
;;;21.05.2023 16:00:00;21.05.2023 16:14:59;0,111
;;;21.05.2023 16:15:00;21.05.2023 16:29:59;0,026
;;;21.05.2023 16:30:00;21.05.2023 16:44:59;0,006
;;;21.05.2023 16:45:00;21.05.2023 16:59:59;0,01
;;;21.05.2023 17:00:00;21.05.2023 17:14:59;0,036
;;;21.05.2023 17:15:00;21.05.2023 17:29:59;0,045
;;;21.05.2023 17:30:00;21.05.2023 17:44:59;0,051
;;;21.05.2023 17:45:00;21.05.2023 17:59:59;0,499
;;;21.05.2023 18:00:00;21.05.2023 18:14:59;0,152
;;;21.05.2023 18:15:00;21.05.2023 18:29:59;0
;;;21.05.2023 18:30:00;21.05.2023 18:44:59;0
;;;21.05.2023 18:45:00;21.05.2023 18:59:59;0
;;;21.05.2023 19:00:00;21.05.2023 19:14:59;0,001
;;;21.05.2023 19:15:00;21.05.2023 19:29:59;0,001
;;;21.05.2023 19:30:00;21.05.2023 19:44:59;0,001
;;;21.05.2023 19:45:00;21.05.2023 19:59:59;0
;;;21.05.2023 20:00:00;21.05.2023 20:14:59;0,002
;;;21.05.2023 20:15:00;21.05.2023 20:29:59;0,002
;;;21.05.2023 20:30:00;21.05.2023 20:44:59;0,003
;;;21.05.2023 20:45:00;21.05.2023 20:59:59;0,003
;;;21.05.2023 21:00:00;21.05.2023 21:14:59;0
;;;21.05.2023 21:15:00;21.05.2023 21:29:59;0
;;;21.05.2023 21:30:00;21.05.2023 21:44:59;0
;;;21.05.2023 21:45:00;21.05.2023 21:59:59;0
;;;21.05.2023 22:00:00;21.05.2023 22:14:59;0,001
;;;21.05.2023 22:15:00;21.05.2023 22:29:59;0
;;;21.05.2023 22:30:00;21.05.2023 22:44:59;0
;;;21.05.2023 22:45:00;21.05.2023 22:59:59;0
;;;21.05.2023 23:00:00;21.05.2023 23:14:59;0,001
;;;21.05.2023 23:15:00;21.05.2023 23:29:59;0,001
;;;21.05.2023 23:30:00;21.05.2023 23:44:59;0,004
;;;21.05.2023 23:45:00;21.05.2023 23:59:59;0,001
;;;22.05.2023 00:00:00;22.05.2023 00:14:59;0,005
;;;22.05.2023 00:15:00;22.05.2023 00:29:59;0,002
;;;22.05.2023 00:30:00;22.05.2023 00:44:59;0,003
;;;22.05.2023 00:45:00;22.05.2023 00:59:59;0,005
;;;22.05.2023 01:00:00;22.05.2023 01:14:59;0,002
;;;22.05.2023 01:15:00;22.05.2023 01:29:59;0,001
;;;22.05.2023 01:30:00;22.05.2023 01:44:59;0,003
;;;22.05.2023 01:45:00;22.05.2023 01:59:59;0,005
;;;22.05.2023 02:00:00;22.05.2023 02:14:59;0,001
;;;22.05.2023 02:15:00;22.05.2023 02:29:59;0,001
;;;22.05.2023 02:30:00;22.05.2023 02:44:59;0,002
;;;22.05.2023 02:45:00;22.05.2023 02:59:59;0,006
;;;22.05.2023 03:00:00;22.05.2023 03:14:59;0,003
;;;22.05.2023 03:15:00;22.05.2023 03:29:59;0,003
;;;22.05.2023 03:30:00;22.05.2023 03:44:59;0,003
;;;22.05.2023 03:45:00;22.05.2023 03:59:59;0,004
;;;22.05.2023 04:00:00;22.05.2023 04:14:59;0,004
;;;22.05.2023 04:15:00;22.05.2023 04:29:59;0,002
;;;22.05.2023 04:30:00;22.05.2023 04:44:59;0,003
;;;22.05.2023 04:45:00;22.05.2023 04:59:59;0,004
;;;22.05.2023 05:00:00;22.05.2023 05:14:59;0,002
;;;22.05.2023 05:15:00;22.05.2023 05:29:59;0,005
;;;22.05.2023 05:30:00;22.05.2023 05:44:59;0,004
;;;22.05.2023 05:45:00;22.05.2023 05:59:59;0,005
;;;22.05.2023 06:00:00;22.05.2023 06:14:59;0,006
;;;22.05.2023 06:15:00;22.05.2023 06:29:59;0,002
;;;22.05.2023 06:30:00;22.05.2023 06:44:59;0,103
;;;22.05.2023 06:45:00;22.05.2023 06:59:59;0,027
;;;22.05.2023 07:00:00;22.05.2023 07:14:59;0,006
;;;22.05.2023 07:15:00;22.05.2023 07:29:59;0,065
;;;22.05.2023 07:30:00;22.05.2023 07:44:59;0,17
;;;22.05.2023 07:45:00;22.05.2023 07:59:59;0,263
;;;22.05.2023 08:00:00;22.05.2023 08:14:59;0,284
;;;22.05.2023 08:15:00;22.05.2023 08:29:59;0,282
;;;22.05.2023 08:30:00;22.05.2023 08:44:59;0,24
;;;22.05.2023 08:45:00;22.05.2023 08:59:59;0,224
;;;22.05.2023 09:00:00;22.05.2023 09:14:59;0,222
;;;22.05.2023 09:15:00;22.05.2023 09:29:59;0,06
;;;22.05.2023 09:30:00;22.05.2023 09:44:59;0
;;;22.05.2023 09:45:00;22.05.2023 09:59:59;0
;;;22.05.2023 10:00:00;22.05.2023 10:14:59;0,029
;;;22.05.2023 10:15:00;22.05.2023 10:29:59;0
;;;22.05.2023 10:30:00;22.05.2023 10:44:59;0
;;;22.05.2023 10:45:00;22.05.2023 10:59:59;0
;;;22.05.2023 11:00:00;22.05.2023 11:14:59;0,002
;;;22.05.2023 11:15:00;22.05.2023 11:29:59;0
;;;22.05.2023 11:30:00;22.05.2023 11:44:59;0
;;;22.05.2023 11:45:00;22.05.2023 11:59:59;0
;;;22.05.2023 12:00:00;22.05.2023 12:14:59;0,002
;;;22.05.2023 12:15:00;22.05.2023 12:29:59;0
;;;22.05.2023 12:30:00;22.05.2023 12:44:59;0
;;;22.05.2023 12:45:00;22.05.2023 12:59:59;0
;;;22.05.2023 13:00:00;22.05.2023 13:14:59;0,265
;;;22.05.2023 13:15:00;22.05.2023 13:29:59;0,664
;;;22.05.2023 13:30:00;22.05.2023 13:44:59;0,144
;;;22.05.2023 13:45:00;22.05.2023 13:59:59;0
;;;22.05.2023 14:00:00;22.05.2023 14:14:59;0,001
;;;22.05.2023 14:15:00;22.05.2023 14:29:59;0
;;;22.05.2023 14:30:00;22.05.2023 14:44:59;0
;;;22.05.2023 14:45:00;22.05.2023 14:59:59;0
;;;22.05.2023 15:00:00;22.05.2023 15:14:59;0
;;;22.05.2023 15:15:00;22.05.2023 15:29:59;0
;;;22.05.2023 15:30:00;22.05.2023 15:44:59;0,002
;;;22.05.2023 15:45:00;22.05.2023 15:59:59;0,045
;;;22.05.2023 16:00:00;22.05.2023 16:14:59;0,025
;;;22.05.2023 16:15:00;22.05.2023 16:29:59;0
;;;22.05.2023 16:30:00;22.05.2023 16:44:59;0
;;;22.05.2023 16:45:00;22.05.2023 16:59:59;0,003
;;;22.05.2023 17:00:00;22.05.2023 17:14:59;0
;;;22.05.2023 17:15:00;22.05.2023 17:29:59;0
;;;22.05.2023 17:30:00;22.05.2023 17:44:59;0
;;;22.05.2023 17:45:00;22.05.2023 17:59:59;0
;;;22.05.2023 18:00:00;22.05.2023 18:14:59;0,149
;;;22.05.2023 18:15:00;22.05.2023 18:29:59;0,063
;;;22.05.2023 18:30:00;22.05.2023 18:44:59;0,034
;;;22.05.2023 18:45:00;22.05.2023 18:59:59;0,011
;;;22.05.2023 19:00:00;22.05.2023 19:14:59;0,001
;;;22.05.2023 19:15:00;22.05.2023 19:29:59;0,002
;;;22.05.2023 19:30:00;22.05.2023 19:44:59;0
;;;22.05.2023 19:45:00;22.05.2023 19:59:59;0
;;;22.05.2023 20:00:00;22.05.2023 20:14:59;0,003
;;;22.05.2023 20:15:00;22.05.2023 20:29:59;0
;;;22.05.2023 20:30:00;22.05.2023 20:44:59;0,001
;;;22.05.2023 20:45:00;22.05.2023 20:59:59;0,328
;;;22.05.2023 21:00:00;22.05.2023 21:14:59;0,039
;;;22.05.2023 21:15:00;22.05.2023 21:29:59;0,002
;;;22.05.2023 21:30:00;22.05.2023 21:44:59;0
;;;22.05.2023 21:45:00;22.05.2023 21:59:59;0
;;;22.05.2023 22:00:00;22.05.2023 22:14:59;0
;;;22.05.2023 22:15:00;22.05.2023 22:29:59;0,002
;;;22.05.2023 22:30:00;22.05.2023 22:44:59;0,187
;;;22.05.2023 22:45:00;22.05.2023 22:59:59;0,001
;;;22.05.2023 23:00:00;22.05.2023 23:14:59;0
;;;22.05.2023 23:15:00;22.05.2023 23:29:59;0,002
;;;22.05.2023 23:30:00;22.05.2023 23:44:59;0,004
;;;22.05.2023 23:45:00;22.05.2023 23:59:59;0,004
;;;23.05.2023 00:00:00;23.05.2023 00:14:59;0,001
;;;23.05.2023 00:15:00;23.05.2023 00:29:59;0,002
;;;23.05.2023 00:30:00;23.05.2023 00:44:59;0,002
;;;23.05.2023 00:45:00;23.05.2023 00:59:59;0,002
;;;23.05.2023 01:00:00;23.05.2023 01:14:59;0,002
;;;23.05.2023 01:15:00;23.05.2023 01:29:59;0,002
;;;23.05.2023 01:30:00;23.05.2023 01:44:59;0,003
;;;23.05.2023 01:45:00;23.05.2023 01:59:59;0,002
;;;23.05.2023 02:00:00;23.05.2023 02:14:59;0,003
;;;23.05.2023 02:15:00;23.05.2023 02:29:59;0,003
;;;23.05.2023 02:30:00;23.05.2023 02:44:59;0,003
;;;23.05.2023 02:45:00;23.05.2023 02:59:59;0,005
;;;23.05.2023 03:00:00;23.05.2023 03:14:59;0,002
;;;23.05.2023 03:15:00;23.05.2023 03:29:59;0,002
;;;23.05.2023 03:30:00;23.05.2023 03:44:59;0,003
;;;23.05.2023 03:45:00;23.05.2023 03:59:59;0,002
;;;23.05.2023 04:00:00;23.05.2023 04:14:59;0,003
;;;23.05.2023 04:15:00;23.05.2023 04:29:59;0,002
;;;23.05.2023 04:30:00;23.05.2023 04:44:59;0,002
;;;23.05.2023 04:45:00;23.05.2023 04:59:59;0
;;;23.05.2023 05:00:00;23.05.2023 05:14:59;0,005
;;;23.05.2023 05:15:00;23.05.2023 05:29:59;0
;;;23.05.2023 05:30:00;23.05.2023 05:44:59;0,002
;;;23.05.2023 05:45:00;23.05.2023 05:59:59;0,001
;;;23.05.2023 06:00:00;23.05.2023 06:14:59;0,003
;;;23.05.2023 06:15:00;23.05.2023 06:29:59;0,001
;;;23.05.2023 06:30:00;23.05.2023 06:44:59;0,097
;;;23.05.2023 06:45:00;23.05.2023 06:59:59;0,029
;;;23.05.2023 07:00:00;23.05.2023 07:14:59;0,007
;;;23.05.2023 07:15:00;23.05.2023 07:29:59;0,004
;;;23.05.2023 07:30:00;23.05.2023 07:44:59;0
;;;23.05.2023 07:45:00;23.05.2023 07:59:59;0,002
;;;23.05.2023 08:00:00;23.05.2023 08:14:59;0,002
;;;23.05.2023 08:15:00;23.05.2023 08:29:59;0,001
;;;23.05.2023 08:30:00;23.05.2023 08:44:59;0
;;;23.05.2023 08:45:00;23.05.2023 08:59:59;0
;;;23.05.2023 09:00:00;23.05.2023 09:14:59;0,001
;;;23.05.2023 09:15:00;23.05.2023 09:29:59;0
;;;23.05.2023 09:30:00;23.05.2023 09:44:59;0,021
;;;23.05.2023 09:45:00;23.05.2023 09:59:59;0,022
;;;23.05.2023 10:00:00;23.05.2023 10:14:59;0,012
;;;23.05.2023 10:15:00;23.05.2023 10:29:59;0,089
;;;23.05.2023 10:30:00;23.05.2023 10:44:59;0,032
;;;23.05.2023 10:45:00;23.05.2023 10:59:59;0
;;;23.05.2023 11:00:00;23.05.2023 11:14:59;0
;;;23.05.2023 11:15:00;23.05.2023 11:29:59;0,322
;;;23.05.2023 11:30:00;23.05.2023 11:44:59;0,21
;;;23.05.2023 11:45:00;23.05.2023 11:59:59;0,103
;;;23.05.2023 12:00:00;23.05.2023 12:14:59;0,002
;;;23.05.2023 12:15:00;23.05.2023 12:29:59;0,004
;;;23.05.2023 12:30:00;23.05.2023 12:44:59;0,005
;;;23.05.2023 12:45:00;23.05.2023 12:59:59;0,002
;;;23.05.2023 13:00:00;23.05.2023 13:14:59;0,099
;;;23.05.2023 13:15:00;23.05.2023 13:29:59;0,52
;;;23.05.2023 13:30:00;23.05.2023 13:44:59;0,117
;;;23.05.2023 13:45:00;23.05.2023 13:59:59;0
;;;23.05.2023 14:00:00;23.05.2023 14:14:59;0,171
;;;23.05.2023 14:15:00;23.05.2023 14:29:59;0,022
;;;23.05.2023 14:30:00;23.05.2023 14:44:59;0,017
;;;23.05.2023 14:45:00;23.05.2023 14:59:59;0
;;;23.05.2023 15:00:00;23.05.2023 15:14:59;0,001
;;;23.05.2023 15:15:00;23.05.2023 15:29:59;0
;;;23.05.2023 15:30:00;23.05.2023 15:44:59;0,006
;;;23.05.2023 15:45:00;23.05.2023 15:59:59;0
;;;23.05.2023 16:00:00;23.05.2023 16:14:59;0
;;;23.05.2023 16:15:00;23.05.2023 16:29:59;0
;;;23.05.2023 16:30:00;23.05.2023 16:44:59;0
;;;23.05.2023 16:45:00;23.05.2023 16:59:59;0
;;;23.05.2023 17:00:00;23.05.2023 17:14:59;0,001
;;;23.05.2023 17:15:00;23.05.2023 17:29:59;0,002
;;;23.05.2023 17:30:00;23.05.2023 17:44:59;0
;;;23.05.2023 17:45:00;23.05.2023 17:59:59;0
;;;23.05.2023 18:00:00;23.05.2023 18:14:59;0
;;;23.05.2023 18:15:00;23.05.2023 18:29:59;0,338
;;;23.05.2023 18:30:00;23.05.2023 18:44:59;0,289
;;;23.05.2023 18:45:00;23.05.2023 18:59:59;0,28
;;;23.05.2023 19:00:00;23.05.2023 19:14:59;0,229
;;;23.05.2023 19:15:00;23.05.2023 19:29:59;0
;;;23.05.2023 19:30:00;23.05.2023 19:44:59;0
;;;23.05.2023 19:45:00;23.05.2023 19:59:59;0,001
;;;23.05.2023 20:00:00;23.05.2023 20:14:59;0
;;;23.05.2023 20:15:00;23.05.2023 20:29:59;0,003
;;;23.05.2023 20:30:00;23.05.2023 20:44:59;0,006
;;;23.05.2023 20:45:00;23.05.2023 20:59:59;0,002
;;;23.05.2023 21:00:00;23.05.2023 21:14:59;0
;;;23.05.2023 21:15:00;23.05.2023 21:29:59;0,171
;;;23.05.2023 21:30:00;23.05.2023 21:44:59;0,2
;;;23.05.2023 21:45:00;23.05.2023 21:59:59;0,081
;;;23.05.2023 22:00:00;23.05.2023 22:14:59;0,099
;;;23.05.2023 22:15:00;23.05.2023 22:29:59;0,146
;;;23.05.2023 22:30:00;23.05.2023 22:44:59;0,29
;;;23.05.2023 22:45:00;23.05.2023 22:59:59;0,348
;;;23.05.2023 23:00:00;23.05.2023 23:14:59;0,387
;;;23.05.2023 23:15:00;23.05.2023 23:29:59;0,314
;;;23.05.2023 23:30:00;23.05.2023 23:44:59;0,289
;;;23.05.2023 23:45:00;23.05.2023 23:59:59;0,203
;;;24.05.2023 00:00:00;24.05.2023 00:14:59;0,046
;;;24.05.2023 00:15:00;24.05.2023 00:29:59;0,037
;;;24.05.2023 00:30:00;24.05.2023 00:44:59;0,043
;;;24.05.2023 00:45:00;24.05.2023 00:59:59;0,058
;;;24.05.2023 01:00:00;24.05.2023 01:14:59;0,045
;;;24.05.2023 01:15:00;24.05.2023 01:29:59;0,038
;;;24.05.2023 01:30:00;24.05.2023 01:44:59;0,047
;;;24.05.2023 01:45:00;24.05.2023 01:59:59;0,048
;;;24.05.2023 02:00:00;24.05.2023 02:14:59;0,032
;;;24.05.2023 02:15:00;24.05.2023 02:29:59;0,039
;;;24.05.2023 02:30:00;24.05.2023 02:44:59;0,051
;;;24.05.2023 02:45:00;24.05.2023 02:59:59;0,047
;;;24.05.2023 03:00:00;24.05.2023 03:14:59;0,041
;;;24.05.2023 03:15:00;24.05.2023 03:29:59;0,031
;;;24.05.2023 03:30:00;24.05.2023 03:44:59;0,045
;;;24.05.2023 03:45:00;24.05.2023 03:59:59;0,043
;;;24.05.2023 04:00:00;24.05.2023 04:14:59;0,041
;;;24.05.2023 04:15:00;24.05.2023 04:29:59;0,043
;;;24.05.2023 04:30:00;24.05.2023 04:44:59;0,051
;;;24.05.2023 04:45:00;24.05.2023 04:59:59;0,041
;;;24.05.2023 05:00:00;24.05.2023 05:14:59;0,03
;;;24.05.2023 05:15:00;24.05.2023 05:29:59;0,045
;;;24.05.2023 05:30:00;24.05.2023 05:44:59;0,053
;;;24.05.2023 05:45:00;24.05.2023 05:59:59;0,048
;;;24.05.2023 06:00:00;24.05.2023 06:14:59;0,042
;;;24.05.2023 06:15:00;24.05.2023 06:29:59;0,025
;;;24.05.2023 06:30:00;24.05.2023 06:44:59;0,182
;;;24.05.2023 06:45:00;24.05.2023 06:59:59;0,059
;;;24.05.2023 07:00:00;24.05.2023 07:14:59;0,062
;;;24.05.2023 07:15:00;24.05.2023 07:29:59;0,073
;;;24.05.2023 07:30:00;24.05.2023 07:44:59;0,081
;;;24.05.2023 07:45:00;24.05.2023 07:59:59;0,04
;;;24.05.2023 08:00:00;24.05.2023 08:14:59;0,049
;;;24.05.2023 08:15:00;24.05.2023 08:29:59;0,053
;;;24.05.2023 08:30:00;24.05.2023 08:44:59;0,053
;;;24.05.2023 08:45:00;24.05.2023 08:59:59;0,021
;;;24.05.2023 09:00:00;24.05.2023 09:14:59;0,007
;;;24.05.2023 09:15:00;24.05.2023 09:29:59;0,042
;;;24.05.2023 09:30:00;24.05.2023 09:44:59;0,042
;;;24.05.2023 09:45:00;24.05.2023 09:59:59;0,018
;;;24.05.2023 10:00:00;24.05.2023 10:14:59;0,029
;;;24.05.2023 10:15:00;24.05.2023 10:29:59;0,021
;;;24.05.2023 10:30:00;24.05.2023 10:44:59;0,011
;;;24.05.2023 10:45:00;24.05.2023 10:59:59;0,014
;;;24.05.2023 11:00:00;24.05.2023 11:14:59;0,041
;;;24.05.2023 11:15:00;24.05.2023 11:29:59;0,027
;;;24.05.2023 11:30:00;24.05.2023 11:44:59;0,015
;;;24.05.2023 11:45:00;24.05.2023 11:59:59;0,006
;;;24.05.2023 12:00:00;24.05.2023 12:14:59;0,002
;;;24.05.2023 12:15:00;24.05.2023 12:29:59;0,005
;;;24.05.2023 12:30:00;24.05.2023 12:44:59;0,033
;;;24.05.2023 12:45:00;24.05.2023 12:59:59;0,006
;;;24.05.2023 13:00:00;24.05.2023 13:14:59;0,341
;;;24.05.2023 13:15:00;24.05.2023 13:29:59;0,701
;;;24.05.2023 13:30:00;24.05.2023 13:44:59;0,011
;;;24.05.2023 13:45:00;24.05.2023 13:59:59;0,001
;;;24.05.2023 14:00:00;24.05.2023 14:14:59;0,002
;;;24.05.2023 14:15:00;24.05.2023 14:29:59;0
;;;24.05.2023 14:30:00;24.05.2023 14:44:59;0,004
;;;24.05.2023 14:45:00;24.05.2023 14:59:59;0,001
;;;24.05.2023 15:00:00;24.05.2023 15:14:59;0
;;;24.05.2023 15:15:00;24.05.2023 15:29:59;0
;;;24.05.2023 15:30:00;24.05.2023 15:44:59;0,089
;;;24.05.2023 15:45:00;24.05.2023 15:59:59;0,004
;;;24.05.2023 16:00:00;24.05.2023 16:14:59;0,021
;;;24.05.2023 16:15:00;24.05.2023 16:29:59;0,049
;;;24.05.2023 16:30:00;24.05.2023 16:44:59;0,078
;;;24.05.2023 16:45:00;24.05.2023 16:59:59;0,029
;;;24.05.2023 17:00:00;24.05.2023 17:14:59;0,046
;;;24.05.2023 17:15:00;24.05.2023 17:29:59;0,048
;;;24.05.2023 17:30:00;24.05.2023 17:44:59;0,608
;;;24.05.2023 17:45:00;24.05.2023 17:59:59;0,383
;;;24.05.2023 18:00:00;24.05.2023 18:14:59;0,087
;;;24.05.2023 18:15:00;24.05.2023 18:29:59;0,271
;;;24.05.2023 18:30:00;24.05.2023 18:44:59;0,243
;;;24.05.2023 18:45:00;24.05.2023 18:59:59;0,127
;;;24.05.2023 19:00:00;24.05.2023 19:14:59;0,107
;;;24.05.2023 19:15:00;24.05.2023 19:29:59;0,262
;;;24.05.2023 19:30:00;24.05.2023 19:44:59;0,081
;;;24.05.2023 19:45:00;24.05.2023 19:59:59;0,094
;;;24.05.2023 20:00:00;24.05.2023 20:14:59;0,078
;;;24.05.2023 20:15:00;24.05.2023 20:29:59;0,07
;;;24.05.2023 20:30:00;24.05.2023 20:44:59;0,073
;;;24.05.2023 20:45:00;24.05.2023 20:59:59;0,097
;;;24.05.2023 21:00:00;24.05.2023 21:14:59;0,112
;;;24.05.2023 21:15:00;24.05.2023 21:29:59;0,094
;;;24.05.2023 21:30:00;24.05.2023 21:44:59;0,085
;;;24.05.2023 21:45:00;24.05.2023 21:59:59;0,105
;;;24.05.2023 22:00:00;24.05.2023 22:14:59;0,087
;;;24.05.2023 22:15:00;24.05.2023 22:29:59;0,082
;;;24.05.2023 22:30:00;24.05.2023 22:44:59;0,337
;;;24.05.2023 22:45:00;24.05.2023 22:59:59;0,485
;;;24.05.2023 23:00:00;24.05.2023 23:14:59;0,459
;;;24.05.2023 23:15:00;24.05.2023 23:29:59;0,419
;;;24.05.2023 23:30:00;24.05.2023 23:44:59;0,43
;;;24.05.2023 23:45:00;24.05.2023 23:59:59;0,414
;;;25.05.2023 00:00:00;25.05.2023 00:14:59;0,37
;;;25.05.2023 00:15:00;25.05.2023 00:29:59;0,344
;;;25.05.2023 00:30:00;25.05.2023 00:44:59;0,335
;;;25.05.2023 00:45:00;25.05.2023 00:59:59;0,339
;;;25.05.2023 01:00:00;25.05.2023 01:14:59;0,271
;;;25.05.2023 01:15:00;25.05.2023 01:29:59;0,278
;;;25.05.2023 01:30:00;25.05.2023 01:44:59;0,292
;;;25.05.2023 01:45:00;25.05.2023 01:59:59;0,277
;;;25.05.2023 02:00:00;25.05.2023 02:14:59;0,236
;;;25.05.2023 02:15:00;25.05.2023 02:29:59;0,24
;;;25.05.2023 02:30:00;25.05.2023 02:44:59;0,245
;;;25.05.2023 02:45:00;25.05.2023 02:59:59;0,244
;;;25.05.2023 03:00:00;25.05.2023 03:14:59;0,242
;;;25.05.2023 03:15:00;25.05.2023 03:29:59;0,231
;;;25.05.2023 03:30:00;25.05.2023 03:44:59;0,224
;;;25.05.2023 03:45:00;25.05.2023 03:59:59;0,211
;;;25.05.2023 04:00:00;25.05.2023 04:14:59;0,206
;;;25.05.2023 04:15:00;25.05.2023 04:29:59;0,219
;;;25.05.2023 04:30:00;25.05.2023 04:44:59;0,232
;;;25.05.2023 04:45:00;25.05.2023 04:59:59;0,213
;;;25.05.2023 05:00:00;25.05.2023 05:14:59;0,212
;;;25.05.2023 05:15:00;25.05.2023 05:29:59;0,191
;;;25.05.2023 05:30:00;25.05.2023 05:44:59;0,198
;;;25.05.2023 05:45:00;25.05.2023 05:59:59;0,185
;;;25.05.2023 06:00:00;25.05.2023 06:14:59;0,201
;;;25.05.2023 06:15:00;25.05.2023 06:29:59;0,193
;;;25.05.2023 06:30:00;25.05.2023 06:44:59;0,163
;;;25.05.2023 06:45:00;25.05.2023 06:59:59;0,054
;;;25.05.2023 07:00:00;25.05.2023 07:14:59;0,08
;;;25.05.2023 07:15:00;25.05.2023 07:29:59;0,091
;;;25.05.2023 07:30:00;25.05.2023 07:44:59;0,072
;;;25.05.2023 07:45:00;25.05.2023 07:59:59;0,071
;;;25.05.2023 08:00:00;25.05.2023 08:14:59;0,052
;;;25.05.2023 08:15:00;25.05.2023 08:29:59;0,056
;;;25.05.2023 08:30:00;25.05.2023 08:44:59;0,029
;;;25.05.2023 08:45:00;25.05.2023 08:59:59;0
;;;25.05.2023 09:00:00;25.05.2023 09:14:59;0,001
;;;25.05.2023 09:15:00;25.05.2023 09:29:59;0
;;;25.05.2023 09:30:00;25.05.2023 09:44:59;0,004
;;;25.05.2023 09:45:00;25.05.2023 09:59:59;0,002
;;;25.05.2023 10:00:00;25.05.2023 10:14:59;0
;;;25.05.2023 10:15:00;25.05.2023 10:29:59;0
;;;25.05.2023 10:30:00;25.05.2023 10:44:59;0
;;;25.05.2023 10:45:00;25.05.2023 10:59:59;0,003
;;;25.05.2023 11:00:00;25.05.2023 11:14:59;0,005
;;;25.05.2023 11:15:00;25.05.2023 11:29:59;0
;;;25.05.2023 11:30:00;25.05.2023 11:44:59;0
;;;25.05.2023 11:45:00;25.05.2023 11:59:59;0,003
;;;25.05.2023 12:00:00;25.05.2023 12:14:59;0
;;;25.05.2023 12:15:00;25.05.2023 12:29:59;0
;;;25.05.2023 12:30:00;25.05.2023 12:44:59;0,002
;;;25.05.2023 12:45:00;25.05.2023 12:59:59;0
;;;25.05.2023 13:00:00;25.05.2023 13:14:59;0,248
;;;25.05.2023 13:15:00;25.05.2023 13:29:59;0,56
;;;25.05.2023 13:30:00;25.05.2023 13:44:59;0,022
;;;25.05.2023 13:45:00;25.05.2023 13:59:59;0,001
;;;25.05.2023 14:00:00;25.05.2023 14:14:59;0
;;;25.05.2023 14:15:00;25.05.2023 14:29:59;0
;;;25.05.2023 14:30:00;25.05.2023 14:44:59;0,012
;;;25.05.2023 14:45:00;25.05.2023 14:59:59;0,003
;;;25.05.2023 15:00:00;25.05.2023 15:14:59;0
;;;25.05.2023 15:15:00;25.05.2023 15:29:59;0,002
;;;25.05.2023 15:30:00;25.05.2023 15:44:59;0
;;;25.05.2023 15:45:00;25.05.2023 15:59:59;0,001
