Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
06.05.2023 00:00:00;06.05.2023 23:59:59;7,915;13.04.2023 09:30:00;13.04.2023 09:44:59;0,085
07.05.2023 00:00:00;07.05.2023 23:59:59;4,674;13.04.2023 09:45:00;13.04.2023 09:59:59;0,081
08.05.2023 00:00:00;08.05.2023 23:59:59;6,865;13.04.2023 10:00:00;13.04.2023 10:14:59;0,094
09.05.2023 00:00:00;09.05.2023 23:59:59;2,831;13.04.2023 10:15:00;13.04.2023 10:29:59;0,055
10.05.2023 00:00:00;10.05.2023 23:59:59;8,299;13.04.2023 10:30:00;13.04.2023 10:44:59;0,052
11.05.2023 00:00:00;11.05.2023 23:59:59;9,816;13.04.2023 10:45:00;13.04.2023 10:59:59;0,04
12.05.2023 00:00:00;12.05.2023 23:59:59;3,435;13.04.2023 11:00:00;13.04.2023 11:14:59;0,062
13.05.2023 00:00:00;13.05.2023 23:59:59;0,774;13.04.2023 11:15:00;13.04.2023 11:29:59;0,062
14.05.2023 00:00:00;14.05.2023 23:59:59;0,218;13.04.2023 11:30:00;13.04.2023 11:44:59;0,012
15.05.2023 00:00:00;15.05.2023 23:59:59;0,21;13.04.2023 11:45:00;13.04.2023 11:59:59;0,036
16.05.2023 00:00:00;16.05.2023 23:59:59;0,22;13.04.2023 12:00:00;13.04.2023 12:14:59;0,059
17.05.2023 00:00:00;17.05.2023 23:59:59;1,01;13.04.2023 12:15:00;13.04.2023 12:29:59;0,073
18.05.2023 00:00:00;18.05.2023 23:59:59;1,249;13.04.2023 12:30:00;13.04.2023 12:44:59;0,214
19.05.2023 00:00:00;19.05.2023 23:59:59;0,234;13.04.2023 12:45:00;13.04.2023 12:59:59;0,097
20.05.2023 00:00:00;20.05.2023 23:59:59;0,211;13.04.2023 13:00:00;13.04.2023 13:14:59;0,398
21.05.2023 00:00:00;21.05.2023 23:59:59;3,645;13.04.2023 13:15:00;13.04.2023 13:29:59;0,825
22.05.2023 00:00:00;22.05.2023 23:59:59;4,047;13.04.2023 13:30:00;13.04.2023 13:44:59;0,211
23.05.2023 00:00:00;23.05.2023 23:59:59;5,657;13.04.2023 13:45:00;13.04.2023 13:59:59;0,085
24.05.2023 00:00:00;24.05.2023 23:59:59;9,217;13.04.2023 14:00:00;13.04.2023 14:14:59;0,108
25.05.2023 00:00:00;25.05.2023 23:59:59;8,58;13.04.2023 14:15:00;13.04.2023 14:29:59;0,166
26.05.2023 00:00:00;26.05.2023 23:59:59;5,099;13.04.2023 14:30:00;13.04.2023 14:44:59;0,604
27.05.2023 00:00:00;27.05.2023 23:59:59;4,213;13.04.2023 14:45:00;13.04.2023 14:59:59;0,574
28.05.2023 00:00:00;28.05.2023 23:59:59;4,883;13.04.2023 15:00:00;13.04.2023 15:14:59;0,293
29.05.2023 00:00:00;29.05.2023 23:59:59;4,55;13.04.2023 15:15:00;13.04.2023 15:29:59;0,592
30.05.2023 00:00:00;30.05.2023 23:59:59;3,884;13.04.2023 15:30:00;13.04.2023 15:44:59;0,211
31.05.2023 00:00:00;31.05.2023 23:59:59;4,572;13.04.2023 15:45:00;13.04.2023 15:59:59;0,201
01.06.2023 00:00:00;01.06.2023 23:59:59;2,947;13.04.2023 16:00:00;13.04.2023 16:14:59;0,205
02.06.2023 00:00:00;02.06.2023 23:59:59;6,011;13.04.2023 16:15:00;13.04.2023 16:29:59;0,495
03.06.2023 00:00:00;03.06.2023 23:59:59;4,672;13.04.2023 16:30:00;13.04.2023 16:44:59;0,121
04.06.2023 00:00:00;04.06.2023 23:59:59;2,106;13.04.2023 16:45:00;13.04.2023 16:59:59;0,174
05.06.2023 00:00:00;05.06.2023 23:59:59;3,973;13.04.2023 17:00:00;13.04.2023 17:14:59;0,152
06.06.2023 00:00:00;06.06.2023 23:59:59;3,386;13.04.2023 17:15:00;13.04.2023 17:29:59;0,126
07.06.2023 00:00:00;07.06.2023 23:59:59;4,009;13.04.2023 17:30:00;13.04.2023 17:44:59;0,181
08.06.2023 00:00:00;08.06.2023 23:59:59;8,977;13.04.2023 17:45:00;13.04.2023 17:59:59;0,412
09.06.2023 00:00:00;09.06.2023 23:59:59;7,774;13.04.2023 18:00:00;13.04.2023 18:14:59;0,197
10.06.2023 00:00:00;10.06.2023 23:59:59;9,797;13.04.2023 18:15:00;13.04.2023 18:29:59;0,149
11.06.2023 00:00:00;11.06.2023 23:59:59;5,199;13.04.2023 18:30:00;13.04.2023 18:44:59;0,15
12.06.2023 00:00:00;12.06.2023 23:59:59;3,244;13.04.2023 18:45:00;13.04.2023 18:59:59;0,158
13.06.2023 00:00:00;13.06.2023 23:59:59;5,23;13.04.2023 19:00:00;13.04.2023 19:14:59;0,12
14.06.2023 00:00:00;14.06.2023 23:59:59;5,054;13.04.2023 19:15:00;13.04.2023 19:29:59;0,126
15.06.2023 00:00:00;15.06.2023 23:59:59;2,02;13.04.2023 19:30:00;13.04.2023 19:44:59;0,144
16.06.2023 00:00:00;16.06.2023 23:59:59;0,355;13.04.2023 19:45:00;13.04.2023 19:59:59;0,161
17.06.2023 00:00:00;17.06.2023 23:59:59;1,958;13.04.2023 20:00:00;13.04.2023 20:14:59;0,144
18.06.2023 00:00:00;18.06.2023 23:59:59;0,464;13.04.2023 20:15:00;13.04.2023 20:29:59;0,156
19.06.2023 00:00:00;19.06.2023 23:59:59;1,97;13.04.2023 20:30:00;13.04.2023 20:44:59;0,155
20.06.2023 00:00:00;20.06.2023 23:59:59;3,168;13.04.2023 20:45:00;13.04.2023 20:59:59;0,14
21.06.2023 00:00:00;21.06.2023 23:59:59;2,605;13.04.2023 21:00:00;13.04.2023 21:14:59;0,129
22.06.2023 00:00:00;22.06.2023 23:59:59;2,422;13.04.2023 21:15:00;13.04.2023 21:29:59;0,124
23.06.2023 00:00:00;23.06.2023 23:59:59;3,902;13.04.2023 21:30:00;13.04.2023 21:44:59;0,14
24.06.2023 00:00:00;24.06.2023 23:59:59;3,772;13.04.2023 21:45:00;13.04.2023 21:59:59;0,14
25.06.2023 00:00:00;25.06.2023 23:59:59;6,245;13.04.2023 22:00:00;13.04.2023 22:14:59;0,162
26.06.2023 00:00:00;26.06.2023 23:59:59;3,327;13.04.2023 22:15:00;13.04.2023 22:29:59;0,188
27.06.2023 00:00:00;27.06.2023 23:59:59;6,73;13.04.2023 22:30:00;13.04.2023 22:44:59;0,176
28.06.2023 00:00:00;28.06.2023 23:59:59;13,085;13.04.2023 22:45:00;13.04.2023 22:59:59;0,142
29.06.2023 00:00:00;29.06.2023 23:59:59;6,181;13.04.2023 23:00:00;13.04.2023 23:14:59;0,146
30.06.2023 00:00:00;30.06.2023 23:59:59;4,07;13.04.2023 23:15:00;13.04.2023 23:29:59;0,154
01.07.2023 00:00:00;01.07.2023 23:59:59;7,941;13.04.2023 23:30:00;13.04.2023 23:44:59;0,154
02.07.2023 00:00:00;02.07.2023 23:59:59;3,572;13.04.2023 23:45:00;13.04.2023 23:59:59;0,148
03.07.2023 00:00:00;03.07.2023 23:59:59;2,764;14.04.2023 00:00:00;14.04.2023 00:14:59;0,179
04.07.2023 00:00:00;04.07.2023 23:59:59;1,554;14.04.2023 00:15:00;14.04.2023 00:29:59;0,151
05.07.2023 00:00:00;05.07.2023 23:59:59;2,988;14.04.2023 00:30:00;14.04.2023 00:44:59;0,154
06.07.2023 00:00:00;06.07.2023 23:59:59;3,51;14.04.2023 00:45:00;14.04.2023 00:59:59;0,151
07.07.2023 00:00:00;07.07.2023 23:59:59;2,006;14.04.2023 01:00:00;14.04.2023 01:14:59;0,152
08.07.2023 00:00:00;08.07.2023 23:59:59;1,423;14.04.2023 01:15:00;14.04.2023 01:29:59;0,152
09.07.2023 00:00:00;09.07.2023 23:59:59;1,653;14.04.2023 01:30:00;14.04.2023 01:44:59;0,143
10.07.2023 00:00:00;10.07.2023 23:59:59;2,441;14.04.2023 01:45:00;14.04.2023 01:59:59;0,133
11.07.2023 00:00:00;11.07.2023 23:59:59;5,904;14.04.2023 02:00:00;14.04.2023 02:14:59;0,145
12.07.2023 00:00:00;12.07.2023 23:59:59;8,356;14.04.2023 02:15:00;14.04.2023 02:29:59;0,155
13.07.2023 00:00:00;13.07.2023 23:59:59;3,414;14.04.2023 02:30:00;14.04.2023 02:44:59;0,145
14.07.2023 00:00:00;14.07.2023 23:59:59;2,365;14.04.2023 02:45:00;14.04.2023 02:59:59;0,139
15.07.2023 00:00:00;15.07.2023 23:59:59;0,813;14.04.2023 03:00:00;14.04.2023 03:14:59;0,139
16.07.2023 00:00:00;16.07.2023 23:59:59;3,222;14.04.2023 03:15:00;14.04.2023 03:29:59;0,15
17.07.2023 00:00:00;17.07.2023 23:59:59;4,962;14.04.2023 03:30:00;14.04.2023 03:44:59;0,143
18.07.2023 00:00:00;18.07.2023 23:59:59;7,487;14.04.2023 03:45:00;14.04.2023 03:59:59;0,143
19.07.2023 00:00:00;19.07.2023 23:59:59;4,083;14.04.2023 04:00:00;14.04.2023 04:14:59;0,144
20.07.2023 00:00:00;20.07.2023 23:59:59;3,304;14.04.2023 04:15:00;14.04.2023 04:29:59;0,146
21.07.2023 00:00:00;21.07.2023 23:59:59;5,55;14.04.2023 04:30:00;14.04.2023 04:44:59;0,134
22.07.2023 00:00:00;22.07.2023 23:59:59;6,013;14.04.2023 04:45:00;14.04.2023 04:59:59;0,146
23.07.2023 00:00:00;23.07.2023 23:59:59;2,317;14.04.2023 05:00:00;14.04.2023 05:14:59;0,156
24.07.2023 00:00:00;24.07.2023 23:59:59;4,2;14.04.2023 05:15:00;14.04.2023 05:29:59;0,144
25.07.2023 00:00:00;25.07.2023 23:59:59;8,137;14.04.2023 05:30:00;14.04.2023 05:44:59;0,14
26.07.2023 00:00:00;26.07.2023 23:59:59;10,783;14.04.2023 05:45:00;14.04.2023 05:59:59;0,167
27.07.2023 00:00:00;27.07.2023 23:59:59;9,305;14.04.2023 06:00:00;14.04.2023 06:14:59;0,202
28.07.2023 00:00:00;28.07.2023 23:59:59;8,688;14.04.2023 06:15:00;14.04.2023 06:29:59;0,183
29.07.2023 00:00:00;29.07.2023 23:59:59;6,725;14.04.2023 06:30:00;14.04.2023 06:44:59;0,325
30.07.2023 00:00:00;30.07.2023 23:59:59;4,78;14.04.2023 06:45:00;14.04.2023 06:59:59;0,202
31.07.2023 00:00:00;31.07.2023 23:59:59;2,938;14.04.2023 07:00:00;14.04.2023 07:14:59;0,206
01.08.2023 00:00:00;01.08.2023 23:59:59;3,575;14.04.2023 07:15:00;14.04.2023 07:29:59;0,197
02.08.2023 00:00:00;02.08.2023 23:59:59;6,176;14.04.2023 07:30:00;14.04.2023 07:44:59;0,194
03.08.2023 00:00:00;03.08.2023 23:59:59;10,788;14.04.2023 07:45:00;14.04.2023 07:59:59;0,182
04.08.2023 00:00:00;04.08.2023 23:59:59;6,993;14.04.2023 08:00:00;14.04.2023 08:14:59;0,175
05.08.2023 00:00:00;05.08.2023 23:59:59;3,299;14.04.2023 08:15:00;14.04.2023 08:29:59;0,162
06.08.2023 00:00:00;06.08.2023 23:59:59;1,683;14.04.2023 08:30:00;14.04.2023 08:44:59;0,166
07.08.2023 00:00:00;07.08.2023 23:59:59;1,334;14.04.2023 08:45:00;14.04.2023 08:59:59;0,282
08.08.2023 00:00:00;08.08.2023 23:59:59;1,531;14.04.2023 09:00:00;14.04.2023 09:14:59;0,177
09.08.2023 00:00:00;09.08.2023 23:59:59;4,261;14.04.2023 09:15:00;14.04.2023 09:29:59;0,158
10.08.2023 00:00:00;10.08.2023 23:59:59;4,17;14.04.2023 09:30:00;14.04.2023 09:44:59;0,149
11.08.2023 00:00:00;11.08.2023 23:59:59;1,521;14.04.2023 09:45:00;14.04.2023 09:59:59;0,141
12.08.2023 00:00:00;12.08.2023 23:59:59;5,452;14.04.2023 10:00:00;14.04.2023 10:14:59;0,133
13.08.2023 00:00:00;13.08.2023 23:59:59;7,94;14.04.2023 10:15:00;14.04.2023 10:29:59;0,112
14.08.2023 00:00:00;14.08.2023 23:59:59;3,828;14.04.2023 10:30:00;14.04.2023 10:44:59;0,188
15.08.2023 00:00:00;15.08.2023 23:59:59;3,601;14.04.2023 10:45:00;14.04.2023 10:59:59;0,101
16.08.2023 00:00:00;16.08.2023 23:59:59;3,418;14.04.2023 11:00:00;14.04.2023 11:14:59;0,057
17.08.2023 00:00:00;17.08.2023 23:59:59;2,002;14.04.2023 11:15:00;14.04.2023 11:29:59;0,021
18.08.2023 00:00:00;18.08.2023 23:59:59;4,682;14.04.2023 11:30:00;14.04.2023 11:44:59;0,019
19.08.2023 00:00:00;19.08.2023 23:59:59;2,297;14.04.2023 11:45:00;14.04.2023 11:59:59;0,04
20.08.2023 00:00:00;20.08.2023 23:59:59;1,001;14.04.2023 12:00:00;14.04.2023 12:14:59;0,001
21.08.2023 00:00:00;21.08.2023 23:59:59;0,654;14.04.2023 12:15:00;14.04.2023 12:29:59;0,006
22.08.2023 00:00:00;22.08.2023 23:59:59;0,778;14.04.2023 12:30:00;14.04.2023 12:44:59;0,012
23.08.2023 00:00:00;23.08.2023 23:59:59;2,917;14.04.2023 12:45:00;14.04.2023 12:59:59;0,007
24.08.2023 00:00:00;24.08.2023 23:59:59;5,412;14.04.2023 13:00:00;14.04.2023 13:14:59;0,327
25.08.2023 00:00:00;25.08.2023 23:59:59;8,705;14.04.2023 13:15:00;14.04.2023 13:29:59;0,181
26.08.2023 00:00:00;26.08.2023 23:59:59;2,232;14.04.2023 13:30:00;14.04.2023 13:44:59;0,037
27.08.2023 00:00:00;27.08.2023 23:59:59;0,388;14.04.2023 13:45:00;14.04.2023 13:59:59;0,047
28.08.2023 00:00:00;28.08.2023 23:59:59;2,052;14.04.2023 14:00:00;14.04.2023 14:14:59;0,154
29.08.2023 00:00:00;29.08.2023 23:59:59;1,834;14.04.2023 14:15:00;14.04.2023 14:29:59;0,02
30.08.2023 00:00:00;30.08.2023 23:59:59;1,752;14.04.2023 14:30:00;14.04.2023 14:44:59;0,229
31.08.2023 00:00:00;31.08.2023 23:59:59;0,349;14.04.2023 14:45:00;14.04.2023 14:59:59;0,34
01.09.2023 00:00:00;01.09.2023 23:59:59;0,304;14.04.2023 15:00:00;14.04.2023 15:14:59;0,261
02.09.2023 00:00:00;02.09.2023 23:59:59;0,384;14.04.2023 15:15:00;14.04.2023 15:29:59;0,017
03.09.2023 00:00:00;03.09.2023 23:59:59;3,603;14.04.2023 15:30:00;14.04.2023 15:44:59;0,055
04.09.2023 00:00:00;04.09.2023 23:59:59;6,281;14.04.2023 15:45:00;14.04.2023 15:59:59;0,106
05.09.2023 00:00:00;05.09.2023 23:59:59;10,501;14.04.2023 16:00:00;14.04.2023 16:14:59;0,001
06.09.2023 00:00:00;06.09.2023 23:59:59;13,106;14.04.2023 16:15:00;14.04.2023 16:29:59;0,001
07.09.2023 00:00:00;07.09.2023 23:59:59;4,028;14.04.2023 16:30:00;14.04.2023 16:44:59;0,011
08.09.2023 00:00:00;08.09.2023 23:59:59;7,234;14.04.2023 16:45:00;14.04.2023 16:59:59;0,034
09.09.2023 00:00:00;09.09.2023 23:59:59;5,001;14.04.2023 17:00:00;14.04.2023 17:14:59;0,009
10.09.2023 00:00:00;10.09.2023 23:59:59;2,9;14.04.2023 17:15:00;14.04.2023 17:29:59;0
11.09.2023 00:00:00;11.09.2023 23:59:59;1,907;14.04.2023 17:30:00;14.04.2023 17:44:59;0,007
12.09.2023 00:00:00;12.09.2023 23:59:59;8,861;14.04.2023 17:45:00;14.04.2023 17:59:59;0
13.09.2023 00:00:00;13.09.2023 23:59:59;4,742;14.04.2023 18:00:00;14.04.2023 18:14:59;0
14.09.2023 00:00:00;14.09.2023 23:59:59;6,278;14.04.2023 18:15:00;14.04.2023 18:29:59;0,002
15.09.2023 00:00:00;15.09.2023 23:59:59;5,703;14.04.2023 18:30:00;14.04.2023 18:44:59;0,052
16.09.2023 00:00:00;16.09.2023 23:59:59;2,956;14.04.2023 18:45:00;14.04.2023 18:59:59;0,334
17.09.2023 00:00:00;17.09.2023 23:59:59;1,764;14.04.2023 19:00:00;14.04.2023 19:14:59;0,36
18.09.2023 00:00:00;18.09.2023 23:59:59;5,65;14.04.2023 19:15:00;14.04.2023 19:29:59;0,241
19.09.2023 00:00:00;19.09.2023 23:59:59;4,088;14.04.2023 19:30:00;14.04.2023 19:44:59;0,173
20.09.2023 00:00:00;20.09.2023 23:59:59;3,073;14.04.2023 19:45:00;14.04.2023 19:59:59;0,164
21.09.2023 00:00:00;21.09.2023 23:59:59;4,106;14.04.2023 20:00:00;14.04.2023 20:14:59;0,182
22.09.2023 00:00:00;22.09.2023 23:59:59;13,753;14.04.2023 20:15:00;14.04.2023 20:29:59;0,176
23.09.2023 00:00:00;23.09.2023 23:59:59;12,068;14.04.2023 20:30:00;14.04.2023 20:44:59;0,155
24.09.2023 00:00:00;24.09.2023 23:59:59;8,021;14.04.2023 20:45:00;14.04.2023 20:59:59;0,144
25.09.2023 00:00:00;25.09.2023 23:59:59;4,838;14.04.2023 21:00:00;14.04.2023 21:14:59;0,143
26.09.2023 00:00:00;26.09.2023 23:59:59;4,034;14.04.2023 21:15:00;14.04.2023 21:29:59;0,15
27.09.2023 00:00:00;27.09.2023 23:59:59;5,948;14.04.2023 21:30:00;14.04.2023 21:44:59;0,146
28.09.2023 00:00:00;28.09.2023 23:59:59;8,447;14.04.2023 21:45:00;14.04.2023 21:59:59;0,153
29.09.2023 00:00:00;29.09.2023 23:59:59;4,887;14.04.2023 22:00:00;14.04.2023 22:14:59;0,16
30.09.2023 00:00:00;30.09.2023 23:59:59;13,112;14.04.2023 22:15:00;14.04.2023 22:29:59;0,148
01.10.2023 00:00:00;01.10.2023 23:59:59;7,217;14.04.2023 22:30:00;14.04.2023 22:44:59;0,144
02.10.2023 00:00:00;02.10.2023 23:59:59;6,352;14.04.2023 22:45:00;14.04.2023 22:59:59;0,166
03.10.2023 00:00:00;03.10.2023 23:59:59;3,627;14.04.2023 23:00:00;14.04.2023 23:14:59;0,167
04.10.2023 00:00:00;04.10.2023 23:59:59;8,019;14.04.2023 23:15:00;14.04.2023 23:29:59;0,136
05.10.2023 00:00:00;05.10.2023 23:59:59;5,57;14.04.2023 23:30:00;14.04.2023 23:44:59;0,125
06.10.2023 00:00:00;06.10.2023 23:59:59;4,018;14.04.2023 23:45:00;14.04.2023 23:59:59;0,128
07.10.2023 00:00:00;07.10.2023 23:59:59;9,174;15.04.2023 00:00:00;15.04.2023 00:14:59;0,14
08.10.2023 00:00:00;08.10.2023 23:59:59;12,371;15.04.2023 00:15:00;15.04.2023 00:29:59;0,127
09.10.2023 00:00:00;09.10.2023 23:59:59;7,279;15.04.2023 00:30:00;15.04.2023 00:44:59;0,13
10.10.2023 00:00:00;10.10.2023 23:59:59;7,094;15.04.2023 00:45:00;15.04.2023 00:59:59;0,129
11.10.2023 00:00:00;11.10.2023 23:59:59;4,218;15.04.2023 01:00:00;15.04.2023 01:14:59;0,136
12.10.2023 00:00:00;12.10.2023 23:59:59;4,145;15.04.2023 01:15:00;15.04.2023 01:29:59;0,122
13.10.2023 00:00:00;13.10.2023 23:59:59;6,474;15.04.2023 01:30:00;15.04.2023 01:44:59;0,129
14.10.2023 00:00:00;14.10.2023 23:59:59;8,461;15.04.2023 01:45:00;15.04.2023 01:59:59;0,138
15.10.2023 00:00:00;15.10.2023 23:59:59;18,578;15.04.2023 02:00:00;15.04.2023 02:14:59;0,131
16.10.2023 00:00:00;16.10.2023 23:59:59;15,573;15.04.2023 02:15:00;15.04.2023 02:29:59;0,123
17.10.2023 00:00:00;17.10.2023 23:59:59;14,956;15.04.2023 02:30:00;15.04.2023 02:44:59;0,121
18.10.2023 00:00:00;18.10.2023 23:59:59;16,074;15.04.2023 02:45:00;15.04.2023 02:59:59;0,142
19.10.2023 00:00:00;19.10.2023 23:59:59;12,059;15.04.2023 03:00:00;15.04.2023 03:14:59;0,138
20.10.2023 00:00:00;20.10.2023 23:59:59;7,859;15.04.2023 03:15:00;15.04.2023 03:29:59;0,119
21.10.2023 00:00:00;21.10.2023 23:59:59;2,318;15.04.2023 03:30:00;15.04.2023 03:44:59;0,124
22.10.2023 00:00:00;22.10.2023 23:59:59;1,179;15.04.2023 03:45:00;15.04.2023 03:59:59;0,135
23.10.2023 00:00:00;23.10.2023 23:59:59;0,31;15.04.2023 04:00:00;15.04.2023 04:14:59;0,135
24.10.2023 00:00:00;24.10.2023 23:59:59;2,645;15.04.2023 04:15:00;15.04.2023 04:29:59;0,125
25.10.2023 00:00:00;25.10.2023 23:59:59;1,841;15.04.2023 04:30:00;15.04.2023 04:44:59;0,127
26.10.2023 00:00:00;26.10.2023 23:59:59;0,504;15.04.2023 04:45:00;15.04.2023 04:59:59;0,134
27.10.2023 00:00:00;27.10.2023 23:59:59;2,239;15.04.2023 05:00:00;15.04.2023 05:14:59;0,13
28.10.2023 00:00:00;28.10.2023 23:59:59;0,338;15.04.2023 05:15:00;15.04.2023 05:29:59;0,134
29.10.2023 00:00:00;29.10.2023 23:59:59;0,325;15.04.2023 05:30:00;15.04.2023 05:44:59;0,149
30.10.2023 00:00:00;30.10.2023 23:59:59;1,067;15.04.2023 05:45:00;15.04.2023 05:59:59;0,145
31.10.2023 00:00:00;31.10.2023 23:59:59;2,975;15.04.2023 06:00:00;15.04.2023 06:14:59;0,137
01.11.2023 00:00:00;01.11.2023 23:59:59;1,577;15.04.2023 06:15:00;15.04.2023 06:29:59;0,135
02.11.2023 00:00:00;02.11.2023 23:59:59;2,903;15.04.2023 06:30:00;15.04.2023 06:44:59;0,152
03.11.2023 00:00:00;03.11.2023 23:59:59;11,985;15.04.2023 06:45:00;15.04.2023 06:59:59;0,148
04.11.2023 00:00:00;04.11.2023 23:59:59;26,378;15.04.2023 07:00:00;15.04.2023 07:14:59;0,126
05.11.2023 00:00:00;05.11.2023 23:59:59;24,768;15.04.2023 07:15:00;15.04.2023 07:29:59;0,117
06.11.2023 00:00:00;06.11.2023 23:59:59;25,519;15.04.2023 07:30:00;15.04.2023 07:44:59;0,193
07.11.2023 00:00:00;07.11.2023 23:59:59;27,023;15.04.2023 07:45:00;15.04.2023 07:59:59;0,174
08.11.2023 00:00:00;08.11.2023 23:59:59;21,931;15.04.2023 08:00:00;15.04.2023 08:14:59;0,189
09.11.2023 00:00:00;09.11.2023 23:59:59;25,434;15.04.2023 08:15:00;15.04.2023 08:29:59;0,165
10.11.2023 00:00:00;10.11.2023 23:59:59;21,181;15.04.2023 08:30:00;15.04.2023 08:44:59;0,277
11.11.2023 00:00:00;11.11.2023 23:59:59;19,438;15.04.2023 08:45:00;15.04.2023 08:59:59;0,055
