Datum;Zeit von;Zeit bis;AT00100000000000000010000XXXXXXXX (1111111111) - Einspeiser [kWh]
14.05.2024;04:15:00;04:30:00;0
14.05.2024;04:30:00;04:45:00;0
14.05.2024;04:45:00;05:00:00;0
14.05.2024;05:00:00;05:15:00;0
14.05.2024;05:15:00;05:30:00;0
14.05.2024;05:30:00;05:45:00;0
14.05.2024;05:45:00;06:00:00;0
14.05.2024;06:00:00;06:15:00;0
14.05.2024;06:15:00;06:30:00;0
14.05.2024;06:30:00;06:45:00;0
14.05.2024;06:45:00;07:00:00;0
14.05.2024;07:00:00;07:15:00;0
14.05.2024;07:15:00;07:30:00;0
14.05.2024;07:30:00;07:45:00;0,017
14.05.2024;07:45:00;08:00:00;0,026
14.05.2024;08:00:00;08:15:00;0,098
14.05.2024;08:15:00;08:30:00;0,196
14.05.2024;08:30:00;08:45:00;0,347
14.05.2024;08:45:00;09:00:00;0,569
14.05.2024;09:00:00;09:15:00;0,598
14.05.2024;09:15:00;09:30:00;0,47
14.05.2024;09:30:00;09:45:00;0,504
14.05.2024;09:45:00;10:00:00;0,937
14.05.2024;10:00:00;10:15:00;0,782
14.05.2024;10:15:00;10:30:00;0,861
14.05.2024;10:30:00;10:45:00;0,36
14.05.2024;10:45:00;11:00:00;0,843
14.05.2024;11:00:00;11:15:00;1,171
14.05.2024;11:15:00;11:30:00;1,061
14.05.2024;11:30:00;11:45:00;0,895
14.05.2024;11:45:00;12:00:00;1,479
14.05.2024;12:00:00;12:15:00;1,386
14.05.2024;12:15:00;12:30:00;1,317
14.05.2024;12:30:00;12:45:00;1,234
14.05.2024;12:45:00;13:00:00;0,887
14.05.2024;13:00:00;13:15:00;1,238
14.05.2024;13:15:00;13:30:00;1,171
14.05.2024;13:30:00;13:45:00;1,495
14.05.2024;13:45:00;14:00:00;1,362
14.05.2024;14:00:00;14:15:00;0,829
14.05.2024;14:15:00;14:30:00;0,624
14.05.2024;14:30:00;14:45:00;0,845
14.05.2024;14:45:00;15:00:00;1,323
14.05.2024;15:00:00;15:15:00;1,256
14.05.2024;15:15:00;15:30:00;1,125
14.05.2024;15:30:00;15:45:00;0,827
14.05.2024;15:45:00;16:00:00;0,603
14.05.2024;16:00:00;16:15:00;0,765
14.05.2024;16:15:00;16:30:00;0,632
14.05.2024;16:30:00;16:45:00;0,734
14.05.2024;16:45:00;17:00:00;1,043
14.05.2024;17:00:00;17:15:00;0,963
14.05.2024;17:15:00;17:30:00;0,885
14.05.2024;17:30:00;17:45:00;0,722
14.05.2024;17:45:00;18:00:00;0,414
14.05.2024;18:00:00;18:15:00;0,44
14.05.2024;18:15:00;18:30:00;0,24
14.05.2024;18:30:00;18:45:00;0,166
14.05.2024;18:45:00;19:00:00;0,11
14.05.2024;19:00:00;19:15:00;0,027
14.05.2024;19:15:00;19:30:00;0
14.05.2024;19:30:00;19:45:00;0
14.05.2024;19:45:00;20:00:00;0
14.05.2024;20:00:00;20:15:00;0
14.05.2024;20:15:00;20:30:00;0
14.05.2024;20:30:00;20:45:00;0
14.05.2024;20:45:00;21:00:00;0
14.05.2024;21:00:00;21:15:00;0
14.05.2024;21:15:00;21:30:00;0
14.05.2024;21:30:00;21:45:00;0
14.05.2024;21:45:00;22:00:00;0
14.05.2024;22:00:00;22:15:00;0
14.05.2024;22:15:00;22:30:00;0
14.05.2024;22:30:00;22:45:00;0
14.05.2024;22:45:00;23:00:00;0
14.05.2024;23:00:00;23:15:00;0
14.05.2024;23:15:00;23:30:00;0
14.05.2024;23:30:00;23:45:00;0
14.05.2024;23:45:00;00:00:00;0
15.05.2024;00:00:00;00:15:00;0
15.05.2024;00:15:00;00:30:00;0
15.05.2024;00:30:00;00:45:00;0
15.05.2024;00:45:00;01:00:00;0
15.05.2024;01:00:00;01:15:00;0
15.05.2024;01:15:00;01:30:00;0
15.05.2024;01:30:00;01:45:00;0
15.05.2024;01:45:00;02:00:00;0
15.05.2024;02:00:00;02:15:00;0
15.05.2024;02:15:00;02:30:00;0
15.05.2024;02:30:00;02:45:00;0
15.05.2024;02:45:00;03:00:00;0
15.05.2024;03:00:00;03:15:00;0
15.05.2024;03:15:00;03:30:00;0
15.05.2024;03:30:00;03:45:00;0
15.05.2024;03:45:00;04:00:00;0
15.05.2024;04:00:00;04:15:00;0
15.05.2024;04:15:00;04:30:00;0
15.05.2024;04:30:00;04:45:00;0
15.05.2024;04:45:00;05:00:00;0
15.05.2024;05:00:00;05:15:00;0
15.05.2024;05:15:00;05:30:00;0
15.05.2024;05:30:00;05:45:00;0
15.05.2024;05:45:00;06:00:00;0
15.05.2024;06:00:00;06:15:00;0
15.05.2024;06:15:00;06:30:00;0
15.05.2024;06:30:00;06:45:00;0
15.05.2024;06:45:00;07:00:00;0
15.05.2024;07:00:00;07:15:00;0,002
15.05.2024;07:15:00;07:30:00;0
15.05.2024;07:30:00;07:45:00;0,017
15.05.2024;07:45:00;08:00:00;0,066
15.05.2024;08:00:00;08:15:00;0,15
15.05.2024;08:15:00;08:30:00;0,161
15.05.2024;08:30:00;08:45:00;0,383
15.05.2024;08:45:00;09:00:00;0,584
15.05.2024;09:00:00;09:15:00;0,253
15.05.2024;09:15:00;09:30:00;0,673
15.05.2024;09:30:00;09:45:00;0,839
15.05.2024;09:45:00;10:00:00;0,787
15.05.2024;10:00:00;10:15:00;0,822
15.05.2024;10:15:00;10:30:00;0,893
15.05.2024;10:30:00;10:45:00;1,022
15.05.2024;10:45:00;11:00:00;1,08
15.05.2024;11:00:00;11:15:00;1,179
15.05.2024;11:15:00;11:30:00;1,227
15.05.2024;11:30:00;11:45:00;1,303
15.05.2024;11:45:00;12:00:00;1,345
15.05.2024;12:00:00;12:15:00;1,195
15.05.2024;12:15:00;12:30:00;1,34
15.05.2024;12:30:00;12:45:00;1,559
15.05.2024;12:45:00;13:00:00;1,357
15.05.2024;13:00:00;13:15:00;1,608
15.05.2024;13:15:00;13:30:00;0,854
15.05.2024;13:30:00;13:45:00;1,427
15.05.2024;13:45:00;14:00:00;1,346
15.05.2024;14:00:00;14:15:00;1,332
15.05.2024;14:15:00;14:30:00;0,973
15.05.2024;14:30:00;14:45:00;1,572
15.05.2024;14:45:00;15:00:00;1,309
15.05.2024;15:00:00;15:15:00;1,35
15.05.2024;15:15:00;15:30:00;0,676
15.05.2024;15:30:00;15:45:00;1,087
15.05.2024;15:45:00;16:00:00;1,083
15.05.2024;16:00:00;16:15:00;1,113
15.05.2024;16:15:00;16:30:00;0,883
15.05.2024;16:30:00;16:45:00;0,741
15.05.2024;16:45:00;17:00:00;0,829
15.05.2024;17:00:00;17:15:00;0,977
15.05.2024;17:15:00;17:30:00;0,82
15.05.2024;17:30:00;17:45:00;0,21
15.05.2024;17:45:00;18:00:00;0,431
15.05.2024;18:00:00;18:15:00;0,342
15.05.2024;18:15:00;18:30:00;0,214
15.05.2024;18:30:00;18:45:00;0,293
15.05.2024;18:45:00;19:00:00;0,185
15.05.2024;19:00:00;19:15:00;0,024
15.05.2024;19:15:00;19:30:00;0
15.05.2024;19:30:00;19:45:00;0
15.05.2024;19:45:00;20:00:00;0
15.05.2024;20:00:00;20:15:00;0
15.05.2024;20:15:00;20:30:00;0
15.05.2024;20:30:00;20:45:00;0
15.05.2024;20:45:00;21:00:00;0
15.05.2024;21:00:00;21:15:00;0
15.05.2024;21:15:00;21:30:00;0
15.05.2024;21:30:00;21:45:00;0
15.05.2024;21:45:00;22:00:00;0
15.05.2024;22:00:00;22:15:00;0
15.05.2024;22:15:00;22:30:00;0
15.05.2024;22:30:00;22:45:00;0
15.05.2024;22:45:00;23:00:00;0
15.05.2024;23:00:00;23:15:00;0
15.05.2024;23:15:00;23:30:00;0
15.05.2024;23:30:00;23:45:00;0
15.05.2024;23:45:00;00:00:00;0
16.05.2024;00:00:00;00:15:00;0
16.05.2024;00:15:00;00:30:00;0
16.05.2024;00:30:00;00:45:00;0
16.05.2024;00:45:00;01:00:00;0
16.05.2024;01:00:00;01:15:00;0
16.05.2024;01:15:00;01:30:00;0
16.05.2024;01:30:00;01:45:00;0
16.05.2024;01:45:00;02:00:00;0
16.05.2024;02:00:00;02:15:00;0
16.05.2024;02:15:00;02:30:00;0
16.05.2024;02:30:00;02:45:00;0
16.05.2024;02:45:00;03:00:00;0
16.05.2024;03:00:00;03:15:00;0
16.05.2024;03:15:00;03:30:00;0
16.05.2024;03:30:00;03:45:00;0
16.05.2024;03:45:00;04:00:00;0
16.05.2024;04:00:00;04:15:00;0
16.05.2024;04:15:00;04:30:00;0
16.05.2024;04:30:00;04:45:00;0
16.05.2024;04:45:00;05:00:00;0
16.05.2024;05:00:00;05:15:00;0
16.05.2024;05:15:00;05:30:00;0
16.05.2024;05:30:00;05:45:00;0
16.05.2024;05:45:00;06:00:00;0
16.05.2024;06:00:00;06:15:00;0
16.05.2024;06:15:00;06:30:00;0
16.05.2024;06:30:00;06:45:00;0
16.05.2024;06:45:00;07:00:00;0
16.05.2024;07:00:00;07:15:00;0,08
16.05.2024;07:15:00;07:30:00;0,095
16.05.2024;07:30:00;07:45:00;0,112
16.05.2024;07:45:00;08:00:00;0,181
16.05.2024;08:00:00;08:15:00;0,195
16.05.2024;08:15:00;08:30:00;0,298
16.05.2024;08:30:00;08:45:00;0,365
16.05.2024;08:45:00;09:00:00;0,473
16.05.2024;09:00:00;09:15:00;0,478
16.05.2024;09:15:00;09:30:00;0,443
16.05.2024;09:30:00;09:45:00;0,423
16.05.2024;09:45:00;10:00:00;0,546
16.05.2024;10:00:00;10:15:00;0,67
16.05.2024;10:15:00;10:30:00;0,675
16.05.2024;10:30:00;10:45:00;0,582
16.05.2024;10:45:00;11:00:00;0,957
16.05.2024;11:00:00;11:15:00;1,184
16.05.2024;11:15:00;11:30:00;1,136
16.05.2024;11:30:00;11:45:00;1,079
16.05.2024;11:45:00;12:00:00;1,177
16.05.2024;12:00:00;12:15:00;0,765
16.05.2024;12:15:00;12:30:00;0,462
16.05.2024;12:30:00;12:45:00;0,393
16.05.2024;12:45:00;13:00:00;0,4
16.05.2024;13:00:00;13:15:00;0,292
16.05.2024;13:15:00;13:30:00;0,195
16.05.2024;13:30:00;13:45:00;0,149
16.05.2024;13:45:00;14:00:00;0,117
16.05.2024;14:00:00;14:15:00;0,325
16.05.2024;14:15:00;14:30:00;0,573
16.05.2024;14:30:00;14:45:00;0,311
16.05.2024;14:45:00;15:00:00;0,088
16.05.2024;15:00:00;15:15:00;0,112
16.05.2024;15:15:00;15:30:00;0,169
16.05.2024;15:30:00;15:45:00;0,132
16.05.2024;15:45:00;16:00:00;0,136
16.05.2024;16:00:00;16:15:00;0,093
16.05.2024;16:15:00;16:30:00;0,002
16.05.2024;16:30:00;16:45:00;0
16.05.2024;16:45:00;17:00:00;0,004
16.05.2024;17:00:00;17:15:00;0
16.05.2024;17:15:00;17:30:00;0
16.05.2024;17:30:00;17:45:00;0
16.05.2024;17:45:00;18:00:00;0
16.05.2024;18:00:00;18:15:00;0
16.05.2024;18:15:00;18:30:00;0
16.05.2024;18:30:00;18:45:00;0
16.05.2024;18:45:00;19:00:00;0
16.05.2024;19:00:00;19:15:00;0
16.05.2024;19:15:00;19:30:00;0
16.05.2024;19:30:00;19:45:00;0
16.05.2024;19:45:00;20:00:00;0
16.05.2024;20:00:00;20:15:00;0
16.05.2024;20:15:00;20:30:00;0
16.05.2024;20:30:00;20:45:00;0
16.05.2024;20:45:00;21:00:00;0
16.05.2024;21:00:00;21:15:00;0
16.05.2024;21:15:00;21:30:00;0
16.05.2024;21:30:00;21:45:00;0
16.05.2024;21:45:00;22:00:00;0
16.05.2024;22:00:00;22:15:00;0
16.05.2024;22:15:00;22:30:00;0
16.05.2024;22:30:00;22:45:00;0
16.05.2024;22:45:00;23:00:00;0
16.05.2024;23:00:00;23:15:00;0
16.05.2024;23:15:00;23:30:00;0
16.05.2024;23:30:00;23:45:00;0
16.05.2024;23:45:00;00:00:00;0
17.05.2024;00:00:00;00:15:00;0
17.05.2024;00:15:00;00:30:00;0
17.05.2024;00:30:00;00:45:00;0
17.05.2024;00:45:00;01:00:00;0
17.05.2024;01:00:00;01:15:00;0
17.05.2024;01:15:00;01:30:00;0
17.05.2024;01:30:00;01:45:00;0
17.05.2024;01:45:00;02:00:00;0
17.05.2024;02:00:00;02:15:00;0
17.05.2024;02:15:00;02:30:00;0
17.05.2024;02:30:00;02:45:00;0
17.05.2024;02:45:00;03:00:00;0
17.05.2024;03:00:00;03:15:00;0
17.05.2024;03:15:00;03:30:00;0
17.05.2024;03:30:00;03:45:00;0
17.05.2024;03:45:00;04:00:00;0
17.05.2024;04:00:00;04:15:00;0
17.05.2024;04:15:00;04:30:00;0
17.05.2024;04:30:00;04:45:00;0
17.05.2024;04:45:00;05:00:00;0
17.05.2024;05:00:00;05:15:00;0
17.05.2024;05:15:00;05:30:00;0
17.05.2024;05:30:00;05:45:00;0
17.05.2024;05:45:00;06:00:00;0
17.05.2024;06:00:00;06:15:00;0
17.05.2024;06:15:00;06:30:00;0
17.05.2024;06:30:00;06:45:00;0
17.05.2024;06:45:00;07:00:00;0
17.05.2024;07:00:00;07:15:00;0
17.05.2024;07:15:00;07:30:00;0
17.05.2024;07:30:00;07:45:00;0
17.05.2024;07:45:00;08:00:00;0
17.05.2024;08:00:00;08:15:00;0
17.05.2024;08:15:00;08:30:00;0
17.05.2024;08:30:00;08:45:00;0
17.05.2024;08:45:00;09:00:00;0
17.05.2024;09:00:00;09:15:00;0
17.05.2024;09:15:00;09:30:00;0,004
17.05.2024;09:30:00;09:45:00;0,06
17.05.2024;09:45:00;10:00:00;0
17.05.2024;10:00:00;10:15:00;0,002
17.05.2024;10:15:00;10:30:00;0
17.05.2024;10:30:00;10:45:00;0
17.05.2024;10:45:00;11:00:00;0,02
17.05.2024;11:00:00;11:15:00;0
17.05.2024;11:15:00;11:30:00;0,007
17.05.2024;11:30:00;11:45:00;0,106
17.05.2024;11:45:00;12:00:00;0,076
17.05.2024;12:00:00;12:15:00;0,038
17.05.2024;12:15:00;12:30:00;0,009
17.05.2024;12:30:00;12:45:00;0,005
17.05.2024;12:45:00;13:00:00;0,003
17.05.2024;13:00:00;13:15:00;0
17.05.2024;13:15:00;13:30:00;0
17.05.2024;13:30:00;13:45:00;0,025
17.05.2024;13:45:00;14:00:00;0,062
17.05.2024;14:00:00;14:15:00;0,076
17.05.2024;14:15:00;14:30:00;0,165
17.05.2024;14:30:00;14:45:00;0,006
17.05.2024;14:45:00;15:00:00;0,003
17.05.2024;15:00:00;15:15:00;0
17.05.2024;15:15:00;15:30:00;0,002
17.05.2024;15:30:00;15:45:00;0,066
17.05.2024;15:45:00;16:00:00;0,099
17.05.2024;16:00:00;16:15:00;0
17.05.2024;16:15:00;16:30:00;0,007
17.05.2024;16:30:00;16:45:00;0
17.05.2024;16:45:00;17:00:00;0
17.05.2024;17:00:00;17:15:00;0
17.05.2024;17:15:00;17:30:00;0,053
17.05.2024;17:30:00;17:45:00;0
17.05.2024;17:45:00;18:00:00;0
17.05.2024;18:00:00;18:15:00;0
17.05.2024;18:15:00;18:30:00;0,056
17.05.2024;18:30:00;18:45:00;0,05
17.05.2024;18:45:00;19:00:00;0
17.05.2024;19:00:00;19:15:00;0
17.05.2024;19:15:00;19:30:00;0
17.05.2024;19:30:00;19:45:00;0
17.05.2024;19:45:00;20:00:00;0
17.05.2024;20:00:00;20:15:00;0
17.05.2024;20:15:00;20:30:00;0
17.05.2024;20:30:00;20:45:00;0
17.05.2024;20:45:00;21:00:00;0
17.05.2024;21:00:00;21:15:00;0
17.05.2024;21:15:00;21:30:00;0
17.05.2024;21:30:00;21:45:00;0
17.05.2024;21:45:00;22:00:00;0
17.05.2024;22:00:00;22:15:00;0
17.05.2024;22:15:00;22:30:00;0
17.05.2024;22:30:00;22:45:00;0
17.05.2024;22:45:00;23:00:00;0
17.05.2024;23:00:00;23:15:00;0
17.05.2024;23:15:00;23:30:00;0
17.05.2024;23:30:00;23:45:00;0
17.05.2024;23:45:00;00:00:00;0
18.05.2024;00:00:00;00:15:00;0
18.05.2024;00:15:00;00:30:00;0
18.05.2024;00:30:00;00:45:00;0
18.05.2024;00:45:00;01:00:00;0
18.05.2024;01:00:00;01:15:00;0
18.05.2024;01:15:00;01:30:00;0
18.05.2024;01:30:00;01:45:00;0
18.05.2024;01:45:00;02:00:00;0
18.05.2024;02:00:00;02:15:00;0
18.05.2024;02:15:00;02:30:00;0
18.05.2024;02:30:00;02:45:00;0
18.05.2024;02:45:00;03:00:00;0
18.05.2024;03:00:00;03:15:00;0
18.05.2024;03:15:00;03:30:00;0
18.05.2024;03:30:00;03:45:00;0
18.05.2024;03:45:00;04:00:00;0
18.05.2024;04:00:00;04:15:00;0
18.05.2024;04:15:00;04:30:00;0
18.05.2024;04:30:00;04:45:00;0
18.05.2024;04:45:00;05:00:00;0
18.05.2024;05:00:00;05:15:00;0
18.05.2024;05:15:00;05:30:00;0
18.05.2024;05:30:00;05:45:00;0
18.05.2024;05:45:00;06:00:00;0
18.05.2024;06:00:00;06:15:00;0
18.05.2024;06:15:00;06:30:00;0
18.05.2024;06:30:00;06:45:00;0
18.05.2024;06:45:00;07:00:00;0
18.05.2024;07:00:00;07:15:00;0
18.05.2024;07:15:00;07:30:00;0
18.05.2024;07:30:00;07:45:00;0
18.05.2024;07:45:00;08:00:00;0,052
18.05.2024;08:00:00;08:15:00;0,154
18.05.2024;08:15:00;08:30:00;0,303
18.05.2024;08:30:00;08:45:00;0,254
18.05.2024;08:45:00;09:00:00;0,137
18.05.2024;09:00:00;09:15:00;0,077
18.05.2024;09:15:00;09:30:00;0,122
18.05.2024;09:30:00;09:45:00;0,134
18.05.2024;09:45:00;10:00:00;0,439
18.05.2024;10:00:00;10:15:00;0,266
18.05.2024;10:15:00;10:30:00;0
18.05.2024;10:30:00;10:45:00;0
18.05.2024;10:45:00;11:00:00;0
18.05.2024;11:00:00;11:15:00;0
18.05.2024;11:15:00;11:30:00;0
18.05.2024;11:30:00;11:45:00;0
18.05.2024;11:45:00;12:00:00;0
18.05.2024;12:00:00;12:15:00;0
18.05.2024;12:15:00;12:30:00;0
18.05.2024;12:30:00;12:45:00;0
18.05.2024;12:45:00;13:00:00;0,049
18.05.2024;13:00:00;13:15:00;0,837
18.05.2024;13:15:00;13:30:00;1,113
18.05.2024;13:30:00;13:45:00;0,727
18.05.2024;13:45:00;14:00:00;1,215
18.05.2024;14:00:00;14:15:00;1,598
18.05.2024;14:15:00;14:30:00;1,614
18.05.2024;14:30:00;14:45:00;1,614
18.05.2024;14:45:00;15:00:00;0,86
18.05.2024;15:00:00;15:15:00;0,956
18.05.2024;15:15:00;15:30:00;1,239
18.05.2024;15:30:00;15:45:00;0,379
18.05.2024;15:45:00;16:00:00;0,969
18.05.2024;16:00:00;16:15:00;0,544
18.05.2024;16:15:00;16:30:00;0,477
18.05.2024;16:30:00;16:45:00;0,407
18.05.2024;16:45:00;17:00:00;0,33
18.05.2024;17:00:00;17:15:00;0,401
18.05.2024;17:15:00;17:30:00;0,747
18.05.2024;17:30:00;17:45:00;0,596
18.05.2024;17:45:00;18:00:00;0,63
18.05.2024;18:00:00;18:15:00;0,508
18.05.2024;18:15:00;18:30:00;0,102
18.05.2024;18:30:00;18:45:00;0,007
18.05.2024;18:45:00;19:00:00;0,04
18.05.2024;19:00:00;19:15:00;0,014
18.05.2024;19:15:00;19:30:00;0
18.05.2024;19:30:00;19:45:00;0
18.05.2024;19:45:00;20:00:00;0
18.05.2024;20:00:00;20:15:00;0
18.05.2024;20:15:00;20:30:00;0
18.05.2024;20:30:00;20:45:00;0
18.05.2024;20:45:00;21:00:00;0
18.05.2024;21:00:00;21:15:00;0
18.05.2024;21:15:00;21:30:00;0
18.05.2024;21:30:00;21:45:00;0
18.05.2024;21:45:00;22:00:00;0
18.05.2024;22:00:00;22:15:00;0
18.05.2024;22:15:00;22:30:00;0
18.05.2024;22:30:00;22:45:00;0
18.05.2024;22:45:00;23:00:00;0
18.05.2024;23:00:00;23:15:00;0
18.05.2024;23:15:00;23:30:00;0
18.05.2024;23:30:00;23:45:00;0
18.05.2024;23:45:00;00:00:00;0
19.05.2024;00:00:00;00:15:00;0
19.05.2024;00:15:00;00:30:00;0
19.05.2024;00:30:00;00:45:00;0
19.05.2024;00:45:00;01:00:00;0
19.05.2024;01:00:00;01:15:00;0
19.05.2024;01:15:00;01:30:00;0
19.05.2024;01:30:00;01:45:00;0
19.05.2024;01:45:00;02:00:00;0
19.05.2024;02:00:00;02:15:00;0
19.05.2024;02:15:00;02:30:00;0
19.05.2024;02:30:00;02:45:00;0
19.05.2024;02:45:00;03:00:00;0
19.05.2024;03:00:00;03:15:00;0
19.05.2024;03:15:00;03:30:00;0
19.05.2024;03:30:00;03:45:00;0
19.05.2024;03:45:00;04:00:00;0
19.05.2024;04:00:00;04:15:00;0
19.05.2024;04:15:00;04:30:00;0
19.05.2024;04:30:00;04:45:00;0
19.05.2024;04:45:00;05:00:00;0
19.05.2024;05:00:00;05:15:00;0
19.05.2024;05:15:00;05:30:00;0
19.05.2024;05:30:00;05:45:00;0
19.05.2024;05:45:00;06:00:00;0
19.05.2024;06:00:00;06:15:00;0
19.05.2024;06:15:00;06:30:00;0
19.05.2024;06:30:00;06:45:00;0
19.05.2024;06:45:00;07:00:00;0
19.05.2024;07:00:00;07:15:00;0
19.05.2024;07:15:00;07:30:00;0,016
19.05.2024;07:30:00;07:45:00;0,002
19.05.2024;07:45:00;08:00:00;0,08
19.05.2024;08:00:00;08:15:00;0,117
19.05.2024;08:15:00;08:30:00;0,224
19.05.2024;08:30:00;08:45:00;0,302
19.05.2024;08:45:00;09:00:00;0,378
19.05.2024;09:00:00;09:15:00;0,611
19.05.2024;09:15:00;09:30:00;0,539
19.05.2024;09:30:00;09:45:00;0,496
19.05.2024;09:45:00;10:00:00;0,742
19.05.2024;10:00:00;10:15:00;0,658
19.05.2024;10:15:00;10:30:00;0,837
19.05.2024;10:30:00;10:45:00;1,025
19.05.2024;10:45:00;11:00:00;0,92
19.05.2024;11:00:00;11:15:00;0,714
19.05.2024;11:15:00;11:30:00;0,678
19.05.2024;11:30:00;11:45:00;1,188
19.05.2024;11:45:00;12:00:00;0,341
19.05.2024;12:00:00;12:15:00;0,947
19.05.2024;12:15:00;12:30:00;1,288
19.05.2024;12:30:00;12:45:00;1,34
19.05.2024;12:45:00;13:00:00;1,485
19.05.2024;13:00:00;13:15:00;1,528
19.05.2024;13:15:00;13:30:00;0,908
19.05.2024;13:30:00;13:45:00;1,132
19.05.2024;13:45:00;14:00:00;1,503
19.05.2024;14:00:00;14:15:00;1,065
19.05.2024;14:15:00;14:30:00;1,279
19.05.2024;14:30:00;14:45:00;1,333
19.05.2024;14:45:00;15:00:00;1,325
19.05.2024;15:00:00;15:15:00;1,244
19.05.2024;15:15:00;15:30:00;0,513
19.05.2024;15:30:00;15:45:00;1,02
19.05.2024;15:45:00;16:00:00;0,686
19.05.2024;16:00:00;16:15:00;0,701
19.05.2024;16:15:00;16:30:00;1,2
19.05.2024;16:30:00;16:45:00;1,161
19.05.2024;16:45:00;17:00:00;1,046
19.05.2024;17:00:00;17:15:00;1,001
19.05.2024;17:15:00;17:30:00;0,921
19.05.2024;17:30:00;17:45:00;0,733
19.05.2024;17:45:00;18:00:00;0,527
19.05.2024;18:00:00;18:15:00;0,49
19.05.2024;18:15:00;18:30:00;0,27
19.05.2024;18:30:00;18:45:00;0,037
19.05.2024;18:45:00;19:00:00;0,086
19.05.2024;19:00:00;19:15:00;0,033
19.05.2024;19:15:00;19:30:00;0,001
19.05.2024;19:30:00;19:45:00;0
19.05.2024;19:45:00;20:00:00;0
19.05.2024;20:00:00;20:15:00;0
19.05.2024;20:15:00;20:30:00;0
19.05.2024;20:30:00;20:45:00;0
19.05.2024;20:45:00;21:00:00;0
19.05.2024;21:00:00;21:15:00;0
19.05.2024;21:15:00;21:30:00;0
19.05.2024;21:30:00;21:45:00;0
19.05.2024;21:45:00;22:00:00;0
19.05.2024;22:00:00;22:15:00;0
19.05.2024;22:15:00;22:30:00;0
19.05.2024;22:30:00;22:45:00;0
19.05.2024;22:45:00;23:00:00;0
19.05.2024;23:00:00;23:15:00;0
19.05.2024;23:15:00;23:30:00;0
19.05.2024;23:30:00;23:45:00;0
19.05.2024;23:45:00;00:00:00;0
20.05.2024;00:00:00;00:15:00;0
20.05.2024;00:15:00;00:30:00;0
20.05.2024;00:30:00;00:45:00;0
20.05.2024;00:45:00;01:00:00;0
20.05.2024;01:00:00;01:15:00;0
20.05.2024;01:15:00;01:30:00;0
20.05.2024;01:30:00;01:45:00;0
20.05.2024;01:45:00;02:00:00;0
20.05.2024;02:00:00;02:15:00;0
20.05.2024;02:15:00;02:30:00;0
20.05.2024;02:30:00;02:45:00;0
20.05.2024;02:45:00;03:00:00;0
20.05.2024;03:00:00;03:15:00;0
20.05.2024;03:15:00;03:30:00;0
20.05.2024;03:30:00;03:45:00;0
20.05.2024;03:45:00;04:00:00;0
20.05.2024;04:00:00;04:15:00;0
20.05.2024;04:15:00;04:30:00;0
20.05.2024;04:30:00;04:45:00;0
20.05.2024;04:45:00;05:00:00;0
20.05.2024;05:00:00;05:15:00;0
20.05.2024;05:15:00;05:30:00;0
20.05.2024;05:30:00;05:45:00;0
20.05.2024;05:45:00;06:00:00;0
20.05.2024;06:00:00;06:15:00;0
20.05.2024;06:15:00;06:30:00;0
20.05.2024;06:30:00;06:45:00;0
20.05.2024;06:45:00;07:00:00;0,002
20.05.2024;07:00:00;07:15:00;0,013
20.05.2024;07:15:00;07:30:00;0,098
20.05.2024;07:30:00;07:45:00;0,115
20.05.2024;07:45:00;08:00:00;0,111
20.05.2024;08:00:00;08:15:00;0,181
20.05.2024;08:15:00;08:30:00;0,234
20.05.2024;08:30:00;08:45:00;0,41
20.05.2024;08:45:00;09:00:00;0,575
20.05.2024;09:00:00;09:15:00;0,682
20.05.2024;09:15:00;09:30:00;0,653
20.05.2024;09:30:00;09:45:00;0,716
20.05.2024;09:45:00;10:00:00;0,861
20.05.2024;10:00:00;10:15:00;0,86
20.05.2024;10:15:00;10:30:00;0,828
20.05.2024;10:30:00;10:45:00;0,9
20.05.2024;10:45:00;11:00:00;1,06
20.05.2024;11:00:00;11:15:00;1,178
20.05.2024;11:15:00;11:30:00;1,216
20.05.2024;11:30:00;11:45:00;1,154
20.05.2024;11:45:00;12:00:00;0,822
20.05.2024;12:00:00;12:15:00;0,782
20.05.2024;12:15:00;12:30:00;0,904
20.05.2024;12:30:00;12:45:00;1,267
20.05.2024;12:45:00;13:00:00;1,149
20.05.2024;13:00:00;13:15:00;1,368
20.05.2024;13:15:00;13:30:00;1,342
20.05.2024;13:30:00;13:45:00;1,388
20.05.2024;13:45:00;14:00:00;1,398
20.05.2024;14:00:00;14:15:00;1,276
20.05.2024;14:15:00;14:30:00;1,173
20.05.2024;14:30:00;14:45:00;0,647
20.05.2024;14:45:00;15:00:00;0,485
20.05.2024;15:00:00;15:15:00;0,397
20.05.2024;15:15:00;15:30:00;0,449
20.05.2024;15:30:00;15:45:00;0,813
20.05.2024;15:45:00;16:00:00;0,725
20.05.2024;16:00:00;16:15:00;0,193
20.05.2024;16:15:00;16:30:00;1,071
20.05.2024;16:30:00;16:45:00;0,14
20.05.2024;16:45:00;17:00:00;0,001
20.05.2024;17:00:00;17:15:00;0,563
20.05.2024;17:15:00;17:30:00;0,509
20.05.2024;17:30:00;17:45:00;0,264
20.05.2024;17:45:00;18:00:00;0,49
20.05.2024;18:00:00;18:15:00;0,115
20.05.2024;18:15:00;18:30:00;0,057
20.05.2024;18:30:00;18:45:00;0,06
20.05.2024;18:45:00;19:00:00;0,037
20.05.2024;19:00:00;19:15:00;0,027
