sep=;
Anlagennummer;Zaehlpunkt;Tarif;Statistikzeitraum Beginn;Statistikzeitraum Ende;Wert;Einheit;Messwert: VAL...gemessen, EST...rechnerisch ermittelt
12345678;AT0080123456789012345678901234567;;06.07.2023 16:15;06.07.2023 16:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 16:30;06.07.2023 16:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 16:45;06.07.2023 17:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 17:00;06.07.2023 17:15;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 17:15;06.07.2023 17:30;0,008;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 17:30;06.07.2023 17:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 17:45;06.07.2023 18:00;0,041;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 18:00;06.07.2023 18:15;0,165;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 18:15;06.07.2023 18:30;0,154;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 18:30;06.07.2023 18:45;0,413;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 18:45;06.07.2023 19:00;0,115;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 19:00;06.07.2023 19:15;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 19:15;06.07.2023 19:30;0,19;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 19:30;06.07.2023 19:45;0,317;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 19:45;06.07.2023 20:00;0,291;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 20:00;06.07.2023 20:15;0,448;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 20:15;06.07.2023 20:30;0,05;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 20:30;06.07.2023 20:45;0,106;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 20:45;06.07.2023 21:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 21:00;06.07.2023 21:15;0,038;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 21:15;06.07.2023 21:30;0,045;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 21:30;06.07.2023 21:45;0,045;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 21:45;06.07.2023 22:00;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 22:00;06.07.2023 22:15;0,059;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 22:15;06.07.2023 22:30;0,035;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 22:30;06.07.2023 22:45;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 22:45;06.07.2023 23:00;0,052;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 23:00;06.07.2023 23:15;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 23:15;06.07.2023 23:30;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 23:30;06.07.2023 23:45;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;06.07.2023 23:45;07.07.2023 00:00;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 00:00;07.07.2023 00:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 00:15;07.07.2023 00:30;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 00:30;07.07.2023 00:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 00:45;07.07.2023 01:00;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 01:00;07.07.2023 01:15;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 01:15;07.07.2023 01:30;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 01:30;07.07.2023 01:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 01:45;07.07.2023 02:00;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 02:00;07.07.2023 02:15;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 02:15;07.07.2023 02:30;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 02:30;07.07.2023 02:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 02:45;07.07.2023 03:00;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 03:00;07.07.2023 03:15;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 03:15;07.07.2023 03:30;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 03:30;07.07.2023 03:45;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 03:45;07.07.2023 04:00;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 04:00;07.07.2023 04:15;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 04:15;07.07.2023 04:30;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 04:30;07.07.2023 04:45;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 04:45;07.07.2023 05:00;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 05:00;07.07.2023 05:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 05:15;07.07.2023 05:30;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 05:30;07.07.2023 05:45;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 05:45;07.07.2023 06:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 06:00;07.07.2023 06:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 06:15;07.07.2023 06:30;0,074;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 06:30;07.07.2023 06:45;0,089;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 06:45;07.07.2023 07:00;0,083;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 07:00;07.07.2023 07:15;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 07:15;07.07.2023 07:30;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 07:30;07.07.2023 07:45;0,039;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 07:45;07.07.2023 08:00;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 08:00;07.07.2023 08:15;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 08:15;07.07.2023 08:30;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 08:30;07.07.2023 08:45;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 08:45;07.07.2023 09:00;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 09:00;07.07.2023 09:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 09:15;07.07.2023 09:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 09:30;07.07.2023 09:45;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 09:45;07.07.2023 10:00;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 10:00;07.07.2023 10:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 10:15;07.07.2023 10:30;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 10:30;07.07.2023 10:45;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 10:45;07.07.2023 11:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 11:00;07.07.2023 11:15;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 11:15;07.07.2023 11:30;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 11:30;07.07.2023 11:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 11:45;07.07.2023 12:00;0,07;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 12:00;07.07.2023 12:15;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 12:15;07.07.2023 12:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 12:30;07.07.2023 12:45;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 12:45;07.07.2023 13:00;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 13:00;07.07.2023 13:15;0,041;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 13:15;07.07.2023 13:30;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 13:30;07.07.2023 13:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 13:45;07.07.2023 14:00;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 14:00;07.07.2023 14:15;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 14:15;07.07.2023 14:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 14:30;07.07.2023 14:45;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 14:45;07.07.2023 15:00;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 15:00;07.07.2023 15:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 15:15;07.07.2023 15:30;0,264;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 15:30;07.07.2023 15:45;0,271;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 15:45;07.07.2023 16:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 16:00;07.07.2023 16:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 16:15;07.07.2023 16:30;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 16:30;07.07.2023 16:45;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 16:45;07.07.2023 17:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 17:00;07.07.2023 17:15;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 17:15;07.07.2023 17:30;0,106;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 17:30;07.07.2023 17:45;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 17:45;07.07.2023 18:00;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 18:00;07.07.2023 18:15;0,044;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 18:15;07.07.2023 18:30;0,048;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 18:30;07.07.2023 18:45;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 18:45;07.07.2023 19:00;0,141;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 19:00;07.07.2023 19:15;0,066;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 19:15;07.07.2023 19:30;0,056;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 19:30;07.07.2023 19:45;0,059;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 19:45;07.07.2023 20:00;0,074;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 20:00;07.07.2023 20:15;0,057;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 20:15;07.07.2023 20:30;0,043;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 20:30;07.07.2023 20:45;0,066;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 20:45;07.07.2023 21:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 21:00;07.07.2023 21:15;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 21:15;07.07.2023 21:30;0,04;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 21:30;07.07.2023 21:45;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 21:45;07.07.2023 22:00;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 22:00;07.07.2023 22:15;0,038;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 22:15;07.07.2023 22:30;0,041;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 22:30;07.07.2023 22:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 22:45;07.07.2023 23:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 23:00;07.07.2023 23:15;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 23:15;07.07.2023 23:30;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 23:30;07.07.2023 23:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;07.07.2023 23:45;08.07.2023 00:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 00:00;08.07.2023 00:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 00:15;08.07.2023 00:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 00:30;08.07.2023 00:45;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 00:45;08.07.2023 01:00;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 01:00;08.07.2023 01:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 01:15;08.07.2023 01:30;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 01:30;08.07.2023 01:45;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 01:45;08.07.2023 02:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 02:00;08.07.2023 02:15;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 02:15;08.07.2023 02:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 02:30;08.07.2023 02:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 02:45;08.07.2023 03:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 03:00;08.07.2023 03:15;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 03:15;08.07.2023 03:30;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 03:30;08.07.2023 03:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 03:45;08.07.2023 04:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 04:00;08.07.2023 04:15;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 04:15;08.07.2023 04:30;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 04:30;08.07.2023 04:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 04:45;08.07.2023 05:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 05:00;08.07.2023 05:15;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 05:15;08.07.2023 05:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 05:30;08.07.2023 05:45;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 05:45;08.07.2023 06:00;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 06:00;08.07.2023 06:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 06:15;08.07.2023 06:30;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 06:30;08.07.2023 06:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 06:45;08.07.2023 07:00;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 07:00;08.07.2023 07:15;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 07:15;08.07.2023 07:30;0,302;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 07:30;08.07.2023 07:45;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 07:45;08.07.2023 08:00;0,278;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 08:00;08.07.2023 08:15;0,242;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 08:15;08.07.2023 08:30;0,352;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 08:30;08.07.2023 08:45;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 08:45;08.07.2023 09:00;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 09:00;08.07.2023 09:15;0,053;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 09:15;08.07.2023 09:30;0,056;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 09:30;08.07.2023 09:45;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 09:45;08.07.2023 10:00;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 10:00;08.07.2023 10:15;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 10:15;08.07.2023 10:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 10:30;08.07.2023 10:45;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 10:45;08.07.2023 11:00;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 11:00;08.07.2023 11:15;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 11:15;08.07.2023 11:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 11:30;08.07.2023 11:45;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 11:45;08.07.2023 12:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 12:00;08.07.2023 12:15;0,038;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 12:15;08.07.2023 12:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 12:30;08.07.2023 12:45;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 12:45;08.07.2023 13:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 13:00;08.07.2023 13:15;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 13:15;08.07.2023 13:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 13:30;08.07.2023 13:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 13:45;08.07.2023 14:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 14:00;08.07.2023 14:15;0,038;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 14:15;08.07.2023 14:30;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 14:30;08.07.2023 14:45;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 14:45;08.07.2023 15:00;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 15:00;08.07.2023 15:15;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 15:15;08.07.2023 15:30;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 15:30;08.07.2023 15:45;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 15:45;08.07.2023 16:00;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 16:00;08.07.2023 16:15;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 16:15;08.07.2023 16:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 16:30;08.07.2023 16:45;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 16:45;08.07.2023 17:00;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 17:00;08.07.2023 17:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 17:15;08.07.2023 17:30;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 17:30;08.07.2023 17:45;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 17:45;08.07.2023 18:00;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 18:00;08.07.2023 18:15;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 18:15;08.07.2023 18:30;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 18:30;08.07.2023 18:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 18:45;08.07.2023 19:00;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 19:00;08.07.2023 19:15;0,39;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 19:15;08.07.2023 19:30;0,22;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 19:30;08.07.2023 19:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 19:45;08.07.2023 20:00;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 20:00;08.07.2023 20:15;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 20:15;08.07.2023 20:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 20:30;08.07.2023 20:45;0,053;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 20:45;08.07.2023 21:00;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 21:00;08.07.2023 21:15;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 21:15;08.07.2023 21:30;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 21:30;08.07.2023 21:45;0,037;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 21:45;08.07.2023 22:00;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 22:00;08.07.2023 22:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 22:15;08.07.2023 22:30;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 22:30;08.07.2023 22:45;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 22:45;08.07.2023 23:00;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 23:00;08.07.2023 23:15;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 23:15;08.07.2023 23:30;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 23:30;08.07.2023 23:45;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;08.07.2023 23:45;09.07.2023 00:00;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 00:00;09.07.2023 00:15;0,035;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 00:15;09.07.2023 00:30;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 00:30;09.07.2023 00:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 00:45;09.07.2023 01:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 01:00;09.07.2023 01:15;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 01:15;09.07.2023 01:30;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 01:30;09.07.2023 01:45;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 01:45;09.07.2023 02:00;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 02:00;09.07.2023 02:15;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 02:15;09.07.2023 02:30;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 02:30;09.07.2023 02:45;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 02:45;09.07.2023 03:00;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 03:00;09.07.2023 03:15;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 03:15;09.07.2023 03:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 03:30;09.07.2023 03:45;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 03:45;09.07.2023 04:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 04:00;09.07.2023 04:15;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 04:15;09.07.2023 04:30;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 04:30;09.07.2023 04:45;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 04:45;09.07.2023 05:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 05:00;09.07.2023 05:15;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 05:15;09.07.2023 05:30;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 05:30;09.07.2023 05:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 05:45;09.07.2023 06:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 06:00;09.07.2023 06:15;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 06:15;09.07.2023 06:30;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 06:30;09.07.2023 06:45;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 06:45;09.07.2023 07:00;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 07:00;09.07.2023 07:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 07:15;09.07.2023 07:30;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 07:30;09.07.2023 07:45;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 07:45;09.07.2023 08:00;0,014;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 08:00;09.07.2023 08:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 08:15;09.07.2023 08:30;0,096;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 08:30;09.07.2023 08:45;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 08:45;09.07.2023 09:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 09:00;09.07.2023 09:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 09:15;09.07.2023 09:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;09.07.2023 09:30;09.07.2023 09:45;0,009;KWH;VAL
