Startdatum;Enddatum;Zählpunktbezeichnung;Name der Energiegemeinschaft;ID der Energiegemeinschaft;OBIS;OBIS Kurzbeschreibung;Wert;Einheit;Qualität;Qualität Beschreibung
02.09.2025 19:15;02.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
02.09.2025 19:30;02.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
02.09.2025 19:45;02.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
02.09.2025 20:00;02.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
02.09.2025 20:15;02.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
02.09.2025 20:30;02.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
02.09.2025 20:45;02.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
02.09.2025 21:00;02.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
02.09.2025 21:15;02.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
02.09.2025 21:30;02.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
02.09.2025 21:45;02.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
02.09.2025 22:00;02.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
02.09.2025 22:15;02.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
02.09.2025 22:30;02.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
02.09.2025 22:45;02.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
02.09.2025 23:00;02.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
02.09.2025 23:15;02.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
02.09.2025 23:30;02.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
02.09.2025 23:45;03.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
03.09.2025 00:00;03.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
03.09.2025 00:15;03.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
03.09.2025 00:30;03.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,244;kWh;L1;Echtwert gemessen
03.09.2025 00:45;03.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,166;kWh;L1;Echtwert gemessen
03.09.2025 01:00;03.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,165;kWh;L1;Echtwert gemessen
03.09.2025 01:15;03.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
03.09.2025 01:30;03.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 01:45;03.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
03.09.2025 02:00;03.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
03.09.2025 02:15;03.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,169;kWh;L1;Echtwert gemessen
03.09.2025 02:30;03.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,179;kWh;L1;Echtwert gemessen
03.09.2025 02:45;03.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,173;kWh;L1;Echtwert gemessen
03.09.2025 03:00;03.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,169;kWh;L1;Echtwert gemessen
03.09.2025 03:15;03.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
03.09.2025 03:30;03.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 03:45;03.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
03.09.2025 04:00;03.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 04:15;03.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
03.09.2025 04:30;03.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
03.09.2025 04:45;03.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 05:00;03.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
03.09.2025 05:15;03.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
03.09.2025 05:30;03.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 05:45;03.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 06:00;03.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,164;kWh;L1;Echtwert gemessen
03.09.2025 06:15;03.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
03.09.2025 06:30;03.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
03.09.2025 06:45;03.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
03.09.2025 07:00;03.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
03.09.2025 07:15;03.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
03.09.2025 07:30;03.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 07:45;03.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
03.09.2025 08:00;03.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,215;kWh;L1;Echtwert gemessen
03.09.2025 08:15;03.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,177;kWh;L1;Echtwert gemessen
03.09.2025 08:30;03.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,58;kWh;L1;Echtwert gemessen
03.09.2025 08:45;03.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;1,122;kWh;L1;Echtwert gemessen
03.09.2025 09:00;03.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,321;kWh;L1;Echtwert gemessen
03.09.2025 09:15;03.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,205;kWh;L1;Echtwert gemessen
03.09.2025 09:30;03.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,223;kWh;L1;Echtwert gemessen
03.09.2025 09:45;03.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,181;kWh;L1;Echtwert gemessen
03.09.2025 10:00;03.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,188;kWh;L1;Echtwert gemessen
03.09.2025 10:15;03.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 10:30;03.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
03.09.2025 10:45;03.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 11:00;03.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,297;kWh;L1;Echtwert gemessen
03.09.2025 11:15;03.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 11:30;03.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 11:45;03.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
03.09.2025 12:00;03.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 12:15;03.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
03.09.2025 12:30;03.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 12:45;03.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,742;kWh;L1;Echtwert gemessen
03.09.2025 13:00;03.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;1,023;kWh;L1;Echtwert gemessen
03.09.2025 13:15;03.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,447;kWh;L1;Echtwert gemessen
03.09.2025 13:30;03.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,214;kWh;L1;Echtwert gemessen
03.09.2025 13:45;03.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,213;kWh;L1;Echtwert gemessen
03.09.2025 14:00;03.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,201;kWh;L1;Echtwert gemessen
03.09.2025 14:15;03.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,624;kWh;L1;Echtwert gemessen
03.09.2025 14:30;03.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,839;kWh;L1;Echtwert gemessen
03.09.2025 14:45;03.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,199;kWh;L1;Echtwert gemessen
03.09.2025 15:00;03.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,187;kWh;L1;Echtwert gemessen
03.09.2025 15:15;03.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,186;kWh;L1;Echtwert gemessen
03.09.2025 15:30;03.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
03.09.2025 15:45;03.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
03.09.2025 16:00;03.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 16:15;03.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 16:30;03.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
03.09.2025 16:45;03.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
03.09.2025 17:00;03.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
03.09.2025 17:15;03.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
03.09.2025 17:30;03.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
03.09.2025 17:45;03.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,297;kWh;L1;Echtwert gemessen
03.09.2025 18:00;03.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 18:15;03.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
03.09.2025 18:30;03.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 18:45;03.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 19:00;03.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
03.09.2025 19:15;03.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 19:30;03.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
03.09.2025 19:45;03.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
03.09.2025 20:00;03.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 20:15;03.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
03.09.2025 20:30;03.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
03.09.2025 20:45;03.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
03.09.2025 21:00;03.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
03.09.2025 21:15;03.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
03.09.2025 21:30;03.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
03.09.2025 21:45;03.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
03.09.2025 22:00;03.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
03.09.2025 22:15;03.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 22:30;03.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
03.09.2025 22:45;03.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
03.09.2025 23:00;03.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 23:15;03.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
03.09.2025 23:30;03.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
03.09.2025 23:45;04.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
04.09.2025 00:00;04.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
04.09.2025 00:15;04.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,164;kWh;L1;Echtwert gemessen
04.09.2025 00:30;04.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,308;kWh;L1;Echtwert gemessen
04.09.2025 00:45;04.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,179;kWh;L1;Echtwert gemessen
04.09.2025 01:00;04.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
04.09.2025 01:15;04.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
04.09.2025 01:30;04.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
04.09.2025 01:45;04.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
04.09.2025 02:00;04.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 02:15;04.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 02:30;04.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 02:45;04.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
04.09.2025 03:00;04.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
04.09.2025 03:15;04.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
04.09.2025 03:30;04.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
04.09.2025 03:45;04.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 04:00;04.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
04.09.2025 04:15;04.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
04.09.2025 04:30;04.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
04.09.2025 04:45;04.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
04.09.2025 05:00;04.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 05:15;04.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
04.09.2025 05:30;04.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 05:45;04.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
04.09.2025 06:00;04.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 06:15;04.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 06:30;04.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
04.09.2025 06:45;04.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
04.09.2025 07:00;04.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
04.09.2025 07:15;04.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
04.09.2025 07:30;04.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
04.09.2025 07:45;04.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
04.09.2025 08:00;04.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
04.09.2025 08:15;04.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
04.09.2025 08:30;04.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
04.09.2025 08:45;04.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,189;kWh;L1;Echtwert gemessen
04.09.2025 09:00;04.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
04.09.2025 09:15;04.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
04.09.2025 09:30;04.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 09:45;04.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 10:00;04.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
04.09.2025 10:15;04.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
04.09.2025 10:30;04.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
04.09.2025 10:45;04.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
04.09.2025 11:00;04.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
04.09.2025 11:15;04.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,338;kWh;L1;Echtwert gemessen
04.09.2025 11:30;04.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,183;kWh;L1;Echtwert gemessen
04.09.2025 11:45;04.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,197;kWh;L1;Echtwert gemessen
04.09.2025 12:00;04.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,233;kWh;L1;Echtwert gemessen
04.09.2025 12:15;04.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,214;kWh;L1;Echtwert gemessen
04.09.2025 12:30;04.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,317;kWh;L1;Echtwert gemessen
04.09.2025 12:45;04.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
04.09.2025 13:00;04.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,169;kWh;L1;Echtwert gemessen
04.09.2025 13:15;04.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,294;kWh;L1;Echtwert gemessen
04.09.2025 13:30;04.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,271;kWh;L1;Echtwert gemessen
04.09.2025 13:45;04.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,171;kWh;L1;Echtwert gemessen
04.09.2025 14:00;04.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,177;kWh;L1;Echtwert gemessen
04.09.2025 14:15;04.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,171;kWh;L1;Echtwert gemessen
04.09.2025 14:30;04.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,455;kWh;L1;Echtwert gemessen
04.09.2025 14:45;04.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,321;kWh;L1;Echtwert gemessen
04.09.2025 15:00;04.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,578;kWh;L1;Echtwert gemessen
04.09.2025 15:15;04.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,173;kWh;L1;Echtwert gemessen
04.09.2025 15:30;04.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,397;kWh;L1;Echtwert gemessen
