Messzeitpunkt;Gemessener Verbrauch (kWh);Ersatzwert;
20.01.2023 17:00;0,113;;
20.01.2023 17:15;0,173;;
20.01.2023 17:30;0,156;;
20.01.2023 17:45;0,147;;
20.01.2023 18:00;0,088;;
20.01.2023 18:15;0,142;;
20.01.2023 18:30;0,156;;
20.01.2023 18:45;0,153;;
20.01.2023 19:00;0,142;;
20.01.2023 19:15;0,304;;
20.01.2023 19:30;0,098;;
20.01.2023 19:45;0,126;;
20.01.2023 20:00;0,153;;
20.01.2023 20:15;0,248;;
20.01.2023 20:30;0,273;;
20.01.2023 20:45;0,228;;
20.01.2023 21:00;0,288;;
20.01.2023 21:15;0,175;;
20.01.2023 21:30;0,108;;
20.01.2023 21:45;0,101;;
20.01.2023 22:00;0,114;;
20.01.2023 22:15;0,093;;
20.01.2023 22:30;0,200;;
20.01.2023 22:45;0,118;;
20.01.2023 23:00;0,103;;
20.01.2023 23:15;0,062;;
20.01.2023 23:30;0,076;;
20.01.2023 23:45;0,106;;
21.01.2023 00:00;0,098;;
21.01.2023 00:15;0,078;;
21.01.2023 00:30;0,099;;
21.01.2023 00:45;0,094;;
21.01.2023 01:00;0,084;;
21.01.2023 01:15;0,068;;
21.01.2023 01:30;0,095;;
21.01.2023 01:45;0,068;;
21.01.2023 02:00;0,395;;
21.01.2023 02:15;0,072;;
21.01.2023 02:30;0,127;;
21.01.2023 02:45;0,090;;
21.01.2023 03:00;0,074;;
21.01.2023 03:15;0,075;;
21.01.2023 03:30;0,092;;
21.01.2023 03:45;0,253;;
21.01.2023 04:00;0,334;;
21.01.2023 04:15;0,093;;
21.01.2023 04:30;0,091;;
21.01.2023 04:45;0,064;;
21.01.2023 05:00;0,065;;
21.01.2023 05:15;0,096;;
21.01.2023 05:30;0,076;;
21.01.2023 05:45;0,049;;
21.01.2023 06:00;0,079;;
21.01.2023 06:15;0,089;;
21.01.2023 06:30;0,088;;
21.01.2023 06:45;0,080;;
21.01.2023 07:00;0,089;;
21.01.2023 07:15;0,075;;
21.01.2023 07:30;0,059;;
21.01.2023 07:45;0,293;;
21.01.2023 08:00;1,040;;
21.01.2023 08:15;1,152;;
21.01.2023 08:30;1,077;;
21.01.2023 08:45;1,033;;
21.01.2023 09:00;1,512;;
21.01.2023 09:15;1,500;;
21.01.2023 09:30;1,219;;
21.01.2023 09:45;1,193;;
21.01.2023 10:00;1,051;;
21.01.2023 10:15;1,029;;
21.01.2023 10:30;0,192;;
21.01.2023 10:45;0,108;;
21.01.2023 11:00;0,055;;
21.01.2023 11:15;0,013;;
21.01.2023 11:30;0,054;;
21.01.2023 11:45;0,025;;
21.01.2023 12:00;0,184;;
21.01.2023 12:15;0,179;;
21.01.2023 12:30;0,346;;
21.01.2023 12:45;0,398;;
21.01.2023 13:00;0,043;;
21.01.2023 13:15;0,032;;
21.01.2023 13:30;0,061;;
21.01.2023 13:45;0,074;;
21.01.2023 14:00;0,041;;
21.01.2023 14:15;0,049;;
21.01.2023 14:30;0,075;;
21.01.2023 14:45;0,099;;
21.01.2023 15:00;0,087;;
21.01.2023 15:15;0,071;;
21.01.2023 15:30;0,099;;
21.01.2023 15:45;0,066;;
21.01.2023 16:00;0,081;;
21.01.2023 16:15;0,073;;
21.01.2023 16:30;0,092;;
21.01.2023 16:45;0,078;;
21.01.2023 17:00;0,083;;
21.01.2023 17:15;0,110;;
21.01.2023 17:30;0,135;;
21.01.2023 17:45;0,076;;
21.01.2023 18:00;0,071;;
21.01.2023 18:15;0,066;;
21.01.2023 18:30;0,086;;
21.01.2023 18:45;0,089;;
21.01.2023 19:00;0,084;;
21.01.2023 19:15;0,087;;
21.01.2023 19:30;0,099;;
21.01.2023 19:45;0,343;;
21.01.2023 20:00;0,205;;
21.01.2023 20:15;0,373;;
21.01.2023 20:30;0,162;;
21.01.2023 20:45;0,210;;
21.01.2023 21:00;0,101;;
21.01.2023 21:15;0,220;;
21.01.2023 21:30;0,232;;
21.01.2023 21:45;0,100;;
21.01.2023 22:00;0,106;;
21.01.2023 22:15;0,132;;
21.01.2023 22:30;0,123;;
21.01.2023 22:45;0,102;;
21.01.2023 23:00;0,118;;
21.01.2023 23:15;0,131;;
21.01.2023 23:30;0,078;;
21.01.2023 23:45;0,084;;
22.01.2023 00:00;0,090;;
22.01.2023 00:15;0,097;;
22.01.2023 00:30;0,060;;
22.01.2023 00:45;0,109;;
22.01.2023 01:00;0,130;;
22.01.2023 01:15;0,143;;
22.01.2023 01:30;0,094;;
22.01.2023 01:45;0,089;;
22.01.2023 02:00;0,094;;
22.01.2023 02:15;0,106;;
22.01.2023 02:30;0,090;;
22.01.2023 02:45;0,115;;
22.01.2023 03:00;0,109;;
22.01.2023 03:15;0,115;;
22.01.2023 03:30;0,079;;
22.01.2023 03:45;0,094;;
22.01.2023 04:00;0,101;;
22.01.2023 04:15;0,105;;
22.01.2023 04:30;0,066;;
22.01.2023 04:45;0,088;;
22.01.2023 05:00;0,104;;
22.01.2023 05:15;0,479;;
22.01.2023 05:30;0,096;;
22.01.2023 05:45;0,294;;
22.01.2023 06:00;0,107;;
22.01.2023 06:15;0,471;;
22.01.2023 06:30;0,119;;
22.01.2023 06:45;0,109;;
22.01.2023 07:00;0,117;;
22.01.2023 07:15;0,626;;
22.01.2023 07:30;0,302;;
22.01.2023 07:45;0,131;;
22.01.2023 08:00;0,171;;
22.01.2023 08:15;0,114;;
22.01.2023 08:30;0,117;;
22.01.2023 08:45;0,220;;
22.01.2023 09:00;0,263;;
22.01.2023 09:15;0,257;;
22.01.2023 09:30;0,263;;
22.01.2023 09:45;0,091;;
22.01.2023 10:00;0,142;;
22.01.2023 10:15;0,184;;
22.01.2023 10:30;0,316;;
22.01.2023 10:45;0,259;;
22.01.2023 11:00;0,235;;
22.01.2023 11:15;0,271;;
22.01.2023 11:30;0,614;;
22.01.2023 11:45;0,355;;
22.01.2023 12:00;0,345;;
22.01.2023 12:15;0,277;;
22.01.2023 12:30;0,278;;
22.01.2023 12:45;0,372;;
22.01.2023 13:00;0,358;;
22.01.2023 13:15;0,440;;
22.01.2023 13:30;0,362;;
22.01.2023 13:45;0,218;;
22.01.2023 14:00;0,203;;
22.01.2023 14:15;0,432;;
22.01.2023 14:30;0,333;;
22.01.2023 14:45;0,159;;
22.01.2023 15:00;0,115;;
22.01.2023 15:15;0,591;;
22.01.2023 15:30;0,271;;
22.01.2023 15:45;0,109;;
22.01.2023 16:00;0,103;;
22.01.2023 16:15;0,294;;
22.01.2023 16:30;0,226;;
22.01.2023 16:45;0,785;;
22.01.2023 17:00;0,502;;
22.01.2023 17:15;0,237;;
22.01.2023 17:30;0,110;;
22.01.2023 17:45;0,163;;
22.01.2023 18:00;0,127;;
22.01.2023 18:15;0,162;;
22.01.2023 18:30;0,102;;
22.01.2023 18:45;0,192;;
22.01.2023 19:00;0,282;;
22.01.2023 19:15;0,138;;
22.01.2023 19:30;0,225;;
22.01.2023 19:45;0,146;;
22.01.2023 20:00;0,112;;
22.01.2023 20:15;0,129;;
22.01.2023 20:30;0,138;;
22.01.2023 20:45;0,166;;
22.01.2023 21:00;0,131;;
22.01.2023 21:15;0,115;;
22.01.2023 21:30;0,113;;
22.01.2023 21:45;0,188;;
22.01.2023 22:00;0,116;;
22.01.2023 22:15;0,106;;
22.01.2023 22:30;0,092;;
22.01.2023 22:45;0,108;;
22.01.2023 23:00;0,083;;
22.01.2023 23:15;0,085;;
22.01.2023 23:30;0,093;;
22.01.2023 23:45;0,088;;
23.01.2023 00:00;0,067;;
23.01.2023 00:15;0,065;;
23.01.2023 00:30;0,116;;
23.01.2023 00:45;0,105;;
23.01.2023 01:00;0,093;;
23.01.2023 01:15;0,056;;
23.01.2023 01:30;0,087;;
23.01.2023 01:45;0,094;;
23.01.2023 02:00;0,070;;
23.01.2023 02:15;0,055;;
23.01.2023 02:30;0,087;;
23.01.2023 02:45;0,099;;
23.01.2023 03:00;0,099;;
23.01.2023 03:15;0,059;;
23.01.2023 03:30;0,077;;
23.01.2023 03:45;0,082;;
23.01.2023 04:00;0,078;;
23.01.2023 04:15;0,069;;
23.01.2023 04:30;0,080;;
23.01.2023 04:45;0,096;;
23.01.2023 05:00;0,088;;
23.01.2023 05:15;0,068;;
23.01.2023 05:30;0,078;;
23.01.2023 05:45;0,077;;
23.01.2023 06:00;0,073;;
23.01.2023 06:15;0,102;;
23.01.2023 06:30;0,229;;
23.01.2023 06:45;0,139;;
23.01.2023 07:00;0,108;;
23.01.2023 07:15;0,089;;
23.01.2023 07:30;0,069;;
23.01.2023 07:45;0,101;;
23.01.2023 08:00;0,105;;
23.01.2023 08:15;0,082;;
23.01.2023 08:30;0,133;;
23.01.2023 08:45;0,150;;
23.01.2023 09:00;0,122;;
23.01.2023 09:15;0,143;;
23.01.2023 09:30;0,306;;
23.01.2023 09:45;0,188;;
23.01.2023 10:00;0,122;;
23.01.2023 10:15;0,168;;
23.01.2023 10:30;0,169;;
23.01.2023 10:45;0,204;;
23.01.2023 11:00;0,195;;
23.01.2023 11:15;0,130;;
23.01.2023 11:30;0,119;;
23.01.2023 11:45;0,219;;
23.01.2023 12:00;0,307;;
23.01.2023 12:15;0,218;;
23.01.2023 12:30;0,339;;
23.01.2023 12:45;0,549;;
23.01.2023 13:00;0,261;;
23.01.2023 13:15;0,119;;
23.01.2023 13:30;0,119;;
23.01.2023 13:45;0,122;;
23.01.2023 14:00;0,120;;
23.01.2023 14:15;0,115;;
23.01.2023 14:30;0,398;;
23.01.2023 14:45;0,238;;
23.01.2023 15:00;0,156;;
23.01.2023 15:15;0,121;;
23.01.2023 15:30;0,212;;
23.01.2023 15:45;0,305;;
23.01.2023 16:00;0,236;;
23.01.2023 16:15;0,119;;
23.01.2023 16:30;0,602;;
23.01.2023 16:45;0,148;;
23.01.2023 17:00;0,133;;
23.01.2023 17:15;0,107;;
23.01.2023 17:30;0,082;;
23.01.2023 17:45;0,154;;
23.01.2023 18:00;0,218;;
23.01.2023 18:15;0,143;;
23.01.2023 18:30;0,215;;
23.01.2023 18:45;0,229;;
23.01.2023 19:00;0,124;;
23.01.2023 19:15;0,105;;
23.01.2023 19:30;0,080;;
23.01.2023 19:45;0,119;;
23.01.2023 20:00;0,121;;
23.01.2023 20:15;0,122;;
23.01.2023 20:30;0,156;;
23.01.2023 20:45;0,129;;
23.01.2023 21:00;0,124;;
23.01.2023 21:15;0,108;;
23.01.2023 21:30;0,098;;
23.01.2023 21:45;0,112;;
23.01.2023 22:00;0,139;;
23.01.2023 22:15;0,111;;
23.01.2023 22:30;0,187;;
23.01.2023 22:45;0,270;;
23.01.2023 23:00;0,204;;
23.01.2023 23:15;0,082;;
23.01.2023 23:30;0,080;;
23.01.2023 23:45;0,085;;
24.01.2023 00:00;0,103;;
24.01.2023 00:15;0,063;;
24.01.2023 00:30;0,088;;
24.01.2023 00:45;0,102;;
24.01.2023 01:00;0,126;;
24.01.2023 01:15;0,059;;
24.01.2023 01:30;0,402;;
24.01.2023 01:45;0,066;;
24.01.2023 02:00;0,118;;
24.01.2023 02:15;0,079;;
24.01.2023 02:30;0,089;;
24.01.2023 02:45;0,080;;
24.01.2023 03:00;0,116;;
24.01.2023 03:15;0,088;;
24.01.2023 03:30;0,546;;
24.01.2023 03:45;0,292;;
24.01.2023 04:00;0,102;;
24.01.2023 04:15;0,066;;
24.01.2023 04:30;0,095;;
24.01.2023 04:45;0,078;;
24.01.2023 05:00;0,106;;
24.01.2023 05:15;0,063;;
24.01.2023 05:30;0,067;;
24.01.2023 05:45;0,074;;
24.01.2023 06:00;0,081;;
24.01.2023 06:15;0,247;;
24.01.2023 06:30;0,192;;
24.01.2023 06:45;0,117;;
24.01.2023 07:00;0,102;;
24.01.2023 07:15;0,099;;
24.01.2023 07:30;0,060;;
24.01.2023 07:45;0,099;;
24.01.2023 08:00;0,239;;
24.01.2023 08:15;0,252;;
24.01.2023 08:30;0,345;;
24.01.2023 08:45;0,283;;
24.01.2023 09:00;0,112;;
24.01.2023 09:15;0,092;;
24.01.2023 09:30;0,054;;
24.01.2023 09:45;0,082;;
24.01.2023 10:00;0,111;;
24.01.2023 10:15;0,104;;
24.01.2023 10:30;0,125;;
24.01.2023 10:45;0,126;;
24.01.2023 11:00;0,152;;
24.01.2023 11:15;0,137;;
24.01.2023 11:30;0,104;;
24.01.2023 11:45;0,129;;
24.01.2023 12:00;0,139;;
24.01.2023 12:15;0,080;;
24.01.2023 12:30;0,091;;
24.01.2023 12:45;0,385;;
24.01.2023 13:00;0,145;;
24.01.2023 13:15;0,151;;
24.01.2023 13:30;0,530;;
24.01.2023 13:45;0,213;;
24.01.2023 14:00;0,077;;
24.01.2023 14:15;0,059;;
24.01.2023 14:30;0,082;;
24.01.2023 14:45;0,027;;
24.01.2023 15:00;0,097;;
24.01.2023 15:15;0,119;;
24.01.2023 15:30;0,128;;
24.01.2023 15:45;0,088;;
24.01.2023 16:00;0,122;;
24.01.2023 16:15;0,095;;
24.01.2023 16:30;0,102;;
24.01.2023 16:45;0,117;;
24.01.2023 17:00;0,125;;
24.01.2023 17:15;0,188;;
24.01.2023 17:30;0,148;;
24.01.2023 17:45;0,097;;
24.01.2023 18:00;0,170;;
24.01.2023 18:15;0,329;;
24.01.2023 18:30;0,155;;
24.01.2023 18:45;0,166;;
24.01.2023 19:00;0,300;;
24.01.2023 19:15;0,245;;
24.01.2023 19:30;0,109;;
24.01.2023 19:45;0,230;;
24.01.2023 20:00;0,305;;
24.01.2023 20:15;0,161;;
24.01.2023 20:30;0,122;;
24.01.2023 20:45;0,128;;
24.01.2023 21:00;0,142;;
24.01.2023 21:15;0,106;;
24.01.2023 21:30;0,117;;
24.01.2023 21:45;0,137;;
24.01.2023 22:00;0,157;;
24.01.2023 22:15;0,123;;
24.01.2023 22:30;0,134;;
24.01.2023 22:45;0,084;;
24.01.2023 23:00;0,133;;
24.01.2023 23:15;0,097;;
24.01.2023 23:30;0,106;;
24.01.2023 23:45;0,095;;
25.01.2023 00:00;0,133;;
25.01.2023 00:15;0,082;;
25.01.2023 00:30;0,085;;
25.01.2023 00:45;0,083;;
25.01.2023 01:00;0,144;;
25.01.2023 01:15;0,460;;
25.01.2023 01:30;0,111;;
25.01.2023 01:45;0,103;;
25.01.2023 02:00;0,117;;
25.01.2023 02:15;0,105;;
25.01.2023 02:30;0,247;;
25.01.2023 02:45;0,194;;
25.01.2023 03:00;0,500;;
25.01.2023 03:15;0,768;;
25.01.2023 03:30;0,231;;
25.01.2023 03:45;0,110;;
25.01.2023 04:00;0,122;;
25.01.2023 04:15;0,129;;
25.01.2023 04:30;0,111;;
25.01.2023 04:45;0,105;;
25.01.2023 05:00;0,141;;
25.01.2023 05:15;0,126;;
25.01.2023 05:30;0,123;;
25.01.2023 05:45;0,077;;
25.01.2023 06:00;0,097;;
25.01.2023 06:15;0,231;;
25.01.2023 06:30;0,402;;
25.01.2023 06:45;0,138;;
25.01.2023 07:00;0,138;;
25.01.2023 07:15;0,119;;
25.01.2023 07:30;0,113;;
25.01.2023 07:45;0,100;;
25.01.2023 08:00;0,180;;
25.01.2023 08:15;0,197;;
25.01.2023 08:30;0,124;;
25.01.2023 08:45;0,164;;
25.01.2023 09:00;0,424;;
25.01.2023 09:15;0,099;;
25.01.2023 09:30;0,065;;
25.01.2023 09:45;0,073;;
25.01.2023 10:00;0,085;;
25.01.2023 10:15;0,063;;
25.01.2023 10:30;0,052;;
25.01.2023 10:45;0,065;;
25.01.2023 11:00;0,187;;
25.01.2023 11:15;0,490;;
25.01.2023 11:30;0,322;;
25.01.2023 11:45;0,324;;
25.01.2023 12:00;0,673;;
25.01.2023 12:15;0,480;;
25.01.2023 12:30;0,012;;
25.01.2023 12:45;0,742;;
25.01.2023 13:00;0,633;;
25.01.2023 13:15;0,188;;
25.01.2023 13:30;0,153;;
25.01.2023 13:45;0,261;;
25.01.2023 14:00;0,204;;
25.01.2023 14:15;0,107;;
25.01.2023 14:30;0,092;;
25.01.2023 14:45;0,129;;
25.01.2023 15:00;0,134;;
25.01.2023 15:15;0,128;;
25.01.2023 15:30;0,138;;
25.01.2023 15:45;0,253;;
25.01.2023 16:00;0,264;;
25.01.2023 16:15;0,304;;
25.01.2023 16:30;0,477;;
25.01.2023 16:45;0,167;;
25.01.2023 17:00;0,135;;
25.01.2023 17:15;0,134;;
25.01.2023 17:30;0,151;;
25.01.2023 17:45;0,172;;
25.01.2023 18:00;0,087;;
25.01.2023 18:15;0,088;;
25.01.2023 18:30;0,124;;
25.01.2023 18:45;0,229;;
25.01.2023 19:00;0,251;;
25.01.2023 19:15;0,158;;
25.01.2023 19:30;0,269;;
25.01.2023 19:45;0,465;;
25.01.2023 20:00;0,387;;
25.01.2023 20:15;0,346;;
25.01.2023 20:30;0,258;;
25.01.2023 20:45;0,198;;
25.01.2023 21:00;0,291;;
25.01.2023 21:15;0,223;;
25.01.2023 21:30;0,173;;
25.01.2023 21:45;0,242;;
25.01.2023 22:00;0,255;;
25.01.2023 22:15;0,164;;
25.01.2023 22:30;0,095;;
25.01.2023 22:45;0,200;;
25.01.2023 23:00;0,264;;
25.01.2023 23:15;0,153;;
25.01.2023 23:30;0,109;;
25.01.2023 23:45;0,107;;
26.01.2023 00:00;0,089;;
26.01.2023 00:15;0,065;;
26.01.2023 00:30;0,085;;
26.01.2023 00:45;0,110;;
26.01.2023 01:00;0,162;;
26.01.2023 01:15;0,411;;
26.01.2023 01:30;0,083;;
26.01.2023 01:45;0,084;;
26.01.2023 02:00;0,082;;
26.01.2023 02:15;0,125;;
26.01.2023 02:30;0,360;;
26.01.2023 02:45;0,252;;
26.01.2023 03:00;0,514;;
26.01.2023 03:15;0,618;;
26.01.2023 03:30;0,305;;
26.01.2023 03:45;0,251;;
26.01.2023 04:00;0,227;;
26.01.2023 04:15;0,245;;
26.01.2023 04:30;0,273;;
26.01.2023 04:45;0,225;;
26.01.2023 05:00;0,081;;
26.01.2023 05:15;0,074;;
26.01.2023 05:30;0,085;;
26.01.2023 05:45;0,102;;
26.01.2023 06:00;0,059;;
26.01.2023 06:15;0,147;;
26.01.2023 06:30;0,375;;
26.01.2023 06:45;0,370;;
26.01.2023 07:00;0,095;;
26.01.2023 07:15;0,079;;
26.01.2023 07:30;0,088;;
26.01.2023 07:45;0,149;;
26.01.2023 08:00;0,100;;
26.01.2023 08:15;0,130;;
26.01.2023 08:30;0,286;;
26.01.2023 08:45;0,216;;
26.01.2023 09:00;0,132;;
26.01.2023 09:15;0,107;;
26.01.2023 09:30;0,111;;
26.01.2023 09:45;0,126;;
26.01.2023 10:00;0,114;;
26.01.2023 10:15;0,124;;
26.01.2023 10:30;0,140;;
26.01.2023 10:45;0,367;;
26.01.2023 11:00;0,077;;
26.01.2023 11:15;0,087;;
26.01.2023 11:30;0,108;;
26.01.2023 11:45;0,186;;
26.01.2023 12:00;0,297;;
26.01.2023 12:15;0,148;;
26.01.2023 12:30;0,256;;
26.01.2023 12:45;0,232;;
26.01.2023 13:00;0,069;;
26.01.2023 13:15;0,111;;
26.01.2023 13:30;0,081;;
26.01.2023 13:45;0,340;;
26.01.2023 14:00;0,551;;
26.01.2023 14:15;0,361;;
26.01.2023 14:30;0,286;;
26.01.2023 14:45;0,051;;
26.01.2023 15:00;0,086;;
26.01.2023 15:15;0,123;;
26.01.2023 15:30;0,103;;
26.01.2023 15:45;0,367;;
26.01.2023 16:00;0,353;;
26.01.2023 16:15;0,143;;
26.01.2023 16:30;0,194;;
26.01.2023 16:45;0,109;;
26.01.2023 17:00;0,265;;
26.01.2023 17:15;0,293;;
26.01.2023 17:30;0,136;;
26.01.2023 17:45;0,135;;
26.01.2023 18:00;0,200;;
26.01.2023 18:15;0,380;;
26.01.2023 18:30;0,161;;
26.01.2023 18:45;0,234;;
26.01.2023 19:00;0,301;;
26.01.2023 19:15;0,179;;
26.01.2023 19:30;0,124;;
26.01.2023 19:45;0,105;;
26.01.2023 20:00;0,109;;
26.01.2023 20:15;0,178;;
26.01.2023 20:30;0,164;;
26.01.2023 20:45;0,108;;
26.01.2023 21:00;0,135;;
26.01.2023 21:15;0,118;;
26.01.2023 21:30;0,203;;
26.01.2023 21:45;0,225;;
26.01.2023 22:00;0,255;;
26.01.2023 22:15;0,231;;
26.01.2023 22:30;0,086;;
26.01.2023 22:45;0,104;;
26.01.2023 23:00;0,118;;
26.01.2023 23:15;0,101;;
26.01.2023 23:30;0,080;;
26.01.2023 23:45;0,084;;
27.01.2023 00:00;0,106;;
27.01.2023 00:15;0,062;;
27.01.2023 00:30;0,098;;
27.01.2023 00:45;0,102;;
27.01.2023 01:00;0,086;;
27.01.2023 01:15;0,068;;
27.01.2023 01:30;0,096;;
27.01.2023 01:45;0,405;;
27.01.2023 02:00;0,290;;
27.01.2023 02:15;0,144;;
27.01.2023 02:30;0,488;;
27.01.2023 02:45;0,238;;
27.01.2023 03:00;0,121;;
27.01.2023 03:15;0,098;;
27.01.2023 03:30;0,402;;
27.01.2023 03:45;0,423;;
27.01.2023 04:00;0,128;;
27.01.2023 04:15;0,095;;
27.01.2023 04:30;0,113;;
27.01.2023 04:45;0,115;;
27.01.2023 05:00;0,095;;
27.01.2023 05:15;0,094;;
27.01.2023 05:30;0,098;;
27.01.2023 05:45;0,068;;
27.01.2023 06:00;0,056;;
27.01.2023 06:15;0,082;;
27.01.2023 06:30;0,098;;
27.01.2023 06:45;0,081;;
27.01.2023 07:00;0,070;;
27.01.2023 07:15;0,131;;
27.01.2023 07:30;0,317;;
27.01.2023 07:45;0,208;;
27.01.2023 08:00;0,580;;
27.01.2023 08:15;0,393;;
27.01.2023 08:30;0,352;;
27.01.2023 08:45;0,356;;
27.01.2023 09:00;0,341;;
27.01.2023 09:15;0,303;;
27.01.2023 09:30;0,177;;
27.01.2023 09:45;0,100;;
27.01.2023 10:00;0,070;;
27.01.2023 10:15;0,130;;
27.01.2023 10:30;0,161;;
27.01.2023 10:45;0,146;;
27.01.2023 11:00;0,210;;
27.01.2023 11:15;0,213;;
27.01.2023 11:30;0,493;;
27.01.2023 11:45;0,847;;
27.01.2023 12:00;1,172;;
27.01.2023 12:15;0,930;;
27.01.2023 12:30;0,589;;
27.01.2023 12:45;0,219;;
27.01.2023 13:00;0,313;;
27.01.2023 13:15;0,485;;
27.01.2023 13:30;0,395;;
27.01.2023 13:45;0,317;;
27.01.2023 14:00;0,280;;
27.01.2023 14:15;0,311;;
27.01.2023 14:30;0,315;;
27.01.2023 14:45;0,129;;
27.01.2023 15:00;0,060;;
27.01.2023 15:15;0,089;;
27.01.2023 15:30;0,120;;
27.01.2023 15:45;0,154;;
27.01.2023 16:00;0,311;;
27.01.2023 16:15;0,279;;
27.01.2023 16:30;0,182;;
27.01.2023 16:45;0,237;;
27.01.2023 17:00;0,258;;
27.01.2023 17:15;0,171;;
27.01.2023 17:30;0,147;;
27.01.2023 17:45;0,231;;
27.01.2023 18:00;0,402;;
27.01.2023 18:15;0,276;;
27.01.2023 18:30;0,379;;
27.01.2023 18:45;0,188;;
27.01.2023 19:00;0,110;;
27.01.2023 19:15;0,209;;
27.01.2023 19:30;0,249;;
27.01.2023 19:45;0,131;;
27.01.2023 20:00;0,130;;
27.01.2023 20:15;0,187;;
27.01.2023 20:30;0,212;;
27.01.2023 20:45;0,151;;
27.01.2023 21:00;0,121;;
27.01.2023 21:15;0,145;;
27.01.2023 21:30;0,151;;
27.01.2023 21:45;0,139;;
27.01.2023 22:00;0,239;;
27.01.2023 22:15;0,651;;
27.01.2023 22:30;0,644;;
27.01.2023 22:45;0,165;;
27.01.2023 23:00;0,139;;
27.01.2023 23:15;0,118;;
27.01.2023 23:30;0,094;;
27.01.2023 23:45;0,112;;
28.01.2023 00:00;0,069;;
28.01.2023 00:15;0,090;;
28.01.2023 00:30;0,101;;
28.01.2023 00:45;0,124;;
28.01.2023 01:00;0,089;;
28.01.2023 01:15;0,073;;
28.01.2023 01:30;0,080;;
28.01.2023 01:45;0,088;;
28.01.2023 02:00;0,078;;
28.01.2023 02:15;0,096;;
28.01.2023 02:30;0,096;;
28.01.2023 02:45;0,102;;
28.01.2023 03:00;0,081;;
28.01.2023 03:15;0,086;;
28.01.2023 03:30;0,706;;
28.01.2023 03:45;0,721;;
28.01.2023 04:00;0,715;;
28.01.2023 04:15;0,645;;
28.01.2023 04:30;0,276;;
28.01.2023 04:45;0,271;;
28.01.2023 05:00;0,241;;
28.01.2023 05:15;0,351;;
28.01.2023 05:30;0,736;;
28.01.2023 05:45;0,309;;
28.01.2023 06:00;0,242;;
28.01.2023 06:15;0,140;;
28.01.2023 06:30;0,185;;
28.01.2023 06:45;0,162;;
28.01.2023 07:00;0,190;;
28.01.2023 07:15;0,083;;
28.01.2023 07:30;0,211;;
28.01.2023 07:45;0,499;;
28.01.2023 08:00;0,236;;
28.01.2023 08:15;0,226;;
28.01.2023 08:30;0,315;;
28.01.2023 08:45;0,644;;
28.01.2023 09:00;0,447;;
28.01.2023 09:15;0,780;;
28.01.2023 09:30;0,317;;
28.01.2023 09:45;0,765;;
28.01.2023 10:00;0,302;;
28.01.2023 10:15;0,235;;
28.01.2023 10:30;0,236;;
28.01.2023 10:45;0,223;;
28.01.2023 11:00;0,237;;
28.01.2023 11:15;0,091;;
28.01.2023 11:30;0,229;;
28.01.2023 11:45;0,305;;
28.01.2023 12:00;0,148;;
28.01.2023 12:15;0,295;;
28.01.2023 12:30;0,738;;
28.01.2023 12:45;0,389;;
28.01.2023 13:00;0,127;;
28.01.2023 13:15;0,217;;
28.01.2023 13:30;0,188;;
28.01.2023 13:45;0,217;;
28.01.2023 14:00;0,230;;
28.01.2023 14:15;0,186;;
28.01.2023 14:30;0,251;;
28.01.2023 14:45;0,278;;
28.01.2023 15:00;0,273;;
28.01.2023 15:15;0,277;;
28.01.2023 15:30;0,231;;
28.01.2023 15:45;0,283;;
28.01.2023 16:00;0,240;;
28.01.2023 16:15;0,462;;
28.01.2023 16:30;0,505;;
28.01.2023 16:45;0,583;;
28.01.2023 17:00;0,539;;
28.01.2023 17:15;0,252;;
28.01.2023 17:30;0,233;;
28.01.2023 17:45;0,317;;
28.01.2023 18:00;0,311;;
28.01.2023 18:15;0,123;;
28.01.2023 18:30;0,585;;
28.01.2023 18:45;0,534;;
28.01.2023 19:00;0,439;;
28.01.2023 19:15;0,188;;
28.01.2023 19:30;0,268;;
28.01.2023 19:45;0,228;;
28.01.2023 20:00;0,287;;
28.01.2023 20:15;0,234;;
28.01.2023 20:30;0,178;;
28.01.2023 20:45;0,197;;
28.01.2023 21:00;0,143;;
28.01.2023 21:15;0,094;;
28.01.2023 21:30;0,104;;
28.01.2023 21:45;0,137;;
28.01.2023 22:00;0,128;;
28.01.2023 22:15;0,114;;
28.01.2023 22:30;0,163;;
28.01.2023 22:45;0,140;;
28.01.2023 23:00;0,113;;
28.01.2023 23:15;0,092;;
28.01.2023 23:30;0,094;;
28.01.2023 23:45;0,103;;
29.01.2023 00:00;0,100;;
29.01.2023 00:15;0,087;;
29.01.2023 00:30;0,108;;
29.01.2023 00:45;0,106;;
29.01.2023 01:00;0,111;;
29.01.2023 01:15;0,059;;
29.01.2023 01:30;0,082;;
29.01.2023 01:45;0,077;;
29.01.2023 02:00;0,101;;
29.01.2023 02:15;0,246;;
29.01.2023 02:30;0,509;;
29.01.2023 02:45;0,173;;
29.01.2023 03:00;0,604;;
29.01.2023 03:15;0,245;;
29.01.2023 03:30;0,230;;
29.01.2023 03:45;0,248;;
29.01.2023 04:00;0,252;;
29.01.2023 04:15;0,561;;
29.01.2023 04:30;0,606;;
29.01.2023 04:45;0,300;;
29.01.2023 05:00;0,254;;
29.01.2023 05:15;0,224;;
29.01.2023 05:30;0,078;;
29.01.2023 05:45;0,074;;
29.01.2023 06:00;0,081;;
