Messzeitpunkt;Gemessener Verbrauch (kWh);Ersatzwert;
20.03.2023 20:00;0,111;;
20.03.2023 20:15;0,100;;
20.03.2023 20:30;0,093;;
20.03.2023 20:45;0,103;;
20.03.2023 21:00;0,139;;
20.03.2023 21:15;0,123;;
20.03.2023 21:30;0,093;;
20.03.2023 21:45;0,074;;
20.03.2023 22:00;0,087;;
20.03.2023 22:15;0,109;;
20.03.2023 22:30;0,083;;
20.03.2023 22:45;0,059;;
20.03.2023 23:00;0,062;;
20.03.2023 23:15;0,108;;
20.03.2023 23:30;0,068;;
20.03.2023 23:45;0,073;;
21.03.2023 00:00;0,059;;
21.03.2023 00:15;0,114;;
21.03.2023 00:30;0,072;;
21.03.2023 00:45;0,068;;
21.03.2023 01:00;0,060;;
21.03.2023 01:15;0,103;;
21.03.2023 01:30;0,077;;
21.03.2023 01:45;0,398;;
21.03.2023 02:00;0,068;;
21.03.2023 02:15;0,117;;
21.03.2023 02:30;0,542;;
21.03.2023 02:45;0,296;;
21.03.2023 03:00;0,096;;
21.03.2023 03:15;0,101;;
21.03.2023 03:30;0,331;;
21.03.2023 03:45;0,461;;
21.03.2023 04:00;0,135;;
21.03.2023 04:15;0,089;;
21.03.2023 04:30;0,115;;
21.03.2023 04:45;0,089;;
21.03.2023 05:00;0,086;;
21.03.2023 05:15;0,065;;
21.03.2023 05:30;0,081;;
21.03.2023 05:45;0,065;;
21.03.2023 06:00;0,069;;
21.03.2023 06:15;0,064;;
21.03.2023 06:30;0,070;;
21.03.2023 06:45;0,025;;
21.03.2023 07:00;0,060;;
21.03.2023 07:15;0,028;;
21.03.2023 07:30;0,012;;
21.03.2023 07:45;0,022;;
21.03.2023 08:00;0,038;;
21.03.2023 08:15;0,030;;
21.03.2023 08:30;0,204;;
21.03.2023 08:45;0,023;;
21.03.2023 09:00;0,042;;
21.03.2023 09:15;0,011;;
21.03.2023 09:30;0,073;;
21.03.2023 09:45;0,048;;
21.03.2023 10:00;0,000;;
21.03.2023 10:15;0,000;;
21.03.2023 10:30;0,058;;
21.03.2023 10:45;0,006;;
21.03.2023 11:00;0,001;;
21.03.2023 11:15;0,000;;
21.03.2023 11:30;0,008;;
21.03.2023 11:45;0,000;;
21.03.2023 12:00;0,003;;
21.03.2023 12:15;0,000;;
21.03.2023 12:30;0,000;;
21.03.2023 12:45;0,145;;
21.03.2023 13:00;0,134;;
21.03.2023 13:15;0,084;;
21.03.2023 13:30;0,014;;
21.03.2023 13:45;0,016;;
21.03.2023 14:00;0,012;;
21.03.2023 14:15;0,036;;
21.03.2023 14:30;0,016;;
21.03.2023 14:45;0,015;;
21.03.2023 15:00;0,054;;
21.03.2023 15:15;0,025;;
21.03.2023 15:30;0,006;;
21.03.2023 15:45;0,012;;
21.03.2023 16:00;0,028;;
21.03.2023 16:15;0,227;;
21.03.2023 16:30;0,100;;
21.03.2023 16:45;0,043;;
21.03.2023 17:00;0,055;;
21.03.2023 17:15;0,224;;
21.03.2023 17:30;0,001;;
21.03.2023 17:45;0,073;;
21.03.2023 18:00;0,103;;
21.03.2023 18:15;0,093;;
21.03.2023 18:30;0,158;;
21.03.2023 18:45;0,295;;
21.03.2023 19:00;0,397;;
21.03.2023 19:15;0,289;;
21.03.2023 19:30;0,434;;
21.03.2023 19:45;0,114;;
21.03.2023 20:00;0,070;;
21.03.2023 20:15;0,133;;
21.03.2023 20:30;0,098;;
21.03.2023 20:45;0,090;;
21.03.2023 21:00;0,079;;
21.03.2023 21:15;0,110;;
21.03.2023 21:30;0,054;;
21.03.2023 21:45;0,056;;
21.03.2023 22:00;0,067;;
21.03.2023 22:15;0,168;;
21.03.2023 22:30;0,057;;
21.03.2023 22:45;0,050;;
21.03.2023 23:00;0,068;;
21.03.2023 23:15;0,070;;
21.03.2023 23:30;0,064;;
21.03.2023 23:45;0,059;;
22.03.2023 00:00;0,079;;
22.03.2023 00:15;0,054;;
22.03.2023 00:30;0,066;;
22.03.2023 00:45;0,069;;
22.03.2023 01:00;0,075;;
22.03.2023 01:15;0,042;;
22.03.2023 01:30;0,059;;
22.03.2023 01:45;0,069;;
22.03.2023 02:00;0,070;;
22.03.2023 02:15;0,037;;
22.03.2023 02:30;0,054;;
22.03.2023 02:45;0,074;;
22.03.2023 03:00;0,080;;
22.03.2023 03:15;0,162;;
22.03.2023 03:30;0,256;;
22.03.2023 03:45;0,073;;
22.03.2023 04:00;0,080;;
22.03.2023 04:15;0,049;;
22.03.2023 04:30;0,051;;
22.03.2023 04:45;0,077;;
22.03.2023 05:00;0,072;;
22.03.2023 05:15;0,444;;
22.03.2023 05:30;0,101;;
22.03.2023 05:45;0,077;;
22.03.2023 06:00;0,053;;
22.03.2023 06:15;0,086;;
22.03.2023 06:30;0,092;;
22.03.2023 06:45;0,054;;
22.03.2023 07:00;0,000;;
22.03.2023 07:15;0,000;;
22.03.2023 07:30;0,000;;
22.03.2023 07:45;0,031;;
22.03.2023 08:00;0,011;;
22.03.2023 08:15;0,011;;
22.03.2023 08:30;0,006;;
22.03.2023 08:45;0,039;;
22.03.2023 09:00;0,010;;
22.03.2023 09:15;0,000;;
22.03.2023 09:30;0,000;;
22.03.2023 09:45;0,000;;
22.03.2023 10:00;0,000;;
22.03.2023 10:15;0,000;;
22.03.2023 10:30;0,000;;
22.03.2023 10:45;0,059;;
22.03.2023 11:00;0,003;;
22.03.2023 11:15;0,025;;
22.03.2023 11:30;0,014;;
22.03.2023 11:45;0,010;;
22.03.2023 12:00;0,009;;
22.03.2023 12:15;0,039;;
22.03.2023 12:30;0,056;;
22.03.2023 12:45;0,043;;
22.03.2023 13:00;0,012;;
22.03.2023 13:15;0,000;;
22.03.2023 13:30;0,000;;
22.03.2023 13:45;0,000;;
22.03.2023 14:00;0,110;;
22.03.2023 14:15;0,080;;
22.03.2023 14:30;0,024;;
22.03.2023 14:45;0,002;;
22.03.2023 15:00;0,005;;
22.03.2023 15:15;0,014;;
22.03.2023 15:30;0,027;;
22.03.2023 15:45;0,018;;
22.03.2023 16:00;0,235;;
22.03.2023 16:15;0,013;;
22.03.2023 16:30;0,001;;
22.03.2023 16:45;0,016;;
22.03.2023 17:00;0,349;;
22.03.2023 17:15;0,092;;
22.03.2023 17:30;0,155;;
22.03.2023 17:45;0,158;;
22.03.2023 18:00;0,068;;
22.03.2023 18:15;0,046;;
22.03.2023 18:30;0,114;;
22.03.2023 18:45;0,214;;
22.03.2023 19:00;0,243;;
22.03.2023 19:15;0,127;;
22.03.2023 19:30;0,184;;
22.03.2023 19:45;0,232;;
22.03.2023 20:00;0,198;;
22.03.2023 20:15;0,093;;
22.03.2023 20:30;0,094;;
22.03.2023 20:45;0,091;;
22.03.2023 21:00;0,080;;
22.03.2023 21:15;0,089;;
22.03.2023 21:30;0,097;;
22.03.2023 21:45;0,132;;
22.03.2023 22:00;0,081;;
22.03.2023 22:15;0,098;;
22.03.2023 22:30;0,080;;
22.03.2023 22:45;0,066;;
22.03.2023 23:00;0,062;;
22.03.2023 23:15;0,105;;
22.03.2023 23:30;0,081;;
22.03.2023 23:45;0,066;;
23.03.2023 00:00;0,064;;
23.03.2023 00:15;0,105;;
23.03.2023 00:30;0,085;;
23.03.2023 00:45;0,062;;
23.03.2023 01:00;0,070;;
23.03.2023 01:15;0,093;;
23.03.2023 01:30;0,564;;
23.03.2023 01:45;0,263;;
23.03.2023 02:00;0,482;;
23.03.2023 02:15;0,108;;
23.03.2023 02:30;0,109;;
23.03.2023 02:45;0,092;;
23.03.2023 03:00;0,113;;
23.03.2023 03:15;0,095;;
23.03.2023 03:30;0,569;;
23.03.2023 03:45;0,247;;
23.03.2023 04:00;0,114;;
23.03.2023 04:15;0,084;;
23.03.2023 04:30;0,080;;
23.03.2023 04:45;0,066;;
23.03.2023 05:00;0,097;;
23.03.2023 05:15;0,053;;
23.03.2023 05:30;0,064;;
23.03.2023 05:45;0,074;;
23.03.2023 06:00;0,096;;
23.03.2023 06:15;0,077;;
23.03.2023 06:30;0,158;;
23.03.2023 06:45;0,078;;
23.03.2023 07:00;0,054;;
23.03.2023 07:15;0,000;;
23.03.2023 07:30;0,024;;
23.03.2023 07:45;0,000;;
23.03.2023 08:00;0,000;;
23.03.2023 08:15;0,000;;
23.03.2023 08:30;0,000;;
23.03.2023 08:45;0,000;;
23.03.2023 09:00;0,002;;
23.03.2023 09:15;0,037;;
23.03.2023 09:30;0,000;;
23.03.2023 09:45;0,014;;
23.03.2023 10:00;0,030;;
23.03.2023 10:15;0,043;;
23.03.2023 10:30;0,001;;
23.03.2023 10:45;0,039;;
23.03.2023 11:00;0,075;;
23.03.2023 11:15;0,000;;
23.03.2023 11:30;0,123;;
23.03.2023 11:45;0,000;;
23.03.2023 12:00;0,000;;
23.03.2023 12:15;0,000;;
23.03.2023 12:30;0,000;;
23.03.2023 12:45;0,000;;
23.03.2023 13:00;0,000;;
23.03.2023 13:15;0,000;;
23.03.2023 13:30;0,000;;
23.03.2023 13:45;0,000;;
23.03.2023 14:00;0,015;;
23.03.2023 14:15;0,000;;
23.03.2023 14:30;0,000;;
23.03.2023 14:45;0,000;;
23.03.2023 15:00;0,020;;
23.03.2023 15:15;0,022;;
23.03.2023 15:30;0,000;;
23.03.2023 15:45;0,061;;
23.03.2023 16:00;0,033;;
23.03.2023 16:15;0,000;;
23.03.2023 16:30;0,000;;
23.03.2023 16:45;0,000;;
23.03.2023 17:00;0,000;;
23.03.2023 17:15;0,000;;
23.03.2023 17:30;0,000;;
23.03.2023 17:45;0,032;;
23.03.2023 18:00;0,345;;
23.03.2023 18:15;0,202;;
23.03.2023 18:30;0,185;;
23.03.2023 18:45;0,140;;
23.03.2023 19:00;0,066;;
23.03.2023 19:15;0,170;;
23.03.2023 19:30;0,105;;
23.03.2023 19:45;0,092;;
23.03.2023 20:00;0,080;;
23.03.2023 20:15;0,121;;
23.03.2023 20:30;0,099;;
23.03.2023 20:45;0,115;;
23.03.2023 21:00;0,126;;
23.03.2023 21:15;0,119;;
23.03.2023 21:30;0,093;;
23.03.2023 21:45;0,105;;
23.03.2023 22:00;0,087;;
23.03.2023 22:15;0,081;;
23.03.2023 22:30;0,087;;
23.03.2023 22:45;0,115;;
23.03.2023 23:00;0,079;;
23.03.2023 23:15;0,084;;
23.03.2023 23:30;0,073;;
23.03.2023 23:45;0,079;;
24.03.2023 00:00;0,082;;
24.03.2023 00:15;0,076;;
24.03.2023 00:30;0,073;;
24.03.2023 00:45;0,090;;
24.03.2023 01:00;0,070;;
24.03.2023 01:15;0,071;;
24.03.2023 01:30;0,067;;
24.03.2023 01:45;0,092;;
24.03.2023 02:00;0,057;;
24.03.2023 02:15;0,066;;
24.03.2023 02:30;0,070;;
24.03.2023 02:45;0,098;;
24.03.2023 03:00;0,049;;
24.03.2023 03:15;0,065;;
24.03.2023 03:30;0,081;;
24.03.2023 03:45;0,089;;
24.03.2023 04:00;0,048;;
24.03.2023 04:15;0,066;;
24.03.2023 04:30;0,085;;
24.03.2023 04:45;0,089;;
24.03.2023 05:00;0,050;;
24.03.2023 05:15;0,066;;
24.03.2023 05:30;0,087;;
24.03.2023 05:45;0,085;;
24.03.2023 06:00;0,051;;
24.03.2023 06:15;0,116;;
24.03.2023 06:30;0,108;;
24.03.2023 06:45;0,080;;
24.03.2023 07:00;0,017;;
24.03.2023 07:15;0,049;;
24.03.2023 07:30;0,012;;
24.03.2023 07:45;0,011;;
24.03.2023 08:00;0,001;;
24.03.2023 08:15;0,000;;
24.03.2023 08:30;0,000;;
24.03.2023 08:45;0,000;;
24.03.2023 09:00;0,000;;
24.03.2023 09:15;0,000;;
24.03.2023 09:30;0,001;;
24.03.2023 09:45;0,015;;
24.03.2023 10:00;0,000;;
24.03.2023 10:15;0,027;;
24.03.2023 10:30;0,000;;
24.03.2023 10:45;0,000;;
24.03.2023 11:00;0,000;;
24.03.2023 11:15;0,000;;
24.03.2023 11:30;0,000;;
24.03.2023 11:45;0,000;;
24.03.2023 12:00;0,035;;
24.03.2023 12:15;0,095;;
24.03.2023 12:30;0,035;;
24.03.2023 12:45;0,109;;
24.03.2023 13:00;0,042;;
24.03.2023 13:15;0,003;;
24.03.2023 13:30;0,001;;
24.03.2023 13:45;0,000;;
24.03.2023 14:00;0,000;;
24.03.2023 14:15;0,005;;
24.03.2023 14:30;0,010;;
24.03.2023 14:45;0,024;;
24.03.2023 15:00;0,002;;
24.03.2023 15:15;0,014;;
24.03.2023 15:30;0,000;;
24.03.2023 15:45;0,000;;
24.03.2023 16:00;0,004;;
24.03.2023 16:15;0,033;;
24.03.2023 16:30;0,000;;
24.03.2023 16:45;0,017;;
24.03.2023 17:00;0,139;;
24.03.2023 17:15;0,000;;
24.03.2023 17:30;0,000;;
24.03.2023 17:45;0,232;;
24.03.2023 18:00;0,108;;
24.03.2023 18:15;0,081;;
24.03.2023 18:30;0,072;;
24.03.2023 18:45;0,102;;
24.03.2023 19:00;0,322;;
24.03.2023 19:15;0,238;;
24.03.2023 19:30;0,132;;
24.03.2023 19:45;0,103;;
24.03.2023 20:00;0,082;;
24.03.2023 20:15;0,081;;
24.03.2023 20:30;0,089;;
24.03.2023 20:45;0,091;;
24.03.2023 21:00;0,164;;
24.03.2023 21:15;0,086;;
24.03.2023 21:30;0,101;;
24.03.2023 21:45;0,085;;
24.03.2023 22:00;0,125;;
24.03.2023 22:15;0,113;;
24.03.2023 22:30;0,105;;
24.03.2023 22:45;0,070;;
24.03.2023 23:00;0,088;;
24.03.2023 23:15;0,101;;
24.03.2023 23:30;0,215;;
24.03.2023 23:45;0,199;;
25.03.2023 00:00;0,103;;
25.03.2023 00:15;0,104;;
25.03.2023 00:30;0,140;;
25.03.2023 00:45;0,064;;
25.03.2023 01:00;0,095;;
25.03.2023 01:15;0,093;;
25.03.2023 01:30;0,074;;
25.03.2023 01:45;0,122;;
25.03.2023 02:00;0,329;;
25.03.2023 02:15;0,095;;
25.03.2023 02:30;0,081;;
25.03.2023 02:45;0,066;;
25.03.2023 03:00;0,113;;
25.03.2023 03:15;0,956;;
25.03.2023 03:30;1,130;;
25.03.2023 03:45;1,856;;
25.03.2023 04:00;1,761;;
25.03.2023 04:15;1,490;;
25.03.2023 04:30;1,188;;
25.03.2023 04:45;1,004;;
25.03.2023 05:00;0,998;;
25.03.2023 05:15;0,140;;
25.03.2023 05:30;0,111;;
25.03.2023 05:45;0,105;;
25.03.2023 06:00;0,087;;
25.03.2023 06:15;0,073;;
25.03.2023 06:30;0,028;;
25.03.2023 06:45;0,000;;
25.03.2023 07:00;0,000;;
25.03.2023 07:15;0,000;;
25.03.2023 07:30;0,000;;
25.03.2023 07:45;0,000;;
25.03.2023 08:00;0,000;;
25.03.2023 08:15;0,000;;
25.03.2023 08:30;0,000;;
25.03.2023 08:45;0,000;;
25.03.2023 09:00;0,000;;
25.03.2023 09:15;0,008;;
25.03.2023 09:30;0,143;;
25.03.2023 09:45;0,055;;
25.03.2023 10:00;0,000;;
25.03.2023 10:15;0,000;;
25.03.2023 10:30;0,000;;
25.03.2023 10:45;0,002;;
25.03.2023 11:00;0,037;;
25.03.2023 11:15;0,143;;
25.03.2023 11:30;0,000;;
25.03.2023 11:45;0,023;;
25.03.2023 12:00;0,022;;
25.03.2023 12:15;0,534;;
25.03.2023 12:30;0,423;;
25.03.2023 12:45;0,112;;
25.03.2023 13:00;0,012;;
25.03.2023 13:15;0,739;;
25.03.2023 13:30;1,284;;
25.03.2023 13:45;1,731;;
25.03.2023 14:00;1,572;;
25.03.2023 14:15;1,581;;
25.03.2023 14:30;1,502;;
25.03.2023 14:45;0,274;;
25.03.2023 15:00;0,328;;
25.03.2023 15:15;0,631;;
25.03.2023 15:30;0,915;;
25.03.2023 15:45;0,427;;
25.03.2023 16:00;0,291;;
25.03.2023 16:15;0,044;;
25.03.2023 16:30;0,000;;
25.03.2023 16:45;0,004;;
25.03.2023 17:00;0,108;;
25.03.2023 17:15;0,203;;
25.03.2023 17:30;0,159;;
25.03.2023 17:45;0,166;;
25.03.2023 18:00;0,229;;
25.03.2023 18:15;0,154;;
25.03.2023 18:30;0,093;;
25.03.2023 18:45;0,110;;
25.03.2023 19:00;0,082;;
25.03.2023 19:15;0,187;;
25.03.2023 19:30;0,349;;
25.03.2023 19:45;0,331;;
25.03.2023 20:00;0,184;;
25.03.2023 20:15;0,081;;
25.03.2023 20:30;0,109;;
25.03.2023 20:45;0,122;;
25.03.2023 21:00;0,112;;
25.03.2023 21:15;0,084;;
25.03.2023 21:30;0,069;;
25.03.2023 21:45;0,107;;
25.03.2023 22:00;0,070;;
25.03.2023 22:15;0,196;;
25.03.2023 22:30;0,191;;
25.03.2023 22:45;0,107;;
25.03.2023 23:00;0,072;;
25.03.2023 23:15;0,066;;
25.03.2023 23:30;0,121;;
25.03.2023 23:45;0,112;;
26.03.2023 00:00;0,087;;
26.03.2023 00:15;0,056;;
26.03.2023 00:30;0,096;;
26.03.2023 00:45;0,081;;
26.03.2023 01:00;0,079;;
26.03.2023 01:15;0,708;;
26.03.2023 01:30;1,018;;
26.03.2023 01:45;1,010;;
26.03.2023 03:00;1,008;;
26.03.2023 03:15;1,015;;
26.03.2023 03:30;1,007;;
26.03.2023 03:45;0,132;;
26.03.2023 04:00;0,069;;
26.03.2023 04:15;0,089;;
26.03.2023 04:30;0,058;;
26.03.2023 04:45;0,072;;
26.03.2023 05:00;0,073;;
26.03.2023 05:15;0,093;;
26.03.2023 05:30;0,049;;
26.03.2023 05:45;0,069;;
26.03.2023 06:00;0,079;;
26.03.2023 06:15;0,088;;
26.03.2023 06:30;0,049;;
26.03.2023 06:45;0,064;;
26.03.2023 07:00;0,091;;
26.03.2023 07:15;0,079;;
26.03.2023 07:30;0,001;;
26.03.2023 07:45;0,000;;
26.03.2023 08:00;0,441;;
26.03.2023 08:15;0,664;;
26.03.2023 08:30;0,493;;
26.03.2023 08:45;0,676;;
26.03.2023 09:00;0,579;;
26.03.2023 09:15;0,062;;
26.03.2023 09:30;0,186;;
26.03.2023 09:45;0,000;;
26.03.2023 10:00;0,000;;
26.03.2023 10:15;0,014;;
26.03.2023 10:30;0,000;;
26.03.2023 10:45;0,000;;
26.03.2023 11:00;0,000;;
26.03.2023 11:15;0,000;;
26.03.2023 11:30;0,000;;
26.03.2023 11:45;0,003;;
26.03.2023 12:00;0,000;;
26.03.2023 12:15;0,011;;
26.03.2023 12:30;0,013;;
26.03.2023 12:45;0,000;;
26.03.2023 13:00;0,000;;
26.03.2023 13:15;0,000;;
26.03.2023 13:30;0,000;;
26.03.2023 13:45;0,000;;
26.03.2023 14:00;0,008;;
26.03.2023 14:15;0,019;;
26.03.2023 14:30;0,000;;
26.03.2023 14:45;0,000;;
26.03.2023 15:00;0,000;;
26.03.2023 15:15;0,000;;
26.03.2023 15:30;0,000;;
26.03.2023 15:45;0,000;;
26.03.2023 16:00;0,000;;
26.03.2023 16:15;0,000;;
26.03.2023 16:30;0,000;;
26.03.2023 16:45;0,000;;
26.03.2023 17:00;0,000;;
26.03.2023 17:15;0,000;;
26.03.2023 17:30;0,000;;
26.03.2023 17:45;0,000;;
26.03.2023 18:00;0,000;;
26.03.2023 18:15;0,031;;
26.03.2023 18:30;0,083;;
26.03.2023 18:45;0,158;;
26.03.2023 19:00;0,192;;
26.03.2023 19:15;0,207;;
26.03.2023 19:30;0,273;;
26.03.2023 19:45;0,300;;
26.03.2023 20:00;0,316;;
26.03.2023 20:15;0,247;;
26.03.2023 20:30;0,288;;
26.03.2023 20:45;0,260;;
26.03.2023 21:00;0,147;;
26.03.2023 21:15;0,095;;
26.03.2023 21:30;0,108;;
26.03.2023 21:45;0,149;;
26.03.2023 22:00;0,102;;
26.03.2023 22:15;0,088;;
26.03.2023 22:30;0,081;;
26.03.2023 22:45;0,056;;
26.03.2023 23:00;0,089;;
26.03.2023 23:15;0,093;;
26.03.2023 23:30;0,063;;
26.03.2023 23:45;0,054;;
27.03.2023 00:00;0,092;;
27.03.2023 00:15;0,089;;
27.03.2023 00:30;0,067;;
27.03.2023 00:45;0,068;;
27.03.2023 01:00;0,089;;
27.03.2023 01:15;0,080;;
27.03.2023 01:30;0,062;;
27.03.2023 01:45;0,080;;
27.03.2023 02:00;0,071;;
27.03.2023 02:15;0,382;;
27.03.2023 02:30;0,077;;
27.03.2023 02:45;0,102;;
27.03.2023 03:00;0,067;;
27.03.2023 03:15;0,076;;
27.03.2023 03:30;0,081;;
27.03.2023 03:45;0,105;;
27.03.2023 04:00;0,057;;
27.03.2023 04:15;0,572;;
27.03.2023 04:30;0,210;;
27.03.2023 04:45;0,096;;
27.03.2023 05:00;0,053;;
27.03.2023 05:15;0,063;;
27.03.2023 05:30;0,077;;
27.03.2023 05:45;0,088;;
27.03.2023 06:00;0,061;;
27.03.2023 06:15;0,061;;
27.03.2023 06:30;0,097;;
27.03.2023 06:45;0,096;;
27.03.2023 07:00;0,079;;
27.03.2023 07:15;0,069;;
27.03.2023 07:30;0,097;;
27.03.2023 07:45;0,077;;
27.03.2023 08:00;0,039;;
27.03.2023 08:15;0,097;;
27.03.2023 08:30;0,000;;
27.03.2023 08:45;0,000;;
27.03.2023 09:00;0,000;;
27.03.2023 09:15;0,000;;
27.03.2023 09:30;0,003;;
27.03.2023 09:45;0,031;;
27.03.2023 10:00;0,000;;
27.03.2023 10:15;0,000;;
27.03.2023 10:30;0,000;;
27.03.2023 10:45;0,000;;
27.03.2023 11:00;0,000;;
27.03.2023 11:15;0,000;;
27.03.2023 11:30;0,000;;
27.03.2023 11:45;0,000;;
27.03.2023 12:00;0,000;;
27.03.2023 12:15;0,021;;
27.03.2023 12:30;0,078;;
27.03.2023 12:45;0,018;;
27.03.2023 13:00;0,428;;
27.03.2023 13:15;0,343;;
27.03.2023 13:30;0,000;;
27.03.2023 13:45;0,023;;
27.03.2023 14:00;0,487;;
27.03.2023 14:15;0,702;;
27.03.2023 14:30;0,097;;
27.03.2023 14:45;0,000;;
27.03.2023 15:00;0,000;;
27.03.2023 15:15;0,014;;
27.03.2023 15:30;0,000;;
27.03.2023 15:45;0,000;;
27.03.2023 16:00;0,000;;
27.03.2023 16:15;0,636;;
27.03.2023 16:30;0,104;;
27.03.2023 16:45;0,163;;
27.03.2023 17:00;0,336;;
27.03.2023 17:15;0,174;;
27.03.2023 17:30;0,038;;
27.03.2023 17:45;0,294;;
27.03.2023 18:00;0,000;;
27.03.2023 18:15;0,073;;
27.03.2023 18:30;0,087;;
27.03.2023 18:45;0,084;;
27.03.2023 19:00;0,124;;
27.03.2023 19:15;0,058;;
27.03.2023 19:30;0,099;;
27.03.2023 19:45;0,120;;
27.03.2023 20:00;0,094;;
27.03.2023 20:15;0,085;;
27.03.2023 20:30;0,166;;
27.03.2023 20:45;0,223;;
27.03.2023 21:00;0,131;;
27.03.2023 21:15;0,078;;
27.03.2023 21:30;0,101;;
27.03.2023 21:45;0,124;;
27.03.2023 22:00;0,077;;
27.03.2023 22:15;0,090;;
27.03.2023 22:30;0,093;;
27.03.2023 22:45;0,098;;
27.03.2023 23:00;0,067;;
27.03.2023 23:15;0,085;;
27.03.2023 23:30;0,086;;
27.03.2023 23:45;0,092;;
28.03.2023 00:00;0,296;;
28.03.2023 00:15;0,135;;
28.03.2023 00:30;0,096;;
28.03.2023 00:45;0,094;;
28.03.2023 01:00;0,091;;
28.03.2023 01:15;0,208;;
28.03.2023 01:30;0,225;;
28.03.2023 01:45;0,255;;
28.03.2023 02:00;0,722;;
28.03.2023 02:15;0,287;;
28.03.2023 02:30;0,209;;
28.03.2023 02:45;0,089;;
28.03.2023 03:00;0,069;;
28.03.2023 03:15;0,077;;
28.03.2023 03:30;0,093;;
28.03.2023 03:45;0,088;;
28.03.2023 04:00;0,069;;
28.03.2023 04:15;0,070;;
28.03.2023 04:30;0,096;;
28.03.2023 04:45;0,086;;
28.03.2023 05:00;0,068;;
28.03.2023 05:15;0,068;;
28.03.2023 05:30;0,091;;
28.03.2023 05:45;0,087;;
28.03.2023 06:00;0,071;;
28.03.2023 06:15;0,064;;
28.03.2023 06:30;0,098;;
28.03.2023 06:45;0,097;;
28.03.2023 07:00;0,082;;
28.03.2023 07:15;0,058;;
28.03.2023 07:30;0,028;;
28.03.2023 07:45;0,023;;
28.03.2023 08:00;0,003;;
28.03.2023 08:15;0,000;;
28.03.2023 08:30;0,128;;
28.03.2023 08:45;0,074;;
28.03.2023 09:00;0,000;;
28.03.2023 09:15;0,037;;
28.03.2023 09:30;0,244;;
28.03.2023 09:45;0,013;;
28.03.2023 10:00;0,104;;
28.03.2023 10:15;0,077;;
28.03.2023 10:30;0,069;;
28.03.2023 10:45;0,035;;
28.03.2023 11:00;0,021;;
28.03.2023 11:15;0,135;;
28.03.2023 11:30;0,054;;
28.03.2023 11:45;0,131;;
28.03.2023 12:00;0,086;;
28.03.2023 12:15;0,004;;
28.03.2023 12:30;0,043;;
28.03.2023 12:45;0,155;;
28.03.2023 13:00;0,087;;
28.03.2023 13:15;0,136;;
28.03.2023 13:30;0,083;;
28.03.2023 13:45;0,077;;
28.03.2023 14:00;0,098;;
28.03.2023 14:15;0,114;;
28.03.2023 14:30;0,055;;
28.03.2023 14:45;0,037;;
28.03.2023 15:00;0,050;;
28.03.2023 15:15;0,088;;
28.03.2023 15:30;0,074;;
28.03.2023 15:45;0,031;;
28.03.2023 16:00;0,051;;
28.03.2023 16:15;0,052;;
28.03.2023 16:30;0,015;;
28.03.2023 16:45;0,009;;
28.03.2023 17:00;0,000;;
28.03.2023 17:15;0,130;;
28.03.2023 17:30;0,042;;
28.03.2023 17:45;0,069;;
28.03.2023 18:00;0,147;;
28.03.2023 18:15;0,015;;
28.03.2023 18:30;0,017;;
28.03.2023 18:45;0,074;;
28.03.2023 19:00;0,043;;
28.03.2023 19:15;0,060;;
28.03.2023 19:30;0,091;;
28.03.2023 19:45;0,282;;
28.03.2023 20:00;0,084;;
28.03.2023 20:15;0,158;;
28.03.2023 20:30;0,091;;
28.03.2023 20:45;0,119;;
28.03.2023 21:00;0,077;;
28.03.2023 21:15;0,075;;
28.03.2023 21:30;0,080;;
28.03.2023 21:45;0,094;;
28.03.2023 22:00;0,081;;
28.03.2023 22:15;0,079;;
28.03.2023 22:30;0,088;;
28.03.2023 22:45;0,162;;
28.03.2023 23:00;0,088;;
28.03.2023 23:15;0,078;;
28.03.2023 23:30;0,074;;
28.03.2023 23:45;0,070;;
29.03.2023 00:00;0,101;;
29.03.2023 00:15;0,074;;
29.03.2023 00:30;0,072;;
29.03.2023 00:45;0,066;;
29.03.2023 01:00;0,364;;
29.03.2023 01:15;0,073;;
29.03.2023 01:30;0,073;;
29.03.2023 01:45;0,166;;
29.03.2023 02:00;0,606;;
29.03.2023 02:15;0,352;;
29.03.2023 02:30;0,076;;
29.03.2023 02:45;0,175;;
29.03.2023 03:00;0,565;;
29.03.2023 03:15;0,150;;
29.03.2023 03:30;0,064;;
29.03.2023 03:45;0,076;;
29.03.2023 04:00;0,092;;
29.03.2023 04:15;0,117;;
29.03.2023 04:30;0,053;;
29.03.2023 04:45;0,065;;
29.03.2023 05:00;0,068;;
29.03.2023 05:15;0,100;;
29.03.2023 05:30;0,053;;
29.03.2023 05:45;0,063;;
29.03.2023 06:00;0,067;;
29.03.2023 06:15;0,113;;
29.03.2023 06:30;0,129;;
29.03.2023 06:45;0,080;;
29.03.2023 07:00;0,089;;
29.03.2023 07:15;0,107;;
29.03.2023 07:30;0,097;;
29.03.2023 07:45;0,155;;
29.03.2023 08:00;0,561;;
29.03.2023 08:15;0,459;;
29.03.2023 08:30;0,178;;
29.03.2023 08:45;0,202;;
29.03.2023 09:00;0,188;;
29.03.2023 09:15;0,159;;
29.03.2023 09:30;0,139;;
29.03.2023 09:45;0,030;;
29.03.2023 10:00;0,263;;
