"Datum und Uhrzeit";"Lastgänge (306,499 kWh)";"Status"
"2023-06-18 08:00:00";0;"Wert ist gültig"
"2023-06-18 08:15:00";0;"Wert ist gültig"
"2023-06-18 08:30:00";0;"Wert ist gültig"
"2023-06-18 08:45:00";0;"Wert ist gültig"
"2023-06-18 09:00:00";0;"Wert ist gültig"
"2023-06-18 09:15:00";0;"Wert ist gültig"
"2023-06-18 09:30:00";0;"Wert ist gültig"
"2023-06-18 09:45:00";0;"Wert ist gültig"
"2023-06-18 10:00:00";0;"Wert ist gültig"
"2023-06-18 10:15:00";0;"Wert ist gültig"
"2023-06-18 10:30:00";0;"Wert ist gültig"
"2023-06-18 10:45:00";0;"Wert ist gültig"
"2023-06-18 11:00:00";0;"Wert ist gültig"
"2023-06-18 11:15:00";0;"Wert ist gültig"
"2023-06-18 11:30:00";0;"Wert ist gültig"
"2023-06-18 11:45:00";0;"Wert ist gültig"
"2023-06-18 12:00:00";0;"Wert ist gültig"
"2023-06-18 12:15:00";0;"Wert ist gültig"
"2023-06-18 12:30:00";0;"Wert ist gültig"
"2023-06-18 12:45:00";0;"Wert ist gültig"
"2023-06-18 13:00:00";0;"Wert ist gültig"
"2023-06-18 13:15:00";0;"Wert ist gültig"
"2023-06-18 13:30:00";0;"Wert ist gültig"
"2023-06-18 13:45:00";0;"Wert ist gültig"
"2023-06-18 14:00:00";0;"Wert ist gültig"
"2023-06-18 14:15:00";0;"Wert ist gültig"
"2023-06-18 14:30:00";0;"Wert ist gültig"
"2023-06-18 14:45:00";0;"Wert ist gültig"
"2023-06-18 15:00:00";0;"Wert ist gültig"
"2023-06-18 15:15:00";0;"Wert ist gültig"
"2023-06-18 15:30:00";0;"Wert ist gültig"
"2023-06-18 15:45:00";0;"Wert ist gültig"
"2023-06-18 16:00:00";0;"Wert ist gültig"
"2023-06-18 16:15:00";0;"Wert ist gültig"
"2023-06-18 16:30:00";0;"Wert ist gültig"
"2023-06-18 16:45:00";0;"Wert ist gültig"
"2023-06-18 17:00:00";0;"Wert ist gültig"
"2023-06-18 17:15:00";0;"Wert ist gültig"
"2023-06-18 17:30:00";0.256;"Wert ist gültig"
"2023-06-18 17:45:00";0.262;"Wert ist gültig"
"2023-06-18 18:00:00";0;"Wert ist gültig"
"2023-06-18 18:15:00";0;"Wert ist gültig"
"2023-06-18 18:30:00";0;"Wert ist gültig"
"2023-06-18 18:45:00";0;"Wert ist gültig"
"2023-06-18 19:00:00";0;"Wert ist gültig"
"2023-06-18 19:15:00";0.24;"Wert ist gültig"
"2023-06-18 19:30:00";0.935;"Wert ist gültig"
"2023-06-18 19:45:00";2.059;"Wert ist gültig"
"2023-06-18 20:00:00";1.679;"Wert ist gültig"
"2023-06-18 20:15:00";0;"Wert ist gültig"
"2023-06-18 20:30:00";0;"Wert ist gültig"
"2023-06-18 20:45:00";0.035;"Wert ist gültig"
"2023-06-18 21:00:00";0.091;"Wert ist gültig"
"2023-06-18 21:15:00";0.082;"Wert ist gültig"
"2023-06-18 21:30:00";0.076;"Wert ist gültig"
"2023-06-18 21:45:00";0.087;"Wert ist gültig"
"2023-06-18 22:00:00";0.078;"Wert ist gültig"
"2023-06-18 22:15:00";0.071;"Wert ist gültig"
"2023-06-18 22:30:00";0.061;"Wert ist gültig"
"2023-06-18 22:45:00";0.071;"Wert ist gültig"
"2023-06-18 23:00:00";0.064;"Wert ist gültig"
"2023-06-18 23:15:00";0.072;"Wert ist gültig"
"2023-06-18 23:30:00";0.084;"Wert ist gültig"
"2023-06-18 23:45:00";0.093;"Wert ist gültig"
"2023-06-19 00:00:00";0.064;"Wert ist gültig"
"2023-06-19 00:15:00";0.045;"Wert ist gültig"
"2023-06-19 00:30:00";0.043;"Wert ist gültig"
"2023-06-19 00:45:00";0.044;"Wert ist gültig"
"2023-06-19 01:00:00";0.315;"Wert ist gültig"
"2023-06-19 01:15:00";0.288;"Wert ist gültig"
"2023-06-19 01:30:00";0.332;"Wert ist gültig"
"2023-06-19 01:45:00";0.074;"Wert ist gültig"
"2023-06-19 02:00:00";0.456;"Wert ist gültig"
"2023-06-19 02:15:00";1.418;"Wert ist gültig"
"2023-06-19 02:30:00";2.407;"Wert ist gültig"
"2023-06-19 02:45:00";0.114;"Wert ist gültig"
"2023-06-19 03:00:00";0.355;"Wert ist gültig"
"2023-06-19 03:15:00";0.244;"Wert ist gültig"
"2023-06-19 03:30:00";0.246;"Wert ist gültig"
"2023-06-19 03:45:00";0.247;"Wert ist gültig"
"2023-06-19 04:00:00";0.047;"Wert ist gültig"
"2023-06-19 04:15:00";0.035;"Wert ist gültig"
"2023-06-19 04:30:00";0.045;"Wert ist gültig"
"2023-06-19 04:45:00";0.056;"Wert ist gültig"
"2023-06-19 05:00:00";0.041;"Wert ist gültig"
"2023-06-19 05:15:00";0.026;"Wert ist gültig"
"2023-06-19 05:30:00";0.003;"Wert ist gültig"
"2023-06-19 05:45:00";0.009;"Wert ist gültig"
"2023-06-19 06:00:00";0;"Wert ist gültig"
"2023-06-19 06:15:00";0;"Wert ist gültig"
"2023-06-19 06:30:00";0.006;"Wert ist gültig"
"2023-06-19 06:45:00";0.014;"Wert ist gültig"
"2023-06-19 07:00:00";0.07;"Wert ist gültig"
"2023-06-19 07:15:00";0.552;"Wert ist gültig"
"2023-06-19 07:30:00";0.396;"Wert ist gültig"
"2023-06-19 07:45:00";0.308;"Wert ist gültig"
"2023-06-19 08:00:00";0.106;"Wert ist gültig"
"2023-06-19 08:15:00";0.007;"Wert ist gültig"
"2023-06-19 08:30:00";0;"Wert ist gültig"
"2023-06-19 08:45:00";0;"Wert ist gültig"
"2023-06-19 09:00:00";0.003;"Wert ist gültig"
"2023-06-19 09:15:00";0;"Wert ist gültig"
"2023-06-19 09:30:00";0;"Wert ist gültig"
"2023-06-19 09:45:00";0;"Wert ist gültig"
"2023-06-19 10:00:00";0;"Wert ist gültig"
"2023-06-19 10:15:00";0;"Wert ist gültig"
"2023-06-19 10:30:00";0;"Wert ist gültig"
"2023-06-19 10:45:00";0;"Wert ist gültig"
"2023-06-19 11:00:00";0;"Wert ist gültig"
"2023-06-19 11:15:00";0;"Wert ist gültig"
"2023-06-19 11:30:00";0;"Wert ist gültig"
"2023-06-19 11:45:00";0;"Wert ist gültig"
"2023-06-19 12:00:00";0;"Wert ist gültig"
"2023-06-19 12:15:00";0;"Wert ist gültig"
"2023-06-19 12:30:00";0;"Wert ist gültig"
"2023-06-19 12:45:00";0;"Wert ist gültig"
"2023-06-19 13:00:00";0;"Wert ist gültig"
"2023-06-19 13:15:00";0;"Wert ist gültig"
"2023-06-19 13:30:00";0;"Wert ist gültig"
"2023-06-19 13:45:00";0;"Wert ist gültig"
"2023-06-19 14:00:00";0;"Wert ist gültig"
"2023-06-19 14:15:00";0;"Wert ist gültig"
"2023-06-19 14:30:00";0;"Wert ist gültig"
"2023-06-19 14:45:00";0;"Wert ist gültig"
"2023-06-19 15:00:00";0;"Wert ist gültig"
"2023-06-19 15:15:00";0;"Wert ist gültig"
"2023-06-19 15:30:00";0;"Wert ist gültig"
"2023-06-19 15:45:00";0;"Wert ist gültig"
"2023-06-19 16:00:00";0;"Wert ist gültig"
"2023-06-19 16:15:00";0;"Wert ist gültig"
"2023-06-19 16:30:00";0;"Wert ist gültig"
"2023-06-19 16:45:00";0;"Wert ist gültig"
"2023-06-19 17:00:00";0;"Wert ist gültig"
"2023-06-19 17:15:00";0;"Wert ist gültig"
"2023-06-19 17:30:00";0;"Wert ist gültig"
"2023-06-19 17:45:00";0;"Wert ist gültig"
"2023-06-19 18:00:00";0;"Wert ist gültig"
"2023-06-19 18:15:00";0;"Wert ist gültig"
"2023-06-19 18:30:00";0.59;"Wert ist gültig"
"2023-06-19 18:45:00";0.012;"Wert ist gültig"
"2023-06-19 19:00:00";0.024;"Wert ist gültig"
"2023-06-19 19:15:00";0.076;"Wert ist gültig"
"2023-06-19 19:30:00";0.17;"Wert ist gültig"
"2023-06-19 19:45:00";0.014;"Wert ist gültig"
"2023-06-19 20:00:00";0;"Wert ist gültig"
"2023-06-19 20:15:00";0;"Wert ist gültig"
"2023-06-19 20:30:00";0;"Wert ist gültig"
"2023-06-19 20:45:00";0.019;"Wert ist gültig"
"2023-06-19 21:00:00";0.149;"Wert ist gültig"
"2023-06-19 21:15:00";0.124;"Wert ist gültig"
"2023-06-19 21:30:00";0.164;"Wert ist gültig"
"2023-06-19 21:45:00";0.144;"Wert ist gültig"
"2023-06-19 22:00:00";0.194;"Wert ist gültig"
"2023-06-19 22:15:00";0.113;"Wert ist gültig"
"2023-06-19 22:30:00";0.558;"Wert ist gültig"
"2023-06-19 22:45:00";1.39;"Wert ist gültig"
"2023-06-19 23:00:00";0.241;"Wert ist gültig"
"2023-06-19 23:15:00";0.052;"Wert ist gültig"
"2023-06-19 23:30:00";0.056;"Wert ist gültig"
"2023-06-19 23:45:00";0.072;"Wert ist gültig"
"2023-06-20 00:00:00";0.07;"Wert ist gültig"
"2023-06-20 00:15:00";0.087;"Wert ist gültig"
"2023-06-20 00:30:00";0.074;"Wert ist gültig"
"2023-06-20 00:45:00";0.075;"Wert ist gültig"
"2023-06-20 01:00:00";0.058;"Wert ist gültig"
"2023-06-20 01:15:00";0.035;"Wert ist gültig"
"2023-06-20 01:30:00";0.043;"Wert ist gültig"
"2023-06-20 01:45:00";0.043;"Wert ist gültig"
"2023-06-20 02:00:00";0.04;"Wert ist gültig"
"2023-06-20 02:15:00";0.05;"Wert ist gültig"
"2023-06-20 02:30:00";0.063;"Wert ist gültig"
"2023-06-20 02:45:00";0.064;"Wert ist gültig"
"2023-06-20 03:00:00";0.063;"Wert ist gültig"
"2023-06-20 03:15:00";0.087;"Wert ist gültig"
"2023-06-20 03:30:00";0.071;"Wert ist gültig"
"2023-06-20 03:45:00";0.056;"Wert ist gültig"
"2023-06-20 04:00:00";0.064;"Wert ist gültig"
"2023-06-20 04:15:00";0.068;"Wert ist gültig"
"2023-06-20 04:30:00";0.051;"Wert ist gültig"
"2023-06-20 04:45:00";0.05;"Wert ist gültig"
"2023-06-20 05:00:00";0.046;"Wert ist gültig"
"2023-06-20 05:15:00";0.011;"Wert ist gültig"
"2023-06-20 05:30:00";0;"Wert ist gültig"
"2023-06-20 05:45:00";0;"Wert ist gültig"
"2023-06-20 06:00:00";0;"Wert ist gültig"
"2023-06-20 06:15:00";0;"Wert ist gültig"
"2023-06-20 06:30:00";0;"Wert ist gültig"
"2023-06-20 06:45:00";0;"Wert ist gültig"
"2023-06-20 07:00:00";0;"Wert ist gültig"
"2023-06-20 07:15:00";0.004;"Wert ist gültig"
"2023-06-20 07:30:00";0.068;"Wert ist gültig"
"2023-06-20 07:45:00";0.809;"Wert ist gültig"
"2023-06-20 08:00:00";0;"Wert ist gültig"
"2023-06-20 08:15:00";0;"Wert ist gültig"
"2023-06-20 08:30:00";0;"Wert ist gültig"
"2023-06-20 08:45:00";0;"Wert ist gültig"
"2023-06-20 09:00:00";0;"Wert ist gültig"
"2023-06-20 09:15:00";0;"Wert ist gültig"
"2023-06-20 09:30:00";0;"Wert ist gültig"
"2023-06-20 09:45:00";0;"Wert ist gültig"
"2023-06-20 10:00:00";0;"Wert ist gültig"
"2023-06-20 10:15:00";0;"Wert ist gültig"
"2023-06-20 10:30:00";0;"Wert ist gültig"
"2023-06-20 10:45:00";0;"Wert ist gültig"
"2023-06-20 11:00:00";0;"Wert ist gültig"
"2023-06-20 11:15:00";0;"Wert ist gültig"
"2023-06-20 11:30:00";0;"Wert ist gültig"
"2023-06-20 11:45:00";0;"Wert ist gültig"
"2023-06-20 12:00:00";0;"Wert ist gültig"
"2023-06-20 12:15:00";0;"Wert ist gültig"
"2023-06-20 12:30:00";0;"Wert ist gültig"
"2023-06-20 12:45:00";0;"Wert ist gültig"
"2023-06-20 13:00:00";0;"Wert ist gültig"
"2023-06-20 13:15:00";0;"Wert ist gültig"
"2023-06-20 13:30:00";0;"Wert ist gültig"
"2023-06-20 13:45:00";0;"Wert ist gültig"
"2023-06-20 14:00:00";0;"Wert ist gültig"
"2023-06-20 14:15:00";0;"Wert ist gültig"
"2023-06-20 14:30:00";0;"Wert ist gültig"
"2023-06-20 14:45:00";0;"Wert ist gültig"
"2023-06-20 15:00:00";0;"Wert ist gültig"
"2023-06-20 15:15:00";0;"Wert ist gültig"
"2023-06-20 15:30:00";0;"Wert ist gültig"
"2023-06-20 15:45:00";0;"Wert ist gültig"
"2023-06-20 16:00:00";0;"Wert ist gültig"
"2023-06-20 16:15:00";0;"Wert ist gültig"
"2023-06-20 16:30:00";0;"Wert ist gültig"
"2023-06-20 16:45:00";0;"Wert ist gültig"
"2023-06-20 17:00:00";0;"Wert ist gültig"
"2023-06-20 17:15:00";0;"Wert ist gültig"
"2023-06-20 17:30:00";0;"Wert ist gültig"
"2023-06-20 17:45:00";0.209;"Wert ist gültig"
"2023-06-20 18:00:00";0;"Wert ist gültig"
"2023-06-20 18:15:00";0;"Wert ist gültig"
"2023-06-20 18:30:00";0;"Wert ist gültig"
"2023-06-20 18:45:00";0;"Wert ist gültig"
"2023-06-20 19:00:00";0;"Wert ist gültig"
"2023-06-20 19:15:00";0;"Wert ist gültig"
"2023-06-20 19:30:00";0.017;"Wert ist gültig"
"2023-06-20 19:45:00";0.067;"Wert ist gültig"
"2023-06-20 20:00:00";0.033;"Wert ist gültig"
"2023-06-20 20:15:00";0.008;"Wert ist gültig"
"2023-06-20 20:30:00";0.008;"Wert ist gültig"
"2023-06-20 20:45:00";0.058;"Wert ist gültig"
"2023-06-20 21:00:00";0.11;"Wert ist gültig"
"2023-06-20 21:15:00";0.099;"Wert ist gültig"
"2023-06-20 21:30:00";0.097;"Wert ist gültig"
"2023-06-20 21:45:00";0.081;"Wert ist gültig"
"2023-06-20 22:00:00";0.169;"Wert ist gültig"
"2023-06-20 22:15:00";0.119;"Wert ist gültig"
"2023-06-20 22:30:00";0.229;"Wert ist gültig"
"2023-06-20 22:45:00";0.249;"Wert ist gültig"
"2023-06-20 23:00:00";0.277;"Wert ist gültig"
"2023-06-20 23:15:00";0.268;"Wert ist gültig"
"2023-06-20 23:30:00";0.416;"Wert ist gültig"
"2023-06-20 23:45:00";1.082;"Wert ist gültig"
"2023-06-21 00:00:00";1.271;"Wert ist gültig"
"2023-06-21 00:15:00";0.288;"Wert ist gültig"
"2023-06-21 00:30:00";0.294;"Wert ist gültig"
"2023-06-21 00:45:00";0.264;"Wert ist gültig"
"2023-06-21 01:00:00";0.103;"Wert ist gültig"
"2023-06-21 01:15:00";0.041;"Wert ist gültig"
"2023-06-21 01:30:00";0.046;"Wert ist gültig"
"2023-06-21 01:45:00";0.041;"Wert ist gültig"
"2023-06-21 02:00:00";0.042;"Wert ist gültig"
"2023-06-21 02:15:00";0.046;"Wert ist gültig"
"2023-06-21 02:30:00";0.048;"Wert ist gültig"
"2023-06-21 02:45:00";0.06;"Wert ist gültig"
"2023-06-21 03:00:00";0.094;"Wert ist gültig"
"2023-06-21 03:15:00";0.063;"Wert ist gültig"
"2023-06-21 03:30:00";0.058;"Wert ist gültig"
"2023-06-21 03:45:00";0.072;"Wert ist gültig"
"2023-06-21 04:00:00";0.059;"Wert ist gültig"
"2023-06-21 04:15:00";0.059;"Wert ist gültig"
"2023-06-21 04:30:00";0.072;"Wert ist gültig"
"2023-06-21 04:45:00";0.05;"Wert ist gültig"
"2023-06-21 05:00:00";0.051;"Wert ist gültig"
"2023-06-21 05:15:00";0.038;"Wert ist gültig"
"2023-06-21 05:30:00";0;"Wert ist gültig"
"2023-06-21 05:45:00";0;"Wert ist gültig"
"2023-06-21 06:00:00";0.002;"Wert ist gültig"
"2023-06-21 06:15:00";0.015;"Wert ist gültig"
"2023-06-21 06:30:00";0.001;"Wert ist gültig"
"2023-06-21 06:45:00";0.474;"Wert ist gültig"
"2023-06-21 07:00:00";0.996;"Wert ist gültig"
"2023-06-21 07:15:00";1.247;"Wert ist gültig"
"2023-06-21 07:30:00";0;"Wert ist gültig"
"2023-06-21 07:45:00";0;"Wert ist gültig"
"2023-06-21 08:00:00";0;"Wert ist gültig"
"2023-06-21 08:15:00";0;"Wert ist gültig"
"2023-06-21 08:30:00";0.037;"Wert ist gültig"
"2023-06-21 08:45:00";0;"Wert ist gültig"
"2023-06-21 09:00:00";0;"Wert ist gültig"
"2023-06-21 09:15:00";0;"Wert ist gültig"
"2023-06-21 09:30:00";0;"Wert ist gültig"
"2023-06-21 09:45:00";0;"Wert ist gültig"
"2023-06-21 10:00:00";0;"Wert ist gültig"
"2023-06-21 10:15:00";0;"Wert ist gültig"
"2023-06-21 10:30:00";0;"Wert ist gültig"
"2023-06-21 10:45:00";0;"Wert ist gültig"
"2023-06-21 11:00:00";0;"Wert ist gültig"
"2023-06-21 11:15:00";0;"Wert ist gültig"
"2023-06-21 11:30:00";0;"Wert ist gültig"
"2023-06-21 11:45:00";0;"Wert ist gültig"
"2023-06-21 12:00:00";0;"Wert ist gültig"
"2023-06-21 12:15:00";0;"Wert ist gültig"
"2023-06-21 12:30:00";0;"Wert ist gültig"
"2023-06-21 12:45:00";0;"Wert ist gültig"
"2023-06-21 13:00:00";0;"Wert ist gültig"
"2023-06-21 13:15:00";0;"Wert ist gültig"
"2023-06-21 13:30:00";0;"Wert ist gültig"
"2023-06-21 13:45:00";0;"Wert ist gültig"
"2023-06-21 14:00:00";0;"Wert ist gültig"
"2023-06-21 14:15:00";0;"Wert ist gültig"
"2023-06-21 14:30:00";0;"Wert ist gültig"
"2023-06-21 14:45:00";0;"Wert ist gültig"
"2023-06-21 15:00:00";0.193;"Wert ist gültig"
"2023-06-21 15:15:00";0.031;"Wert ist gültig"
"2023-06-21 15:30:00";0.032;"Wert ist gültig"
"2023-06-21 15:45:00";0.034;"Wert ist gültig"
"2023-06-21 16:00:00";0.327;"Wert ist gültig"
"2023-06-21 16:15:00";0.089;"Wert ist gültig"
"2023-06-21 16:30:00";0;"Wert ist gültig"
"2023-06-21 16:45:00";0;"Wert ist gültig"
"2023-06-21 17:00:00";0;"Wert ist gültig"
"2023-06-21 17:15:00";0;"Wert ist gültig"
"2023-06-21 17:30:00";0.068;"Wert ist gültig"
"2023-06-21 17:45:00";0.207;"Wert ist gültig"
"2023-06-21 18:00:00";0.433;"Wert ist gültig"
"2023-06-21 18:15:00";0.338;"Wert ist gültig"
"2023-06-21 18:30:00";0.666;"Wert ist gültig"
"2023-06-21 18:45:00";0.602;"Wert ist gültig"
"2023-06-21 19:00:00";0.052;"Wert ist gültig"
"2023-06-21 19:15:00";0.001;"Wert ist gültig"
"2023-06-21 19:30:00";0.382;"Wert ist gültig"
"2023-06-21 19:45:00";1.348;"Wert ist gültig"
"2023-06-21 20:00:00";0;"Wert ist gültig"
"2023-06-21 20:15:00";0;"Wert ist gültig"
"2023-06-21 20:30:00";0.003;"Wert ist gültig"
"2023-06-21 20:45:00";0.627;"Wert ist gültig"
"2023-06-21 21:00:00";1.003;"Wert ist gültig"
"2023-06-21 21:15:00";0.095;"Wert ist gültig"
"2023-06-21 21:30:00";0.079;"Wert ist gültig"
"2023-06-21 21:45:00";0.089;"Wert ist gültig"
"2023-06-21 22:00:00";0.078;"Wert ist gültig"
"2023-06-21 22:15:00";0.072;"Wert ist gültig"
"2023-06-21 22:30:00";0.07;"Wert ist gültig"
"2023-06-21 22:45:00";0.075;"Wert ist gültig"
"2023-06-21 23:00:00";0.083;"Wert ist gültig"
"2023-06-21 23:15:00";0.056;"Wert ist gültig"
"2023-06-21 23:30:00";0.045;"Wert ist gültig"
"2023-06-21 23:45:00";0.046;"Wert ist gültig"
"2023-06-22 00:00:00";0.036;"Wert ist gültig"
"2023-06-22 00:15:00";0.045;"Wert ist gültig"
"2023-06-22 00:30:00";0.053;"Wert ist gültig"
"2023-06-22 00:45:00";0.046;"Wert ist gültig"
"2023-06-22 01:00:00";0.067;"Wert ist gültig"
"2023-06-22 01:15:00";0.087;"Wert ist gültig"
"2023-06-22 01:30:00";0.057;"Wert ist gültig"
"2023-06-22 01:45:00";0.06;"Wert ist gültig"
"2023-06-22 02:00:00";0.069;"Wert ist gültig"
"2023-06-22 02:15:00";0.055;"Wert ist gültig"
"2023-06-22 02:30:00";0.042;"Wert ist gültig"
"2023-06-22 02:45:00";0.067;"Wert ist gültig"
"2023-06-22 03:00:00";0.059;"Wert ist gültig"
"2023-06-22 03:15:00";0.045;"Wert ist gültig"
"2023-06-22 03:30:00";0.048;"Wert ist gültig"
"2023-06-22 03:45:00";0.039;"Wert ist gültig"
"2023-06-22 04:00:00";0.034;"Wert ist gültig"
"2023-06-22 04:15:00";0.07;"Wert ist gültig"
"2023-06-22 04:30:00";0.062;"Wert ist gültig"
"2023-06-22 04:45:00";0.068;"Wert ist gültig"
"2023-06-22 05:00:00";0.089;"Wert ist gültig"
"2023-06-22 05:15:00";0.042;"Wert ist gültig"
"2023-06-22 05:30:00";0;"Wert ist gültig"
"2023-06-22 05:45:00";0;"Wert ist gültig"
"2023-06-22 06:00:00";0.452;"Wert ist gültig"
"2023-06-22 06:15:00";1.107;"Wert ist gültig"
"2023-06-22 06:30:00";0.228;"Wert ist gültig"
"2023-06-22 06:45:00";0;"Wert ist gültig"
"2023-06-22 07:00:00";0;"Wert ist gültig"
"2023-06-22 07:15:00";0;"Wert ist gültig"
"2023-06-22 07:30:00";0;"Wert ist gültig"
"2023-06-22 07:45:00";0;"Wert ist gültig"
"2023-06-22 08:00:00";0;"Wert ist gültig"
"2023-06-22 08:15:00";0;"Wert ist gültig"
"2023-06-22 08:30:00";0;"Wert ist gültig"
"2023-06-22 08:45:00";0;"Wert ist gültig"
"2023-06-22 09:00:00";0;"Wert ist gültig"
"2023-06-22 09:15:00";0.002;"Wert ist gültig"
"2023-06-22 09:30:00";0;"Wert ist gültig"
"2023-06-22 09:45:00";0;"Wert ist gültig"
"2023-06-22 10:00:00";0;"Wert ist gültig"
"2023-06-22 10:15:00";0;"Wert ist gültig"
"2023-06-22 10:30:00";0;"Wert ist gültig"
"2023-06-22 10:45:00";0;"Wert ist gültig"
"2023-06-22 11:00:00";0;"Wert ist gültig"
"2023-06-22 11:15:00";0;"Wert ist gültig"
"2023-06-22 11:30:00";0;"Wert ist gültig"
"2023-06-22 11:45:00";0;"Wert ist gültig"
"2023-06-22 12:00:00";0;"Wert ist gültig"
"2023-06-22 12:15:00";0;"Wert ist gültig"
"2023-06-22 12:30:00";0;"Wert ist gültig"
"2023-06-22 12:45:00";0;"Wert ist gültig"
"2023-06-22 13:00:00";0;"Wert ist gültig"
"2023-06-22 13:15:00";0;"Wert ist gültig"
"2023-06-22 13:30:00";0;"Wert ist gültig"
"2023-06-22 13:45:00";0;"Wert ist gültig"
"2023-06-22 14:00:00";0;"Wert ist gültig"
"2023-06-22 14:15:00";0;"Wert ist gültig"
"2023-06-22 14:30:00";0;"Wert ist gültig"
"2023-06-22 14:45:00";0;"Wert ist gültig"
"2023-06-22 15:00:00";0;"Wert ist gültig"
"2023-06-22 15:15:00";0;"Wert ist gültig"
"2023-06-22 15:30:00";0;"Wert ist gültig"
"2023-06-22 15:45:00";0;"Wert ist gültig"
"2023-06-22 16:00:00";0;"Wert ist gültig"
"2023-06-22 16:15:00";0;"Wert ist gültig"
"2023-06-22 16:30:00";0;"Wert ist gültig"
"2023-06-22 16:45:00";0.002;"Wert ist gültig"
"2023-06-22 17:00:00";0;"Wert ist gültig"
"2023-06-22 17:15:00";0;"Wert ist gültig"
"2023-06-22 17:30:00";0;"Wert ist gültig"
"2023-06-22 17:45:00";0;"Wert ist gültig"
"2023-06-22 18:00:00";0;"Wert ist gültig"
"2023-06-22 18:15:00";0;"Wert ist gültig"
"2023-06-22 18:30:00";0;"Wert ist gültig"
"2023-06-22 18:45:00";0;"Wert ist gültig"
"2023-06-22 19:00:00";0;"Wert ist gültig"
"2023-06-22 19:15:00";0.053;"Wert ist gültig"
"2023-06-22 19:30:00";0.2;"Wert ist gültig"
"2023-06-22 19:45:00";0.284;"Wert ist gültig"
"2023-06-22 20:00:00";0.152;"Wert ist gültig"
"2023-06-22 20:15:00";0.025;"Wert ist gültig"
"2023-06-22 20:30:00";0.043;"Wert ist gültig"
"2023-06-22 20:45:00";0.112;"Wert ist gültig"
"2023-06-22 21:00:00";0.127;"Wert ist gültig"
"2023-06-22 21:15:00";0.114;"Wert ist gültig"
"2023-06-22 21:30:00";0.095;"Wert ist gültig"
"2023-06-22 21:45:00";0.965;"Wert ist gültig"
"2023-06-22 22:00:00";2.423;"Wert ist gültig"
"2023-06-22 22:15:00";0.294;"Wert ist gültig"
"2023-06-22 22:30:00";0.052;"Wert ist gültig"
"2023-06-22 22:45:00";0.052;"Wert ist gültig"
"2023-06-22 23:00:00";0.091;"Wert ist gültig"
"2023-06-22 23:15:00";0.083;"Wert ist gültig"
"2023-06-22 23:30:00";0.066;"Wert ist gültig"
"2023-06-22 23:45:00";0.064;"Wert ist gültig"
"2023-06-23 00:00:00";0.07;"Wert ist gültig"
"2023-06-23 00:15:00";0.077;"Wert ist gültig"
"2023-06-23 00:30:00";0.045;"Wert ist gültig"
"2023-06-23 00:45:00";0.048;"Wert ist gültig"
"2023-06-23 01:00:00";0.065;"Wert ist gültig"
"2023-06-23 01:15:00";0.056;"Wert ist gültig"
"2023-06-23 01:30:00";0.049;"Wert ist gültig"
"2023-06-23 01:45:00";0.044;"Wert ist gültig"
"2023-06-23 02:00:00";0.045;"Wert ist gültig"
"2023-06-23 02:15:00";0.063;"Wert ist gültig"
"2023-06-23 02:30:00";0.075;"Wert ist gültig"
"2023-06-23 02:45:00";0.075;"Wert ist gültig"
"2023-06-23 03:00:00";0.076;"Wert ist gültig"
"2023-06-23 03:15:00";0.085;"Wert ist gültig"
"2023-06-23 03:30:00";0.067;"Wert ist gültig"
"2023-06-23 03:45:00";0.042;"Wert ist gültig"
"2023-06-23 04:00:00";0.05;"Wert ist gültig"
"2023-06-23 04:15:00";0.039;"Wert ist gültig"
"2023-06-23 04:30:00";0.036;"Wert ist gültig"
"2023-06-23 04:45:00";0.059;"Wert ist gültig"
"2023-06-23 05:00:00";0.066;"Wert ist gültig"
"2023-06-23 05:15:00";0.041;"Wert ist gültig"
"2023-06-23 05:30:00";0.022;"Wert ist gültig"
"2023-06-23 05:45:00";0.052;"Wert ist gültig"
"2023-06-23 06:00:00";0.676;"Wert ist gültig"
"2023-06-23 06:15:00";2.311;"Wert ist gültig"
"2023-06-23 06:30:00";0.711;"Wert ist gültig"
"2023-06-23 06:45:00";0;"Wert ist gültig"
"2023-06-23 07:00:00";0.012;"Wert ist gültig"
"2023-06-23 07:15:00";0.167;"Wert ist gültig"
"2023-06-23 07:30:00";0.064;"Wert ist gültig"
"2023-06-23 07:45:00";0.002;"Wert ist gültig"
"2023-06-23 08:00:00";0.01;"Wert ist gültig"
"2023-06-23 08:15:00";0;"Wert ist gültig"
"2023-06-23 08:30:00";0;"Wert ist gültig"
"2023-06-23 08:45:00";0.321;"Wert ist gültig"
"2023-06-23 09:00:00";0.285;"Wert ist gültig"
"2023-06-23 09:15:00";0.302;"Wert ist gültig"
"2023-06-23 09:30:00";0.297;"Wert ist gültig"
"2023-06-23 09:45:00";0.19;"Wert ist gültig"
"2023-06-23 10:00:00";0.037;"Wert ist gültig"
"2023-06-23 10:15:00";0.088;"Wert ist gültig"
"2023-06-23 10:30:00";0.119;"Wert ist gültig"
"2023-06-23 10:45:00";0;"Wert ist gültig"
"2023-06-23 11:00:00";0;"Wert ist gültig"
"2023-06-23 11:15:00";0;"Wert ist gültig"
"2023-06-23 11:30:00";0;"Wert ist gültig"
"2023-06-23 11:45:00";0;"Wert ist gültig"
"2023-06-23 12:00:00";0;"Wert ist gültig"
